Code;Year;Renewables (% equivalent primary energy);Fossil fuels (% equivalent primary energy)
ECU;2019;31,76902;68,10381
ECU;2020;36,035774;63,767223
ECU;2021;32,3542;67,440216
EGY;1965;5,5878944;94,41211
EGY;1966;5,5950437;94,40495
EGY;1967;7,041625;92,95838
EGY;1968;9,956793;90,043205
EGY;1969;16,08243;83,917564
EGY;1970;15,164636;84,835365
EGY;1971;15,877998;84,121994
EGY;1972;14,63569;85,3643
EGY;1973;15,458052;84,541954
EGY;1974;16,143082;83,85692
EGY;1975;16,16058;83,83942
EGY;1976;15,923643;84,07636
EGY;1977;16,571007;83,42899
EGY;1978;17,237103;82,76289
EGY;1979;15,267534;84,73245
EGY;1980;13,69403;86,30598
EGY;1981;12,52634;87,473656
EGY;1982;11,533038;88,46696
EGY;1983;9,980415;90,01959
EGY;1984;8,979603;91,0204
EGY;1985;8,225812;91,77419
EGY;1986;7,8884335;92,111565
EGY;1987;7,4370356;92,56296
EGY;1988;7,2144046;92,78559
EGY;1989;7,3539524;92,64604
EGY;1990;7,5208654;92,47914
EGY;1991;7,396339;92,60367
EGY;1992;7,380686;92,61931
EGY;1993;7,595429;92,40457
EGY;1994;7,676783;92,32321
EGY;1995;7,558946;92,44105
EGY;1996;7,361754;92,638245
EGY;1997;7,243849;92,75615
EGY;1998;7,1541786;92,845825
EGY;1999;7,409151;92,59085
EGY;2000;7,416068;92,58394
EGY;2001;7,225909;92,774086
EGY;2002;6,795776;93,20422
EGY;2003;5,937698;94,0623
EGY;2004;5,634644;94,36536
EGY;2005;5,385706;94,614296
EGY;2006;5,1723137;94,82768
EGY;2007;5,3631554;94,63684
EGY;2008;5,414237;94,58578
EGY;2009;4,800595;95,19941
EGY;2010;4,461719;95,538284
EGY;2011;4,3315444;95,66845
EGY;2012;4,1802897;95,8197
EGY;2013;4,1771846;95,822815
EGY;2014;4,1816525;95,818344
EGY;2015;4,328853;95,67114
EGY;2016;4,131468;95,86853
EGY;2017;3,8699906;96,13001
EGY;2018;4,0554056;95,944595
EGY;2019;5,1698976;94,8301
EGY;2020;6,564624;93,43538
EGY;2021;6,230571;93,76943
EST;1985;0;100,000015
EST;1986;0;100
EST;1987;0;100,000015
EST;1988;0;100,000015
EST;1989;0;100
EST;1990;0;100
EST;1991;0;100
EST;1992;0;100
EST;1993;0;100
EST;1994;0;100
EST;1995;0,030831562;99,969185
EST;1996;0,024195744;99,97582
EST;1997;0,039256863;99,960724
EST;1998;0,06567057;99,93433
EST;1999;0,09331137;99,9067
EST;2000;0,10166839;99,898315
EST;2001;0,09630356;99,90368
EST;2002;0,18708262;99,81289
EST;2003;0,22028498;99,779724
EST;2004;0,28742737;99,712555
EST;2005;0,5005239;99,496765
EST;2006;0,59395134;99,38625
EST;2007;0,5890301;99,4031
EST;2008;0,8455263;99,084854
EST;2009;2,7872162;97,178986
EST;2010;4,3919716;95,48669
EST;2011;4,9312315;94,99744
EST;2012;6,1257634;93,813446
EST;2013;4,7120137;95,23986
EST;2014;5,5141263;94,40535
EST;2015;6,578982;93,377495
EST;2016;6,427242;93,54112
EST;2017;6,830332;93,13295
EST;2018;7,507283;92,23587
EST;2019;9,91299;89,606026
EST;2020;14,138368;85,14357
EST;2021;14,325047;85,02787
FIN;1965;23,966585;76,03342
FIN;1966;23,36688;76,63312
FIN;1967;24,873165;75,12684
FIN;1968;20,672768;79,32724
FIN;1969;15,680414;84,31958
FIN;1970;15,499043;84,50095
FIN;1971;16,927217;83,072784
FIN;1972;15,603095;84,396904
FIN;1973;14,4314785;85,56852
FIN;1974;18,064272;81,93572
FIN;1975;17,08967;82,91033
FIN;1976;12,514572;87,48542
FIN;1977;15,202662;81,63327
FIN;1978;11,782436;84,47793
FIN;1979;12,091409;80,762955
FIN;1980;11,415307;81,10803
FIN;1981;15,109192;69,4273
FIN;1982;14,6664095;67,42105
FIN;1983;15,364748;65,53131
FIN;1984;14,383723;66,095436
FIN;1985;12,764183;68,44129
FIN;1986;12,675924;68,72459
FIN;1987;13,406022;68,40191
FIN;1988;13,070466;68,70361
FIN;1989;12,690624;69,5917
FIN;1990;15,044628;68,18543
FIN;1991;16,643732;66,715034
FIN;1992;18,367647;65,15158
FIN;1993;17,727713;65,36447
FIN;1994;15,916638;68,38208
FIN;1995;17,851295;65,855606
FIN;1996;15,462067;68,50101
FIN;1997;17,178953;65,80758
FIN;1998;20,300835;62,511475
FIN;1999;17,990025;63,580982
FIN;2000;19,702833;62,367893
FIN;2001;17,716715;64,621925
FIN;2002;16,264904;66,64453
FIN;2003;14,593681;69,22566
FIN;2004;19,509205;64,3572
FIN;2005;19,46372;62,45039
FIN;2006;17,534887;65,98866
FIN;2007;18,869097;64,33731
FIN;2008;22,427767;60,613037
FIN;2009;19,18046;62,181274
FIN;2010;19,647142;63,84766
FIN;2011;20,955502;61,331516
FIN;2012;24,975452;57,089245
FIN;2013;22,647865;59,109562
FIN;2014;24,728233;56,50821
FIN;2015;28,137722;53,41696
FIN;2016;26,58672;55,4005
FIN;2017;28,707514;53,601204
FIN;2018;28,641554;53,86397
FIN;2019;29,214561;52,147614
FIN;2020;33,16851;47,92493
FIN;2021;34,61129;46,7897
FRA;1965;10,584984;89,22067
FRA;1966;11,602393;88,10249
FRA;1967;9,537199;90,05004
FRA;1968;10,09288;89,32608
FRA;1969;9,634168;89,75058
FRA;1970;9,537436;89,563896
FRA;1971;7,9428425;90,6452
FRA;1972;7,446317;90,4878
FRA;1973;6,7090616;91,367355
FRA;1974;8,01622;90,03058
FRA;1975;9,053055;88,375
FRA;1976;6,8996778;91,01117
FRA;1977;10,595119;87,06053
FRA;1978;9,109527;87,08176
FRA;1979;8,611678;86,53367
FRA;1980;9,114398;83,35256
FRA;1981;9,551752;77,36801
FRA;1982;9,705157;76,25006
FRA;1983;9,325617;72,523895
FRA;1984;8,554503;68,1688
FRA;1985;7,887791;65,70631
FRA;1986;7,7647924;63,01372
FRA;1987;8,584645;61,443092
FRA;1988;9,174313;60,13434
FRA;1989;5,5997367;60,95441
FRA;1990;6,222641;60,246174
FRA;1991;6,2665405;60,454582
FRA;1992;7,399244;58,89079
FRA;1993;6,9688835;56,365498
FRA;1994;8,563506;55,139774
FRA;1995;7,823903;55,02205
FRA;1996;6,882894;55,384254
FRA;1997;6,803889;55,122364
FRA;1998;6,470214;57,013912
FRA;1999;7,388863;56,15099
FRA;2000;6,7445607;55,343914
FRA;2001;7,405367;54,85561
FRA;2002;6,175621;54,528553
FRA;2003;5,962182;55,010456
FRA;2004;5,970315;54,94113
FRA;2005;5,365334;55,27814
FRA;2006;5,969732;54,722057
FRA;2007;6,6387134;54,526157
FRA;2008;7,6322675;53,91832
FRA;2009;7,70645;54,559826
FRA;2010;8,220292;53,70638
FRA;2011;7,185518;52,170246
FRA;2012;9,137363;52,03898
FRA;2013;10,4594345;51,51367
FRA;2014;10,459279;48,895092
FRA;2015;10,147399;49,59908
FRA;2016;10,975246;51,510113
FRA;2017;10,437264;52,441704
FRA;2018;12,132495;50,305992
FRA;2019;12,384905;50,67374
FRA;2020;14,788747;48,966743
FRA;2021;13,671011;49,8715
DEU;1965;1,614503;98,37432
DEU;1966;1,7416129;98,23312
DEU;1967;1,6582538;98,224686
DEU;1968;1,5761398;98,2658
DEU;1969;1,1857672;98,404594
DEU;1970;1,5171292;97,97257
DEU;1971;1,1796806;98,336235
DEU;1972;1,1219959;98,16136
DEU;1973;1,2137141;97,92479
DEU;1974;1,4188614;97,534
DEU;1975;1,4353294;96,745285
DEU;1976;1,1208524;96,79295
DEU;1977;1,3967295;95,681984
DEU;1978;1,408961;95,59285
DEU;1979;1,3454018;95,28395
DEU;1980;1,4781905;94,80098
DEU;1981;1,5739785;93,89862
DEU;1982;1,6178513;93,05255
DEU;1983;1,4992614;92,988625
DEU;1984;1,4371842;91,45934
DEU;1985;1,3216147;89,509026
DEU;1986;1,4105299;89,88695
DEU;1987;1,5094993;89,119026
DEU;1988;1,5009333;88,16458
DEU;1989;1,3991727;87,832664
DEU;1990;1,33694;88,342094
DEU;1991;1,2709577;88,50449
DEU;1992;1,5204551;87,240845
DEU;1993;1,5835441;87,50437
DEU;1994;1,7396334;87,41025
DEU;1995;1,8891898;87,10996
DEU;1996;1,6823945;87,14866
DEU;1997;1,8035167;86,27234
DEU;1998;1,970565;86,621864
DEU;1999;2,2275858;85,60182
DEU;2000;2,8871117;85,04574
DEU;2001;2,9411676;85,17234
DEU;2002;3,538632;84,952446
DEU;2003;3,6419897;84,90416
DEU;2004;4,5165977;83,96259
DEU;2005;5,2084193;83,48633
DEU;2006;6,0263047;82,72524
DEU;2007;7,6538334;82,552185
DEU;2008;7,8176284;81,98632
DEU;2009;8,45428;81,75202
DEU;2010;8,792469;81,47664
DEU;2011;10,566965;81,730194
DEU;2012;11,899699;81,14388
DEU;2013;12,063335;81,359406
DEU;2014;13,278847;79,91163
DEU;2015;14,823544;78,89893
DEU;2016;14,607312;79,73159
DEU;2017;16,196213;78,793594
DEU;2018;17,084951;77,82749
DEU;2019;18,768305;76,09286
DEU;2020;21,122828;74,14997
DEU;2021;19,453121;75,61305
GRC;1965;2,9926248;97,00738
GRC;1966;5,9037366;94,096275
GRC;1967;5,1454077;94,85459
GRC;1968;4,0803204;95,91968
GRC;1969;5,802621;94,19738
GRC;1970;6,6985598;93,30144
GRC;1971;5,6566277;94,343376
GRC;1972;5,0900455;94,90996
GRC;1973;3,6736455;96,326355
GRC;1974;3,9671507;96,03285
GRC;1975;3,004863;96,99514
GRC;1976;2,5362146;97,46379
GRC;1977;2,501576;97,49842
GRC;1978;3,8218632;96,17814
GRC;1979;5,1934614;94,80654
GRC;1980;5,006544;94,993454
GRC;1981;5,126492;94,87351
GRC;1982;5,2865105;94,7135
GRC;1983;3,454517;96,54548
GRC;1984;4,0465713;95,95343
GRC;1985;3,7546213;96,24537
GRC;1986;4,3210115;95,678986
GRC;1987;3,396962;96,60303
GRC;1988;2,7383277;97,261665
GRC;1989;2,0288122;97,97118
GRC;1990;1,8226951;98,1773
GRC;1991;3,1458604;96,85414
GRC;1992;2,2052267;97,794785
GRC;1993;2,2926176;97,70739
GRC;1994;2,5512795;97,44872
GRC;1995;3,3267503;96,67324
GRC;1996;3,991272;96,00872
GRC;1997;3,4691076;96,5309
GRC;1998;3,1588402;96,84117
GRC;1999;3,964062;96,03594
GRC;2000;3,2847326;96,71527
GRC;2001;2,296041;97,70395
GRC;2002;2,7831922;97,21681
GRC;2003;4,297642;95,70236
GRC;2004;4,291226;95,70877
GRC;2005;4,6003256;95,39968
GRC;2006;5,32195;94,550606
GRC;2007;3,1136858;96,655945
GRC;2008;3,9871402;95,820984
GRC;2009;5,8433247;93,93159
GRC;2010;7,824593;91,78819
GRC;2011;6,159234;93,51236
GRC;2012;8,102894;91,47661
GRC;2013;12,095451;87,406
GRC;2014;10,859847;88,563446
GRC;2015;13,008345;86,3916
GRC;2016;13,225245;86,13607
GRC;2017;14,015645;85,247
GRC;2018;13,455227;85,93136
GRC;2019;13,694194;85,58024
GRC;2020;16,707697;82,429115
GRC;2021;19,391674;79,836105
HKG;1965;0;100
HKG;1966;0;99,99999
HKG;1967;0;99,99999
HKG;1968;0;100
HKG;1969;0;100,000015
HKG;1970;0;100
HKG;1971;0;100
HKG;1972;0;99,99999
HKG;1973;0;100
HKG;1974;0;100
HKG;1975;0;100
HKG;1976;0;100
HKG;1977;0;100
HKG;1978;0;99,999985
HKG;1979;0;100
HKG;1980;0;100
HKG;1981;0;100
HKG;1982;0;100
HKG;1983;0;100
HKG;1984;0;100
HKG;1985;0;99,99999
HKG;1986;0;100
HKG;1987;0;100
HKG;1988;0;100
HKG;1989;0;100
HKG;1990;0;100
HKG;1991;0;100
HKG;1992;0;100
HKG;1993;0;100
HKG;1994;0;100
HKG;1995;0;100
HKG;1996;0;100
HKG;1997;0;100
HKG;1998;0;100
HKG;1999;0;100
HKG;2000;0;100
HKG;2001;0;100
HKG;2002;0;100
HKG;2003;0;100
HKG;2004;0;100
HKG;2005;0;99,99999
HKG;2006;0,000691158;99,999306
HKG;2007;0,000804969;99,99921
HKG;2008;0,000801358;99,9992
HKG;2009;0,000989306;99,99901
HKG;2010;0,040526018;99,94619
HKG;2011;0,044920437;99,862305
HKG;2012;0,044864498;99,938324
HKG;2013;0,038566995;99,914
HKG;2014;0,046603356;99,92748
HKG;2015;0,059699725;99,91512
HKG;2016;0,06550138;99,89769
HKG;2017;0,06267911;99,88586
HKG;2018;0,06412575;99,876526
HKG;2019;0,07460387;99,85086
HKG;2020;0,10073566;99,77979
HKG;2021;0,108698964;99,73496
HUN;1965;0,11989386;99,880104
HUN;1966;0,15773733;99,842255
HUN;1967;0,13554126;99,864456
HUN;1968;0,14179073;99,8582
HUN;1969;0,14133148;99,858665
HUN;1970;0,12151648;99,87849
HUN;1971;0,128392;99,87161
HUN;1972;0,14248806;99,85751
HUN;1973;0,120818384;99,87918
HUN;1974;0,09401585;99,90599
HUN;1975;0,17870052;99,8213
HUN;1976;0,1693199;99,830666
HUN;1977;0,14541946;99,85458
HUN;1978;0,12593117;99,87407
HUN;1979;0,13454616;99,86546
HUN;1980;0,10290331;99,897095
HUN;1981;0,15593338;99,84407
HUN;1982;0,14692831;99,853065
HUN;1983;0,1457432;97,62291
HUN;1984;0,16569237;96,5261
HUN;1985;0,13748026;94,34719
HUN;1986;0,13723414;93,51432
HUN;1987;0,14415859;90,86332
HUN;1988;0,14756292;88,587204
HUN;1989;0,14161773;87,91073
HUN;1990;0,17966974;87,763596
HUN;1991;0,21547885;86,87845
HUN;1992;0,21209235;86,102036
HUN;1993;0,21881689;85,86097
HUN;1994;0,21855822;85,72252
HUN;1995;0,23041439;85,89108
HUN;1996;0,26410878;85,96555
HUN;1997;0,28335416;85,815636
HUN;1998;0,22453971;86,09972
HUN;1999;0,2573081;85,88569
HUN;2000;0,26188785;85,37892
HUN;2001;0,26927036;85,8557
HUN;2002;0,24771267;85,98627
HUN;2003;0,3591855;88,86375
HUN;2004;1,0114942;87,58462
HUN;2005;1,9106504;85,76936
HUN;2006;1,5408134;86,33367
HUN;2007;1,9637135;84,65756
HUN;2008;2,4881732;83,368805
HUN;2009;3,3081076;80,81072
HUN;2010;3,356313;80,798965
HUN;2011;3,0736933;80,82176
HUN;2012;3,186504;79,55776
HUN;2013;3,550579;78,90365
HUN;2014;4,012245;78,004906
HUN;2015;3,8928456;79,0061
HUN;2016;3,8303542;79,18761
HUN;2017;3,8641884;80,17252
HUN;2018;4,1346164;80,325005
HUN;2019;4,9454613;79,2232
HUN;2020;5,8162417;78,03997
HUN;2021;6,819573;77,79093
ISL;1965;24,983986;75,016014
ISL;1966;23,200014;76,79998
ISL;1967;24,937162;75,06284
ISL;1968;24,370615;75,62939
ISL;1969;30,625391;69,37431
ISL;1970;41,689293;58,310593
ISL;1971;41,70726;58,292736
ISL;1972;42,6058;57,394207
ISL;1973;45,067017;54,932903
ISL;1974;47,447186;52,55268
ISL;1975;48,562763;51,43724
ISL;1976;50,019867;49,98013
ISL;1977;50,608696;49,391308
ISL;1978;50,14911;49,8509
ISL;1979;52,477844;47,522156
ISL;1980;55,954315;44,045685
ISL;1981;56,7724;43,227596
ISL;1982;61,470432;38,529564
ISL;1983;62,748474;37,25152
ISL;1984;62,04727;37,952717
ISL;1985;61,471844;38,528164
ISL;1986;62,145615;37,85439
ISL;1987;61,632626;38,36737
ISL;1988;62,10895;37,89104
ISL;1989;60,840477;39,15952
ISL;1990;60,333626;39,666374
ISL;1991;61,54583;38,454163
ISL;1992;60,99951;39,000484
ISL;1993;61,05936;38,94063
ISL;1994;61,05491;38,945084
ISL;1995;61,592953;38,407043
ISL;1996;59,821136;40,178867
ISL;1997;62,260468;37,73954
ISL;1998;64,60303;35,396973
ISL;1999;67,37353;32,626476
ISL;2000;67,80518;32,19482
ISL;2001;69,64024;30,35976
ISL;2002;69,7559;30,244102
ISL;2003;69,68164;30,31836
ISL;2004;68,89618;31,103819
ISL;2005;68,649345;31,350657
ISL;2006;70,91828;29,08172
ISL;2007;74,30169;25,698313
ISL;2008;81,15162;18,848383
ISL;2009;82,5026;17,497393
ISL;2010;83,07628;16,923725
ISL;2011;83,27399;16,723461
ISL;2012;83,54047;16,456352
ISL;2013;83,09186;16,865002
ISL;2014;82,747856;17,171326
ISL;2015;81,80247;17,971697
ISL;2016;79,91398;19,835192
ISL;2017;78,81927;20,917221
ISL;2018;77,96496;21,72905
ISL;2019;80,09719;19,58628
ISL;2020;86,836586;12,804697
ISL;2021;86,874535;
IND;1965;9,149455;90,85055
IND;1966;9,270712;90,729294
IND;1967;10,058605;89,94139
IND;1968;10,8575325;89,142456
IND;1969;10,873967;88,86252
IND;1970;11,78412;87,729866
IND;1971;12,426771;87,22595
IND;1972;11,463117;88,22332
IND;1973;11,957463;87,39298
IND;1974;10,860853;88,57456
IND;1975;12,067704;87,306595
IND;1976;12,036798;87,223915
IND;1977;12,415875;87,096855
IND;1978;14,818278;84,60896
IND;1979;13,540278;85,896835
IND;1980;13,453117;85,97678
IND;1981;12,948172;86,53322
IND;1982;11,035112;88,50685
IND;1983;10,110921;89,26789
IND;1984;10,576085;88,66028
IND;1985;9,670784;89,521835
IND;1986;9,167619;89,99223
IND;1987;8,030696;91,131836
IND;1988;8,2299185;90,89138
IND;1989;8,742304;90,725296
IND;1990;8,542831;90,66847
IND;1991;9,029864;90,33736
IND;1992;8,140623;91,147575
IND;1993;8,035937;91,288704
IND;1994;8,667226;90,82383
IND;1995;7,6867676;91,584045
IND;1996;6,789633;92,4368
IND;1997;6,5708995;92,55029
IND;1998;7,3818183;91,68281
IND;1999;7,1245966;91,85792
IND;2000;6,3762894;92,4237
IND;2001;5,9925246;92,58518
IND;2002;5,731832;92,86599
IND;2003;5,6240616;93,11505
IND;2004;7,460849;91,18719
IND;2005;6,8943167;92,04762
IND;2006;7,7062397;91,30107
IND;2007;7,8556447;91,22504
IND;2008;7,2570653;92,00569
IND;2009;6,4735703;92,77575
IND;2010;6,583671;92,435745
IND;2011;7,501343;91,21605
IND;2012;6,727289;92,03556
IND;2013;7,329665;91,476105
IND;2014;7,344336;91,499596
IND;2015;7,1846457;91,5826
IND;2016;7,0113974;91,826706
IND;2017;7,511875;91,39
IND;2018;7,9128056;91,01658
IND;2019;8,849619;89,94605
IND;2020;9,730037;89,01259
IND;2021;9,31085;89,568596
IDN;1965;6,385928;93,614075
IDN;1966;8,364608;91,63538
IDN;1967;9,505835;90,49417
IDN;1968;11,010139;88,98986
IDN;1969;10,201886;89,79811
IDN;1970;11,570672;88,42934
IDN;1971;4,00115;95,998856
IDN;1972;3,373836;96,62616
IDN;1973;3,7743795;96,22562
IDN;1974;3,9022942;96,09771
IDN;1975;3,3421185;96,657875
IDN;1976;1,86724;98,13276
IDN;1977;2,3478298;97,65217
IDN;1978;1,4906298;98,50937
IDN;1979;1,4562846;98,54372
IDN;1980;1,22723;98,77277
IDN;1981;1,1406815;98,859314
IDN;1982;1,2204516;98,77955
IDN;1983;1,7323705;98,267624
IDN;1984;1,7180939;98,2819
IDN;1985;1,9808587;98,01914
IDN;1986;2,9868257;97,013176
IDN;1987;2,9112306;97,08877
IDN;1988;3,028997;96,971
IDN;1989;3,4081194;96,59188
IDN;1990;3,7318633;96,26814
IDN;1991;3,81247;96,18754
IDN;1992;4,4085426;95,59146
IDN;1993;3,8476534;96,15234
IDN;1994;3,5212233;96,478775
IDN;1995;3,5392697;96,46073
IDN;1996;3,5088153;96,49118
IDN;1997;2,4772785;97,52272
IDN;1998;4,0149045;95,9851
IDN;1999;3,852458;96,14754
IDN;2000;3,7336404;96,266365
IDN;2001;4,1123867;95,88761
IDN;2002;3,6838136;96,31618
IDN;2003;3,2210946;96,77891
IDN;2004;3,4259636;96,574036
IDN;2005;3,5274262;96,47259
IDN;2006;3,2203085;96,77969
IDN;2007;3,370551;96,62944
IDN;2008;3,586532;96,41347
IDN;2009;3,655174;96,344826
IDN;2010;4,326221;95,67378
IDN;2011;3,3885977;96,611404
IDN;2012;3,4713633;96,52864
IDN;2013;4,3306036;95,6694
IDN;2014;4,4786325;95,52136
IDN;2015;3,7929575;96,20704
IDN;2016;5,47902;94,52097
IDN;2017;5,283774;94,716225
IDN;2018;7,393458;92,606544
IDN;2019;7,870309;92,12969
IDN;2020;9,8601465;90,13986
IDN;2021;10,385715;89,61428
IRN;1965;5,225076;94,774925
IRN;1966;5,1514864;94,84852
IRN;1967;5,041223;94,95878
IRN;1968;4,931734;95,06827
IRN;1969;4,8371115;95,162895
IRN;1970;4,4152985;95,584694
IRN;1971;4,3325543;95,66744
IRN;1972;5,0189476;94,98105
IRN;1973;3,5577044;96,44229
IRN;1974;3,4556205;96,54438
IRN;1975;3,1140482;96,88596
IRN;1976;3,0952492;96,90475
IRN;1977;2,8250146;97,17499
IRN;1978;4,5260034;95,47399
IRN;1979;3,6342711;96,36574
IRN;1980;4,064726;95,93528
IRN;1981;4,4219165;95,57808
IRN;1982;4,111237;95,88876
IRN;1983;3,388465;96,611534
IRN;1984;2,9317567;97,068245
IRN;1985;2,7088304;97,29117
IRN;1986;3,4556096;96,544395
IRN;1987;3,5734787;96,42652
IRN;1988;3,6968005;96,3032
IRN;1989;2,7610443;97,23896
IRN;1990;2,6902497;97,30975
IRN;1991;1,8835832;98,11641
IRN;1992;2,7959175;97,20409
IRN;1993;3,4577885;96,542206
IRN;1994;2,0214617;97,978546
IRN;1995;2,326306;97,6737
IRN;1996;2,2645998;97,73539
IRN;1997;1,4810699;98,51893
IRN;1998;1,7921339;98,20788
IRN;1999;1,149869;98,85013
IRN;2000;0,8082891;99,1917
IRN;2001;0,8181908;99,18181
IRN;2002;1,4433478;98,55665
IRN;2003;1,6837654;98,31623
IRN;2004;1,8843323;98,11566
IRN;2005;2,1426387;97,85737
IRN;2006;2,500738;97,49926
IRN;2007;2,2706358;97,72936
IRN;2008;0,92359346;99,0764
IRN;2009;0,81369674;99,1863
IRN;2010;1,1950724;98,804924
IRN;2011;1,189808;98,79901
IRN;2012;1,3722979;98,47849
IRN;2013;1,5257099;98,055214
IRN;2014;1,4402106;98,178734
IRN;2015;1,3088065;98,36392
IRN;2016;1,446506;97,97776
IRN;2017;1,5620874;97,847534
IRN;2018;0,9227302;98,51482
IRN;2019;2,83683;96,66613
IRN;2020;1,9643506;97,55796
IRN;2021;1,2903937;98,44735
IRQ;1965;0,9088937;99,09111
IRQ;1966;1,0816305;98,918365
IRQ;1967;1,2241523;98,77585
IRQ;1968;1,3923404;98,607666
IRQ;1969;1,3289313;98,671074
IRQ;1970;1,3015628;98,69844
IRQ;1971;1,3798673;98,62013
IRQ;1972;1,1780089;98,82199
IRQ;1973;1,7372402;98,262764
IRQ;1974;2,4466267;97,553375
IRQ;1975;2,5798507;97,42014
IRQ;1976;2,0427802;97,957214
IRQ;1977;2,4060905;97,59391
IRQ;1978;3,0567932;96,94321
IRQ;1979;3,5280182;96,47198
IRQ;1980;2,0129209;97,987076
IRQ;1981;1,9036806;98,09632
IRQ;1982;1,8080083;98,19199
IRQ;1983;1,5740337;98,425964
IRQ;1984;1,4442425;98,555756
IRQ;1985;1,2590632;98,74094
IRQ;1986;1,0752139;98,92479
IRQ;1987;3,9494467;96,05055
IRQ;1988;3,4105723;96,589424
IRQ;1989;3,0038674;96,99613
IRQ;1990;5,7843523;94,215645
IRQ;1991;4,2872925;95,7127
IRQ;1992;6,584853;93,41514
IRQ;1993;5,861052;94,138954
IRQ;1994;5,2431145;94,75689
IRQ;1995;5,992914;94,00709
IRQ;1996;5,454255;94,54574
IRQ;1997;4,675355;95,324646
IRQ;1998;5,869804;94,1302
IRQ;1999;4,7001114;95,2999
IRQ;2000;2,9294536;97,07055
IRQ;2001;3,0164843;96,98351
IRQ;2002;3,8850465;96,11495
IRQ;2003;4,5359826;95,46401
IRQ;2004;5,081916;94,918076
IRQ;2005;4,544925;95,45508
IRQ;2006;4,7386;95,261406
IRQ;2007;4,2728944;95,72711
IRQ;2008;2,3818684;97,61813
IRQ;2009;2,3280268;97,67198
IRQ;2010;2,637557;97,362434
IRQ;2011;2,3962152;97,60378
IRQ;2012;2,8232703;97,17673
IRQ;2013;2,676;97,324005
IRQ;2014;1,7387189;98,261284
IRQ;2015;1,610299;98,3897
IRQ;2016;1,8365394;98,16346
IRQ;2017;1,1253452;98,87466
IRQ;2018;0,9119535;99,088036
IRQ;2019;2,2772882;97,72272
IRQ;2020;1,646885;98,35311
IRQ;2021;1,502491;
IRL;1965;4,1168256;95,88317
IRL;1966;3,3116634;96,68834
IRL;1967;2,8878038;97,11218
IRL;1968;2,3684356;97,63156
IRL;1969;1,788348;98,211655
IRL;1970;3,130313;96,86969
IRL;1971;1,7471479;98,25285
IRL;1972;2,440847;97,55915
IRL;1973;2,1648736;97,83514
IRL;1974;2,630475;97,36952
IRL;1975;1,8612478;98,138756
IRL;1976;2,0663717;97,933624
IRL;1977;2,432969;97,567024
IRL;1978;2,1924868;97,80751
IRL;1979;2,3525975;97,647415
IRL;1980;2,4655998;97,53441
IRL;1981;2,5970182;97,40298
IRL;1982;2,4390516;97,56094
IRL;1983;2,4031906;97,59681
IRL;1984;2,1390052;97,861
IRL;1985;2,4875605;97,51243
IRL;1986;2,5271845;97,47281
IRL;1987;1,8662728;98,13372
IRL;1988;2,3837883;97,61621
IRL;1989;1,8510284;98,14897
IRL;1990;1,7610795;98,238914
IRL;1991;1,8195367;98,18046
IRL;1992;1,9909809;98,00902
IRL;1993;1,849106;98,150894
IRL;1994;2,141104;97,8589
IRL;1995;1,630657;98,36934
IRL;1996;1,6184038;98,3816
IRL;1997;1,6524464;98,34754
IRL;1998;2,2163975;97,78361
IRL;1999;2,014281;97,98572
IRL;2000;2,0416548;97,95835
IRL;2001;1,6617;98,3383
IRL;2002;2,22865;97,771355
IRL;2003;1,8775274;98,12247
IRL;2004;2,256778;97,74322
IRL;2005;2,88465;97,11057
IRL;2006;3,701902;96,28984
IRL;2007;4,042659;95,83982
IRL;2008;5,1767683;94,50844
IRL;2009;6,4529405;93,054405
IRL;2010;5,8530927;93,56118
IRL;2011;8,820141;90,557755
IRL;2012;8,679478;90,734505
IRL;2013;9,441345;89,84433
IRL;2014;10,700231;88,49168
IRL;2015;12,265226;86,921455
IRL;2016;11,26935;88,01233
IRL;2017;13,157302;85,82258
IRL;2018;14,717063;84,325
IRL;2019;16,911177;81,92222
IRL;2020;20,549843;78,295456
IRL;2021;17,581884;81,436966
ISR;1965;0;100
ISR;1966;0;100,000015
ISR;1967;0;99,99999
ISR;1968;0;100,000015
ISR;1969;0;100
ISR;1970;0;99,99999
ISR;1971;0;100
ISR;1972;0;99,99999
ISR;1973;0;99,999985
ISR;1974;0;99,999985
ISR;1975;0;100
ISR;1976;0;99,999985
ISR;1977;0;100,000015
ISR;1978;0;100,000015
ISR;1979;0;100
ISR;1980;0;100,000015
ISR;1981;0,006283872;99,99372
ISR;1982;0,005815054;99,99419
ISR;1983;0,00289203;99,9971
ISR;1984;0,00558459;99,99442
ISR;1985;0,006021603;99,99399
ISR;1986;0,017173585;99,98285
ISR;1987;0,026678516;99,97332
ISR;1988;0,024891874;99,97511
ISR;1989;0,007130022;99,99287
ISR;1990;0,006861734;99,99313
ISR;1991;0,013520726;99,98649
ISR;1992;0,055974927;99,944016
ISR;1993;0,046211716;99,9538
ISR;1994;0,03918334;99,960815
ISR;1995;0,03786924;99,96212
ISR;1996;0,035080772;99,96492
ISR;1997;0,03341767;99,96659
ISR;1998;0,031755347;99,96825
ISR;1999;0,040444106;99,95955
ISR;2000;0,040315732;99,95969
ISR;2001;0,025859207;99,974144
ISR;2002;0,040297464;99,909134
ISR;2003;0,052213624;99,89759
ISR;2004;0,046136867;99,90332
