;Code;Year;Renewables (% electricity);Fossil fuels (% electricity)
0;AFG;2000;65,95744;34,042553
1;AFG;2001;84,745766;15,254238
2;AFG;2002;81,159424;18,84058
3;AFG;2003;67,02128;32,97872
4;AFG;2004;62,92135;37,07865
5;AFG;2005;63,440857;36,55914
6;AFG;2006;76,190475;23,809525
7;AFG;2007;78,94737;21,052631
8;AFG;2008;73,9726;26,027397
9;AFG;2009;82,97872;17,021276
10;AFG;2010;79,78723;20,212767
11;AFG;2011;76,92309;23,076923
12;AFG;2012;84,09091;15,909091
13;AFG;2013;80,180176;19,81982
14;AFG;2014;86,2069;13,793104
15;AFG;2015;87,28814;12,711865
16;AFG;2016;87,603294;12,396694
17;AFG;2017;85,826775;14,173228
18;AFG;2018;82,90598;17,094017
19;AFG;2019;83,17757;16,82243
20;AFG;2020;85,0;15,0
21;AFG;2021;84,33735;15,662651
22;Null;1985;19,197454;77,89477
23;Null;1986;19,179012;76,8619
24;Null;1987;17,738724;79,38895
25;Null;1988;18,361074;77,57348
26;Null;1989;18,553274;77,44634
27;Null;1990;18,207285;78,51348
28;Null;1991;18,917315;77,70989
29;Null;1992;17,901201;78,85779
30;Null;1993;16,99157;80,471245
31;Null;1994;16,630821;80,17651
32;Null;1995;16,758926;79,77335
33;Null;1996;16,634296;79,70319
34;Null;1997;16,272135;79,92227
35;Null;1998;16,819448;79,23884
36;Null;1999;17,294086;79,01989
37;Null;2000;18,374432;78,53185
38;Null;2001;19,263138;78,28523
39;Null;2002;18,668484;78,73814
40;Null;2003;17,521225;79,86975
41;Null;2004;17,567488;79,66115
42;Null;2005;17,419956;80,29496
43;Null;2006;17,282114;80,91277
44;Null;2007;16,92582;80,91409
45;Null;2008;17,006596;80,84248
46;Null;2009;17,57653;80,4806
47;Null;2010;17,634817;80,41984
48;Null;2011;17,671211;80,39684
49;Null;2012;17,093758;81,12309
50;Null;2013;17,647554;80,44351
51;Null;2014;18,590454;79,411766
52;Null;2015;18,623781;79,93483
53;Null;2016;18,739191;79,283005
54;Null;2017;19,122046;78,989655
55;Null;2018;20,473812;78,23063
56;Null;2019;21,454725;76,90179
57;Null;2020;22,731155;75,829956
58;Null;2021;22,963007;75,58944
59;Null;1985;19,197454;77,89477
60;Null;1986;19,179014;76,861885
61;Null;1987;17,738724;79,38895
62;Null;1988;18,361078;77,57349
63;Null;1989;18,553274;77,44634
64;Null;1990;18,207285;78,51349
65;Null;1991;18,917315;77,70989
66;Null;1992;17,901201;78,85779
67;Null;1993;16,991568;80,47124
68;Null;1994;16,630821;80,176506
69;Null;1995;16,758926;79,77335
70;Null;1996;16,634296;79,70319
71;Null;1997;16,272135;79,922264
72;Null;1998;16,819447;79,23884
73;Null;1999;17,294086;79,01989
74;Null;2000;17,654526;78,74516
75;Null;2001;18,216648;79,02588
76;Null;2002;18,0019;79,12548
77;Null;2003;16,845776;80,06246
78;Null;2004;16,825418;80,04416
79;Null;2005;16,532818;80,85245
80;Null;2006;16,498604;81,17703
81;Null;2007;16,27717;81,25522
82;Null;2008;16,296865;81,099655
83;Null;2009;16,63348;80,76775
84;Null;2010;16,941187;80,48697
85;Null;2011;17,035778;80,31119
86;Null;2012;16,439018;81,26386
87;Null;2013;16,964638;80,66277
88;Null;2014;17,726316;79,97506
89;Null;2015;17,680172;80,29546
90;Null;2016;17,64968;80,01451
91;Null;2017;18,653673;79,13992
92;Null;2018;19,723248;78,29744
93;Null;2019;20,735146;77,069855
94;Null;2020;22,43074;75,25884
95;Null;2021;22,54922;75,67336
96;Null;2000;18,374432;78,53185
97;Null;2001;19,263138;78,28523
98;Null;2002;18,668484;78,73814
99;Null;2003;17,521227;79,86976
100;Null;2004;17,567488;79,66115
101;Null;2005;17,419956;80,29497
102;Null;2006;17,282114;80,91277
103;Null;2007;16,92582;80,91409
104;Null;2008;17,006596;80,84248
105;Null;2009;17,57653;80,4806
106;Null;2010;17,634817;80,41984
107;Null;2011;17,671211;80,39684
108;Null;2012;17,093758;81,12309
109;Null;2013;17,647552;80,443504
110;Null;2014;18,590456;79,411766
111;Null;2015;18,623781;79,93483
112;Null;2016;18,739191;79,283
113;Null;2017;19,122046;78,989655
114;Null;2018;20,473812;78,23063
115;Null;2019;21,454725;76,90179
116;Null;2020;22,731155;75,829956
117;Null;2021;22,963007;75,589455
118;ALB;1990;86,36364;13,636364
119;ALB;1991;92,1466;7,8534036
120;ALB;1992;95,0;5,0
121;ALB;1993;93,76771;6,2322946
122;ALB;1994;95,68528;4,3147206
123;ALB;1995;93,95973;6,0402694
124;ALB;1996;95,65944;4,3405676
125;ALB;1997;96,17591;3,8240917
126;ALB;1998;96,2818;3,7181995
127;ALB;1999;97,41697;2,5830257
128;ALB;2000;96,22642;3,7735848
129;ALB;2001;95,44236;4,5576406
130;ALB;2002;93,850266;6,1497326
131;ALB;2003;97,8;2,2
132;ALB;2004;97,504456;2,4955437
133;ALB;2005;98,713234;1,2867647
134;ALB;2006;98,36957;1,6304348
135;ALB;2007;97,55245;2,4475524
136;ALB;2008;100,0;0,0
137;ALB;2009;100,0;0,0
138;ALB;2010;100,0;0,0
139;ALB;2011;98,568016;1,4319808
140;ALB;2012;100,0;0,0
141;ALB;2013;100,0;0,0
142;ALB;2014;100,0;0,0
143;ALB;2015;100,0;0,0
144;ALB;2016;100,0;0,0
145;ALB;2017;100,0;0,0
146;ALB;2018;100,0;0,0
147;ALB;2019;100,0;0,0
148;ALB;2020;100,0;0,0
149;DZA;2000;0,20929259;99,79071
150;DZA;2001;0,2796644;99,72033
151;DZA;2002;0,23085803;99,76914
152;DZA;2003;0,93491554;99,06509
153;DZA;2004;0,8506295;99,149376
154;DZA;2005;1,7235976;98,276405
155;DZA;2006;0,6640507;99,335945
156;DZA;2007;0,6289308;99,37106
157;DZA;2008;0,74015325;99,25984
158;DZA;2009;0,8285005;99,1715
159;DZA;2010;0,39534885;99,60465
160;DZA;2011;1,0379905;98,96201
161;DZA;2012;1,1483607;98,85164
162;DZA;2013;0,58604157;99,413956
163;DZA;2014;0,41390726;99,58609
164;DZA;2015;0,34013605;99,65987
165;DZA;2016;0,509287;99,49071
166;DZA;2017;0,8951049;99,1049
167;DZA;2018;1,0816808;98,91832
168;DZA;2019;1,0953188;98,90468
169;DZA;2020;0,9898268;99,01017
170;DZA;2021;1,1735878;98,82641
171;ASM;2000;0,0;100,0
172;ASM;2001;0,0;100,0
173;ASM;2002;0,0;100,0
174;ASM;2003;0,0;99,99999
175;ASM;2004;0,0;99,99999
176;ASM;2005;0,0;99,99999
177;ASM;2006;0,0;99,99999
178;ASM;2007;0,0;99,99999
179;ASM;2008;0,0;100,0
180;ASM;2009;0,0;99,99999
181;ASM;2010;0,0;100,0
182;ASM;2011;0,0;100,0
183;ASM;2012;0,0;100,0
184;ASM;2013;0,0;100,0
185;ASM;2014;0,0;100,0
186;ASM;2015;0,0;100,0
187;ASM;2016;0,0;100,0
188;ASM;2017;0,0;100,0
189;ASM;2018;0,0;100,0
190;ASM;2019;0,0;100,0
191;ASM;2020;0,0;100,0
192;ASM;2021;0,0;100,0
193;AGO;2000;64,28571;35,714287
194;AGO;2001;63,52201;36,477985
195;AGO;2002;66,08187;33,91813
196;AGO;2003;63,40206;36,59794
197;AGO;2004;79,357796;20,6422
198;AGO;2005;80,58608;19,413918
199;AGO;2006;81,48148;18,51852
200;AGO;2007;78,4127;21,587301
201;AGO;2008;76,35468;23,64532
202;AGO;2009;66,52174;33,47826
203;AGO;2010;69,17293;30,827066
204;AGO;2011;71,97106;28,028933
205;AGO;2012;62,023216;37,97678
206;AGO;2013;59,347553;40,652447
207;AGO;2014;66,70282;33,29718
208;AGO;2015;66,70247;33,297527
209;AGO;2016;68,36435;31,63565
210;AGO;2017;72,82099;27,179007
211;AGO;2018;77,72585;22,274143
212;AGO;2019;72,33766;27,66234
213;AGO;2020;73,6747;26,3253
214;AGO;2021;71,81984;28,180159
215;ATG;2000;0,0;100,0
216;ATG;2001;0,0;100,0
217;ATG;2002;0,0;99,99999
218;ATG;2003;0,0;100,0
219;ATG;2004;0,0;100,0
220;ATG;2005;0,0;100,0
221;ATG;2006;0,0;100,0
222;ATG;2007;0,0;100,0
223;ATG;2008;0,0;100,0
224;ATG;2009;0,0;100,0
225;ATG;2010;0,0;100,0
226;ATG;2011;0,0;100,0
227;ATG;2012;0,0;100,0
228;ATG;2013;0,0;100,0
229;ATG;2014;0,0;100,0
230;ATG;2015;3,030303;96,969696
231;ATG;2016;0,0;100,0
232;ATG;2017;3,030303;96,969696
233;ATG;2018;3,030303;96,969696
234;ATG;2019;2,9411764;97,05882
235;ATG;2020;6,060606;93,93939
236;ATG;2021;5,714286;94,28571
237;ARG;1985;45,853027;41,416634
238;ARG;1986;43,15237;45,200127
239;ARG;1987;42,24961;45,344078
240;ARG;1988;29,299515;59,597042
241;ARG;1989;26,135784;63,71119
242;ARG;1990;34,989185;49,90883
243;ARG;1991;29,710293;54,799667
244;ARG;1992;34,389725;52,19789
245;ARG;1993;38,57245;48,272892
246;ARG;1994;41,73245;45,13971
247;ARG;1995;39,635246;49,119106
248;ARG;1996;32,54642;56,028744
249;ARG;1997;38,803555;49,851593
250;ARG;1998;36,01876;53,76609
251;ARG;1999;26,86689;63,990234
252;ARG;2000;33,88856;59,085045
253;ARG;2001;42,82576;49,612675
254;ARG;2002;44,43623;48,92175
255;ARG;2003;39,006126;53,017925
256;ARG;2004;32,42763;59,933117
257;ARG;2005;34,304974;59,379337
258;ARG;2006;34,712746;58,86894
259;ARG;2007;28,128101;65,80965
260;ARG;2008;27,25926;66,77125
261;ARG;2009;29,836628;63,637142
262;ARG;2010;28,761284;65,64694
263;ARG;2011;26,419552;68,782074
264;ARG;2012;24,0345;71,38084
265;ARG;2013;26,475702;69,193565
266;ARG;2014;26,075413;69,934
267;ARG;2015;24,65346;70,52762
268;ARG;2016;22,214266;72,18562
269;ARG;2017;24,103342;71,7327
270;ARG;2018;25,016096;70,32692
271;ARG;2019;26,006308;68,00841
272;ARG;2020;26,714254;66,03216
273;ARG;2021;25,347696;67,71885
274;ARM;2000;22,241993;45,017796
275;ARM;2001;17,235188;47,0377
276;ARM;2002;31,477926;28,40691
277;ARM;2003;37,61996;27,447216
278;ARM;2004;33,559322;29,152542
279;ARM;2005;29,313234;28,81072
280;ARM;2006;32,206406;24,733097
281;ARM;2007;32,7957;25,089605
282;ARM;2008;32,541134;25,959782
283;ARM;2009;37,24395;20,111734
284;ARM;2010;41,100327;21,844662
285;ARM;2011;34,794907;31,82461
286;ARM;2012;30,22339;41,918526
287;ARM;2013;29,452057;40,82192
288;ARM;2014;26,875853;42,155525
289;ARM;2015;29,539295;35,636856
290;ARM;2016;33,52518;34,96403
291;ARM;2017;30,570652;36,68478
292;ARM;2018;31,300812;42,95393
293;ARM;2019;33,0137;39,17808
294;ARM;2020;25,771812;40,0
295;ARM;2021;31,284153;43,442623
296;ABW;2000;0,0;100,0
297;ABW;2001;0,0;100,0
298;ABW;2002;0,0;100,0
299;ABW;2003;0,0;100,0
300;ABW;2004;0,0;100,0
301;ABW;2005;0,0;100,0
302;ABW;2006;0,0;100,0
303;ABW;2007;0,0;100,0
304;ABW;2008;0,0;100,0
305;ABW;2009;3,3333335;96,66667
306;ABW;2010;12,35955;87,64045
307;ABW;2011;12,5;87,5
308;ABW;2012;16,091953;83,90804
309;ABW;2013;16,853933;83,14607
310;ABW;2014;17,977528;82,02248
311;ABW;2015;19,35484;80,64516
312;ABW;2016;15,555556;84,44445
313;ABW;2017;15,053763;84,946236
314;ABW;2018;16,483517;83,51648
315;ABW;2019;16,304348;83,69565
316;ABW;2020;17,045456;82,954544
317;ABW;2021;16,129034;83,870964
318;Null;1985;18,021776;72,9084
319;Null;1986;17,217163;73,56317
320;Null;1987;16,428139;73,24659
321;Null;1988;17,556263;73,47848
322;Null;1989;16,813385;74,37153
323;Null;1990;16,312374;74,77498
324;Null;1991;15,670186;75,107574
325;Null;1992;14,945118;76,08895
326;Null;1993;15,742844;74,40906
327;Null;1994;14,605704;75,508415
328;Null;1995;14,895889;74,57154
329;Null;1996;14,109113;75,277306
330;Null;1997;13,528753;75,75063
331;Null;1998;13,913553;75,1535
332;Null;1999;13,041746;76,47521
333;Null;2000;13,29965;76,291695
334;Null;2001;13,711943;76,260254
335;Null;2002;13,305848;77,380615
336;Null;2003;12,906311;78,89773
337;Null;2004;13,81895;77,80781
338;Null;2005;13,493234;78,30602
339;Null;2006;13,684091;78,514565
340;Null;2007;13,271046;79,840065
341;Null;2008;14,764971;78,75407
342;Null;2009;14,237518;79,241325
343;Null;2010;14,998569;78,8039
344;Null;2011;14,592348;80,616776
345;Null;2012;16,109682;80,58098
346;Null;2013;16,681847;80,17879
347;Null;2014;17,621546;79,14621
348;Null;2015;18,716984;77,69431
349;Null;2016;19,39271;76,775345
350;Null;2017;20,155329;76,00022
351;Null;2018;20,771847;75,16268
352;Null;2019;22,13152;73,27947
353;Null;2020;23,373877;72,02193
354;Null;2021;23,770035;71,5901
355;Null;2000;14,279779;73,78331
356;Null;2001;14,937115;73,57038
357;Null;2002;14,231565;75,09758
358;Null;2003;13,741961;76,87986
359;Null;2004;14,540782;75,91847
360;Null;2005;14,2457695;76,39654
361;Null;2006;14,400482;76,70855
362;Null;2007;14,122248;78,052605
363;Null;2008;16,084023;76,54854
364;Null;2009;15,497717;77,081764
365;Null;2010;16,089764;76,87816
366;Null;2011;15,591026;79,000534
367;Null;2012;17,232782;79,0459
368;Null;2013;17,799364;78,71166
369;Null;2014;19,117596;77,2817
370;Null;2015;20,174402;75,79989
371;Null;2016;20,828592;74,90685
372;Null;2017;21,758593;73,96334
373;Null;2018;22,306618;73,194016
374;Null;2019;23,284483;71,63319
375;Null;2020;24,757076;70,1573
376;Null;2021;25,374723;69,484795
377;Null;1985;19,79031;67,422356
378;Null;1986;19,28582;67,546936
379;Null;1987;17,714008;68,03419
380;Null;1988;18,171684;69,3218
381;Null;1989;18,117981;69,610725
382;Null;1990;17,083284;70,739395
383;Null;1991;16,452162;71,3411
384;Null;1992;15,28392;72,85462
385;Null;1993;15,889174;71,502335
386;Null;1994;14,814617;72,86944
387;Null;1995;15,188278;72,09528
388;Null;1996;14,1712;73,13037
389;Null;1997;13,694318;73,375694
390;Null;1998;14,187581;72,75085
391;Null;1999;13,470428;73,90618
392;Null;2000;13,290402;74,463196
393;Null;2001;13,848089;74,29152
394;Null;2002;13,250928;75,30352
395;Null;2003;12,754509;77,67035
396;Null;2004;13,7065;76,398575
397;Null;2005;13,436297;76,98964
398;Null;2006;13,743126;77,1675
399;Null;2007;13,557073;78,39179
400;Null;2008;15,290678;77,23329
401;Null;2009;14,792569;77,63144
402;Null;2010;15,5692215;76,87653
403;Null;2011;15,241641;78,834435
404;Null;2012;16,65729;79,200005
405;Null;2013;17,534136;78,52838
406;Null;2014;18,861;77,115616
407;Null;2015;19,888912;75,663216
408;Null;2016;20,574503;74,15608
409;Null;2017;21,415321;73,33755
410;Null;2018;22,087147;72,47977
411;Null;2019;23,091784;70,8768
412;Null;2020;24,607698;69,37141
413;Null;2021;25,308233;68,49351
414;AUS;1985;11,640788;85,33957
415;AUS;1986;11,183614;85,03401
416;AUS;1987;10,369839;86,246735
417;AUS;1988;10,507794;85,901215
418;AUS;1989;9,947415;86,97708
419;AUS;1990;9,9702215;89,5595
420;AUS;1991;10,368504;89,45298
421;AUS;1992;10,299597;89,440796
422;AUS;1993;10,323705;89,425964
423;AUS;1994;9,914866;89,912346
424;AUS;1995;9,407731;90,39024
425;AUS;1996;9,408696;90,41199
426;AUS;1997;8,989149;90,83093
427;AUS;1998;8,488753;91,335785
428;AUS;1999;8,457535;91,36847
429;AUS;2000;8,634437;91,36556
430;AUS;2001;8,218014;91,78199
431;AUS;2002;8,0833025;91,916695
432;AUS;2003;8,659832;91,340164
433;AUS;2004;8,701304;91,29869
434;AUS;2005;9,156236;90,843765
435;AUS;2006;9,63576;90,364235
436;AUS;2007;9,119031;90,88097
437;AUS;2008;8,05489;91,94511
438;AUS;2009;7,804379;92,19562
439;AUS;2010;9,044215;90,95578
440;AUS;2011;11,3454275;88,65457
441;AUS;2012;11,410575;88,589424
442;AUS;2013;14,870858;85,12914
443;AUS;2014;14,96213;85,03787
444;AUS;2015;14,3476;85,652405
445;AUS;2016;15,609379;84,39062
446;AUS;2017;16,313873;83,68613
447;AUS;2018;17,145937;82,85406
448;AUS;2019;21,37597;78,62403
449;AUS;2020;25,503168;74,49683
450;AUS;2021;29,134624;70,86538
451;AUT;1990;66,206894;33,793102
452;AUT;1991;65,065765;34,934235
453;AUT;1992;72,392395;27,607607
454;AUT;1993;74,07047;25,929531
455;AUT;1994;70,81174;29,188257
456;AUT;1995;70,51468;29,485321
457;AUT;1996;66,809784;33,19022
458;AUT;1997;67,92385;32,07615
459;AUT;1998;69,79614;30,203863
460;AUT;1999;70,677574;29,322432
461;AUT;2000;72,58146;27,418547
462;AUT;2001;69,17786;30,822142
463;AUT;2002;69,03938;30,960623
464;AUT;2003;60,695835;39,30417
465;AUT;2004;63,975456;36,024544
466;AUT;2005;63,389675;36,61033
467;AUT;2006;65,285805;34,714195
468;AUT;2007;68,62184;31,378159
469;AUT;2008;69,03876;30,961239
470;AUT;2009;71,161385;28,838614
471;AUT;2010;66,24944;33,75055
472;AUT;2011;65,70832;34,29168
473;AUT;2012;74,71616;25,283846
474;AUT;2013;78,185486;21,814524
475;AUT;2014;81,46706;18,532944
476;AUT;2015;76,94422;23,05578
477;AUT;2016;78,28352;21,716475
478;AUT;2017;75,719376;24,280632
479;AUT;2018;76,96802;23,03198
480;AUT;2019;77,109795;22,890203
481;AUT;2020;80,098274;19,90172
482;AUT;2021;78,790146;21,20986
483;AUT;2022;76,2869;23,713093
484;AZE;2000;8,611898;91,3881
485;AZE;2001;7,206704;92,7933
486;AZE;2002;10,828371;89,17162
487;AZE;2003;12,121213;87,87879
488;AZE;2004;13,323572;86,67643
489;AZE;2005;14,8258705;85,17413
490;AZE;2006;11,155914;88,844086
491;AZE;2007;11,331718;88,66828
492;AZE;2008;10,806846;89,19315
493;AZE;2009;12,821948;87,17805
494;AZE;2010;19,211267;80,788734
495;AZE;2011;13,787722;86,21228
496;AZE;2012;8,29493;91,70506
497;AZE;2013;6,672719;93,32728
498;AZE;2014;5,5317326;94,46827
499;AZE;2015;6,9587626;93,04124
500;AZE;2016;8,485363;91,51464
501;AZE;2017;7,7961674;92,203835
502;AZE;2018;7,850546;92,14945
503;AZE;2019;6,869919;93,13008
504;AZE;2020;5,0041018;94,9959
505;AZE;2021;5,4012933;94,5987
506;BHS;2000;0,0;100,0
507;BHS;2001;0,0;100,0
508;BHS;2002;0,0;100,0
509;BHS;2003;0,0;100,0
510;BHS;2004;0,0;100,0
511;BHS;2005;0,0;100,0
512;BHS;2006;0,0;100,0
513;BHS;2007;0,0;100,0
514;BHS;2008;0,0;100,0
515;BHS;2009;0,0;100,0
516;BHS;2010;0,0;100,0
517;BHS;2011;0,0;100,0
518;BHS;2012;0,0;100,0
519;BHS;2013;0,0;100,0
520;BHS;2014;0,0;100,0
521;BHS;2015;0,0;100,0
522;BHS;2016;0,0;100,0
523;BHS;2017;0,0;100,0
524;BHS;2018;0,0;100,0
525;BHS;2019;0,0;100,0
526;BHS;2020;0,0;100,0
527;BHS;2021;0,0;100,0
528;BHR;2000;0,0;100,0
529;BHR;2001;0,0;100,0
530;BHR;2002;0,0;100,0
531;BHR;2003;0,0;100,0
532;BHR;2004;0,0;100,0
533;BHR;2005;0,0;100,0
534;BHR;2006;0,0;100,0
535;BHR;2007;0,0;100,0
536;BHR;2008;0,0;100,0
537;BHR;2009;0,0;100,00001
538;BHR;2010;0,0;100,0
539;BHR;2011;0,0;100,0
540;BHR;2012;0,0;99,99999
541;BHR;2013;0,0;100,0
542;BHR;2014;0,03901678;99,96098
543;BHR;2015;0,03732736;99,96267
544;BHR;2016;0,037299518;99,9627
545;BHR;2017;0,036390103;99,96361
546;BHR;2018;0,03599712;99,964
547;BHR;2019;0,031806614;99,96819
548;BHR;2020;0,03348962;99,96651
549;BHR;2021;0,031486146;99,96851
550;BGD;2000;6,3214526;93,67855
551;BGD;2001;5,9792557;94,020744
552;BGD;2002;5,9659085;94,03408
553;BGD;2003;6,0247445;93,97525
554;BGD;2004;5,2020636;94,797935
555;BGD;2005;5,033425;94,966576
556;BGD;2006;4,7521367;95,24786
557;BGD;2007;2,6018488;97,398155
558;BGD;2008;2,970297;97,0297
559;BGD;2009;1,3401768;98,65982
560;BGD;2010;2,182385;97,81762
561;BGD;2011;2,3763802;97,62361
562;BGD;2012;2,0292385;97,97076
563;BGD;2013;2,1791284;97,82087
564;BGD;2014;1,5405097;98,45949
565;BGD;2015;1,4928058;98,507195
566;BGD;2016;1,9586676;98,041336
567;BGD;2017;1,9155419;98,08444
568;BGD;2018;1,8926592;98,10734
569;BGD;2019;1,4337819;98,56622
570;BGD;2020;1,7298295;98,270164
571;BGD;2021;1,7252079;98,274796
572;BRB;2000;0,0;100,0
573;BRB;2001;0,0;100,0
574;BRB;2002;0,0;100,0
575;BRB;2003;0,0;100,0
576;BRB;2004;0,0;100,0
577;BRB;2005;0,0;100,0
578;BRB;2006;0,0;100,0
579;BRB;2007;0,0;100,0
580;BRB;2008;0,0;100,0
581;BRB;2009;0,0;100,0
582;BRB;2010;0,0;100,0
583;BRB;2011;0,0;100,0
584;BRB;2012;0,0;100,0
585;BRB;2013;0,0;100,0
586;BRB;2014;1,0309278;98,96907
587;BRB;2015;1,0204082;98,97959
588;BRB;2016;2,0;98,0
589;BRB;2017;2,970297;97,0297
590;BRB;2018;3,0;97,0
591;BRB;2019;3,9215686;96,07843
592;BRB;2020;7,0;93,0
593;BRB;2021;7,476635;92,52336
594;BLR;2000;0,12224939;99,87775
595;BLR;2001;0,12733448;99,872665
596;BLR;2002;0,120627254;99,87937
597;BLR;2003;0,11985617;99,88014
598;BLR;2004;0,10224949;99,89775
599;BLR;2005;0,13740982;99,86259
600;BLR;2006;0,20100503;99,798996
601;BLR;2007;0,23427042;99,76573
602;BLR;2008;0,3342449;99,66576
603;BLR;2009;0,3511236;99,64888
604;BLR;2010;0,36585367;99,63415
605;BLR;2011;0,3966942;99,6033
606;BLR;2012;0,51849294;99,48151
607;BLR;2013;0,97939885;99,0206
608;BLR;2014;0,8274594;99,17254
609;BLR;2015;0,8744534;99,12554
610;BLR;2016;1,2674271;98,732574
611;BLR;2017;2,2804313;97,71957
612;BLR;2018;2,2088902;97,791115
613;BLR;2019;2,4681528;97,531845
614;BLR;2020;3,5349352;95,5261
615;BLR;2021;2,9860954;83,838615
616;BEL;1990;0,7966994;38,426517
617;BEL;1991;0,75853354;39,03638
618;BEL;1992;0,8681042;38,280594
619;BEL;1993;0,7277397;39,44064
620;BEL;1994;0,85506034;42,206337
621;BEL;1995;0,9113166;42,831886
622;BEL;1996;0,7452755;41,57573
623;BEL;1997;0,7704161;38,353878
624;BEL;1998;0,9258132;42,83104
625;BEL;1999;1,0195514;40,18232
626;BEL;2000;1,2682691;40,560455
627;BEL;2001;1,3735217;39,679512
628;BEL;2002;1,4084506;40,079067
629;BEL;2003;1,435922;41,869095
630;BEL;2004;1,8089726;41,136036
631;BEL;2005;2,5089178;40,891796
632;BEL;2006;3,5632598;40,27928
633;BEL;2007;4,0318856;40,24954
634;BEL;2008;5,3375196;39,632896
635;BEL;2009;6,0778413;41,26241
636;BEL;2010;7,042102;41,337353
637;BEL;2011;9,331837;36,507576
638;BEL;2012;12,908377;37,607468
639;BEL;2013;14,329417;33,492413
640;BEL;2014;17,211727;35,283337
641;BEL;2015;21,212564;40,472694
642;BEL;2016;16,972368;31,193426
643;BEL;2017;18,603556;31,673143
644;BEL;2018;23,35419;37,744835
645;BEL;2019;21,091972;31,76254
646;BEL;2020;26,692457;34,133575
647;BEL;2021;22,95264;26,224377
648;BEL;2022;25,449354;27,891731
649;BLZ;2000;58,82353;41,17647
650;BLZ;2001;66,666664;33,333332
651;BLZ;2002;66,666664;33,333332
652;BLZ;2003;41,17647;58,82353
653;BLZ;2004;43,75;56,25
654;BLZ;2005;47,058823;52,941177
655;BLZ;2006;82,608696;17,391304
656;BLZ;2007;79,16667;20,833334
657;BLZ;2008;90,90909;9,090909
658;BLZ;2009;80,76923;19,23077
659;BLZ;2010;65,30612;34,69388
660;BLZ;2011;69,76745;30,232557
661;BLZ;2012;59,574467;40,425533
662;BLZ;2013;68,88889;31,111113
663;BLZ;2014;64,70589;35,294117
664;BLZ;2015;59,25926;40,740738
665;BLZ;2016;67,92453;32,075474
666;BLZ;2017;62,666668;37,333332
667;BLZ;2018;60,256413;39,74359
668;BLZ;2019;55,172413;44,827587
669;BLZ;2020;41,935482;58,064514
670;BLZ;2021;40,625;59,375
671;BEN;2000;0,0;100,0
672;BEN;2001;0,0;100,0
673;BEN;2002;0,0;100,0
674;BEN;2003;0,0;100,0
675;BEN;2004;0,0;100,0
676;BEN;2005;0,0;100,0
677;BEN;2006;0,0;100,0
678;BEN;2007;0,0;100,0
679;BEN;2008;0,0;100,0
680;BEN;2009;0,0;100,0
681;BEN;2010;0,0;100,0
682;BEN;2011;0,0;99,99999
683;BEN;2012;0,0;100,0
684;BEN;2013;0,0;99,99999
685;BEN;2014;0,0;100,0
686;BEN;2015;0,0;100,0
687;BEN;2016;0,0;100,0
688;BEN;2017;0,0;100,0
689;BEN;2018;0,0;100,0
690;BEN;2019;5,0;95,0
691;BEN;2020;4,347826;95,652176
692;BEN;2021;4,166667;95,833336
693;BTN;2000;100,0;0,0
694;BTN;2001;100,0;0,0
695;BTN;2002;100,0;0,0
696;BTN;2003;100,0;0,0
697;BTN;2004;100,0;0,0
698;BTN;2005;100,00001;0,0
699;BTN;2006;100,0;0,0
700;BTN;2007;100,0;0,0
701;BTN;2008;100,0;0,0
702;BTN;2009;100,0;0,0
703;BTN;2010;100,0;0,0
704;BTN;2011;100,0;0,0
705;BTN;2012;100,0;0,0
706;BTN;2013;100,0;0,0
707;BTN;2014;100,0;0,0
708;BTN;2015;100,0;0,0
709;BTN;2016;100,0;0,0
710;BTN;2017;100,0;0,0
711;BTN;2018;100,0;0,0
712;BTN;2019;100,0;0,0
713;BTN;2020;100,0;0,0
714;BTN;2021;100,0;0,0
715;BOL;2000;55,43766;44,562336
716;BOL;2001;58,290157;41,709846
717;BOL;2002;57,53086;42,469135
718;BOL;2003;51,19618;48,80383
719;BOL;2004;59,725403;40,2746
720;BOL;2005;53,94456;46,05544
721;BOL;2006;54,42043;45,579567
722;BOL;2007;59,782608;40,217392
723;BOL;2008;59,285717;40,714287
724;BOL;2009;57,627117;42,37288
725;BOL;2010;54,192547;45,807453
726;BOL;2011;54,294033;45,705967
727;BOL;2012;43,85246;56,14754
728;BOL;2013;43,586388;56,413612
729;BOL;2014;42,156864;57,843136
730;BOL;2015;43,50348;56,49652
731;BOL;2016;37,471786;62,528217
732;BOL;2017;41,439476;58,560524
733;BOL;2018;46,60297;53,39703
734;BOL;2019;40,080162;59,91984
735;BOL;2020;39,713406;60,28659
736;BOL;2021;41,737488;58,262512
737;BIH;2000;50,149254;49,85075
738;BIH;2001;50,0;50,0
739;BIH;2002;50,144093;49,855907
740;BIH;2003;41,219963;58,780037
741;BIH;2004;48,287113;51,712887
742;BIH;2005;48,88889;51,111115
743;BIH;2006;45,3125;54,6875
744;BIH;2007;35,106384;64,893616
745;BIH;2008;33,99154;66,00845
746;BIH;2009;41,090427;58,90957
747;BIH;2010;48,18182;51,81818
748;BIH;2011;29,766804;70,2332
749;BIH;2012;31,026787;68,97322
750;BIH;2013;42,720764;57,27924
751;BIH;2014;38,0;61,999996
752;BIH;2015;36,740147;63,259853
753;BIH;2016;33,07828;66,92172
