Code,Year,Fossil fuels per capita (kWh),Renewables per capita (kWh - equivalent),Primary energy consumption per capita (kWh/person)
OMN,1988,21182.883,0.0,21182.883
OMN,1989,22767.438,0.0,22767.44
OMN,1990,27078.545,0.0,27078.545
OMN,1991,34227.78,0.0,34227.78
OMN,1992,31477.85,0.0,31477.85
OMN,1993,28881.102,0.0,28881.104
OMN,1994,26639.703,0.0,26639.703
OMN,1995,30331.033,0.0,30331.03
OMN,1996,30671.768,0.0,30671.77
OMN,1997,31044.229,0.0,31044.229
OMN,1998,31427.941,0.0,31427.941
OMN,1999,35666.03,0.0,35666.03
OMN,2000,48885.07,0.0,48885.062
OMN,2001,53264.887,0.0,53264.89
OMN,2002,57265.105,0.0,57265.105
OMN,2003,58636.203,0.0,58636.203
OMN,2004,53741.766,0.0,53741.77
OMN,2005,63345.375,0.0,63345.383
OMN,2006,67977.3,0.0,67977.3
OMN,2007,66546.55,0.0,66546.555
OMN,2008,76941.83,0.0,76941.836
OMN,2009,75053.03,0.0,75053.03
OMN,2010,83517.05,0.0,83517.05
OMN,2011,81618.13,0.0,81618.13
OMN,2012,80657.055,0.0,80657.055
OMN,2013,83542.555,0.8588016,83543.42
OMN,2014,79187.34,0.81062096,79188.164
OMN,2015,80050.836,2.3789923,80053.21
OMN,2016,76449.484,2.5516183,76452.04
OMN,2017,79524.9,9.117362,79534.016
OMN,2018,82758.32,9.034617,82767.35
OMN,2019,82239.17,14.465869,82253.63
OMN,2020,81448.99,182.85756,81631.85
PAK,1965,1460.7875,125.28261,1586.0701
PAK,1966,1435.0881,122.08506,1557.1732
PAK,1967,1538.0332,140.89604,1678.9293
PAK,1968,1690.4989,164.85115,1855.35
PAK,1969,1644.8536,169.25146,1814.1052
PAK,1970,1590.692,145.68898,1736.3807
PAK,1971,1393.2681,185.24986,1580.7838
PAK,1972,1233.1644,189.82457,1432.2173
PAK,1973,1276.4656,194.74425,1487.9857
PAK,1974,1353.538,190.24573,1566.5326
PAK,1975,1358.7776,212.5365,1596.7157
PAK,1976,1328.1552,223.84648,1572.8926
PAK,1977,1379.535,257.7509,1650.0942
PAK,1978,1395.241,309.97525,1711.5878
PAK,1979,1476.9795,323.80197,1802.7255
PAK,1980,1590.629,325.95712,1919.3859
PAK,1981,1643.0428,325.6554,1974.3529
PAK,1982,1731.0394,351.5951,2089.2024
PAK,1983,1752.3835,392.7019,2153.6218
PAK,1984,1803.9174,394.39062,2208.313
PAK,1985,1838.4027,396.5314,2246.2964
PAK,1986,1917.3563,365.9958,2298.183
PAK,1987,2015.3638,464.4304,2488.094
PAK,1988,2077.031,470.10822,2552.25
PAK,1989,2152.1047,461.89383,2617.0308
PAK,1990,2198.9111,437.7399,2646.9731
PAK,1991,2252.0007,453.5334,2715.5283
PAK,1992,2283.8345,481.93118,2778.575
PAK,1993,2471.6145,516.5975,2997.4011
PAK,1994,2507.3228,492.51218,3012.7393
PAK,1995,2568.6948,505.28003,3085.091
PAK,1996,2646.364,534.30475,3187.431
PAK,1997,2597.1726,385.94934,2992.1724
PAK,1998,2622.054,490.0226,3119.7485
PAK,1999,2738.29,424.795,3164.5933
PAK,2000,2760.8545,355.49576,3133.7341
PAK,2001,2717.9639,354.99585,3109.8933
PAK,2002,2732.6267,383.81522,3148.9678
PAK,2003,2876.176,447.39148,3355.3328
PAK,2004,3149.1755,462.83102,3651.1396
PAK,2005,3163.3792,504.1274,3707.498
PAK,2006,3303.9797,483.383,3826.2024
PAK,2007,3454.9773,492.38016,3981.9292
PAK,2008,3476.8572,413.20926,3915.4011
PAK,2009,3421.3796,422.3233,3879.5596
PAK,2010,3348.9211,425.68942,3809.4282
PAK,2011,3249.482,425.3388,3727.3542
PAK,2012,3219.455,146.87656,3401.6624
PAK,2013,3184.874,421.84018,3661.0076
PAK,2014,3239.3044,428.34998,3725.9507
PAK,2015,3382.3171,432.14243,3867.1929
PAK,2016,3641.151,461.96805,4166.764
PAK,2017,3835.8975,421.13412,4352.83
PAK,2018,3898.287,416.3443,4421.49
PAK,2019,3815.4429,485.207,4404.6714
PAK,2020,3675.3447,516.6553,4297.9307
PAK,2021,3965.8179,491.80243,4629.6455
PER,1965,4136.0537,658.833,4794.886
PER,1966,4973.01,689.26587,5662.276
PER,1967,4852.8403,750.52264,5603.364
PER,1968,4764.581,782.80505,5547.386
PER,1969,4605.5933,828.2151,5433.808
PER,1970,4688.725,770.9502,5459.6753
PER,1971,4612.7334,963.0761,5575.81
PER,1972,3900.5686,968.2655,4868.834
PER,1973,4431.003,1010.9917,5441.9946
PER,1974,5062.2397,1080.7322,6142.973
PER,1975,5067.4146,1101.8998,6169.315
PER,1976,4985.2437,1131.7458,6116.9893
PER,1977,4859.3774,1145.6897,6005.0674
PER,1978,4685.5693,1141.6908,5827.2607
PER,1979,4722.984,1192.3794,5915.3633
PER,1980,4959.5947,1200.5114,6160.1055
PER,1981,4982.9546,1332.0449,6315.0
PER,1982,4785.772,1377.4025,6163.1743
PER,1983,4025.587,1297.8861,5323.4727
PER,1984,4121.752,1357.8997,5479.6514
PER,1985,3881.7083,1432.2432,5313.9517
PER,1986,4060.3853,1496.3501,5556.7354
PER,1987,4260.3955,1577.0739,5837.469
PER,1988,4090.2878,1478.2031,5568.491
PER,1989,3549.6072,1458.1718,5007.779
PER,1990,3425.6372,1419.8162,4845.4536
PER,1991,3186.7466,1523.5477,4710.2944
PER,1992,3233.1172,1261.5315,4494.649
PER,1993,3305.1296,1498.5809,4803.711
PER,1994,3536.9636,1587.4663,5124.43
PER,1995,3892.6042,1583.2771,5475.8813
PER,1996,3958.477,1599.3806,5557.858
PER,1997,3943.7273,1559.941,5503.6685
PER,1998,3832.062,1597.1155,5429.1777
PER,1999,3841.7615,1654.788,5496.5493
PER,2000,3767.3074,1813.5548,5580.862
PER,2001,3511.5469,1934.9463,5446.493
PER,2002,3556.3606,1948.2083,5510.8926
PER,2003,3403.6687,1968.5947,5378.6387
PER,2004,3827.9924,1828.1287,5660.2783
PER,2005,3995.7224,1868.3848,5866.8804
PER,2006,3835.44,2003.7296,5871.2104
PER,2007,4364.8555,1979.3842,6376.96
PER,2008,4869.1826,1910.366,6817.488
PER,2009,4911.0767,1966.8625,6941.7812
PER,2010,5788.6597,1977.7184,7843.8423
PER,2011,6411.541,2090.636,8584.256
PER,2012,6543.395,2107.9082,8778.908
PER,2013,6606.511,2145.047,8887.071
PER,2014,6728.9707,2158.8494,9017.481
PER,2015,6957.7715,2243.5835,9338.733
PER,2016,7467.0425,2219.854,9832.51
PER,2017,7206.8545,2610.2507,9973.517
PER,2018,7400.802,2762.8606,10310.951
PER,2019,7498.826,2770.536,10407.2
PER,2020,5878.227,2664.5195,8666.73
PER,2021,7010.371,2741.8745,9883.832
PHL,1965,1530.3029,139.71219,1670.0151
PHL,1966,1622.7786,133.3528,1756.1312
PHL,1967,1776.9843,143.50644,1920.4906
PHL,1968,1969.0333,143.08693,2112.12
PHL,1969,2057.4595,147.13138,2204.591
PHL,1970,2278.7053,165.63934,2444.3447
PHL,1971,2575.5974,148.76631,2724.3638
PHL,1972,2464.1768,165.58397,2629.761
PHL,1973,2819.7185,173.73291,2993.4514
PHL,1974,2576.1619,146.5337,2722.6956
PHL,1975,2718.829,158.47081,2877.2998
PHL,1976,2726.2617,190.10706,2916.369
PHL,1977,2920.7363,140.07608,3060.8125
PHL,1978,2926.1843,181.3132,3107.4978
PHL,1979,2933.391,218.99223,3152.3833
PHL,1980,2686.3594,334.92273,3021.2825
PHL,1981,2487.176,447.61758,2934.7937
PHL,1982,2342.7537,439.10464,2781.8584
PHL,1983,2436.9165,498.6426,2935.5593
PHL,1984,2030.37,581.2398,2611.61
PHL,1985,1850.4216,613.5869,2464.0085
PHL,1986,1839.4792,605.2378,2444.7173
PHL,1987,2069.8123,514.5044,2584.3164
PHL,1988,2215.2805,569.7533,2785.0337
PHL,1989,2353.5186,590.3139,2943.8325
PHL,1990,2420.176,565.4332,2985.6091
PHL,1991,2320.1326,500.5115,2820.644
PHL,1992,2737.9934,454.00168,3191.9949
PHL,1993,2756.667,468.4064,3225.0732
PHL,1994,2825.9863,521.3129,3347.2993
PHL,1995,3123.6558,517.4854,3641.1414
PHL,1996,3268.0356,554.3445,3822.3804
PHL,1997,3481.1436,529.176,4010.3196
PHL,1998,3433.1833,540.6454,3973.8286
PHL,1999,3263.7104,698.283,3961.9932
PHL,2000,3147.5044,718.9813,3866.4856
PHL,2001,3095.761,631.79016,3727.5513
PHL,2002,3021.862,605.47394,3627.336
PHL,2003,3077.216,604.7393,3681.9556
PHL,2004,3101.8071,628.6899,3730.497
PHL,2005,3048.4211,594.4535,3643.0625
PHL,2006,2822.2722,648.5854,3471.1626
PHL,2007,2954.6604,581.69775,3540.4385
PHL,2008,2962.8208,621.88495,3591.9368
PHL,2009,2942.9373,594.1849,3562.324
PHL,2010,3065.504,511.07483,3602.3835
PHL,2011,3027.5117,557.2681,3611.0513
PHL,2012,3059.6895,569.9522,3663.483
PHL,2013,3285.52,534.4544,3859.6746
PHL,2014,3430.9045,519.4415,3992.9048
PHL,2015,3718.7356,538.0407,4304.071
PHL,2016,4014.6191,553.19415,4619.2705
PHL,2017,4354.5073,572.85364,4979.565
PHL,2018,4415.8086,563.7187,5032.3516
PHL,2019,4521.0796,521.3628,5097.7817
PHL,2020,3997.285,502.03165,4545.4404
PHL,2021,4212.306,521.63635,4784.9395
POL,1965,24766.8,87.51128,24854.314
POL,1966,25024.969,87.94734,25112.914
POL,1967,25540.846,93.5056,25634.352
POL,1968,27274.523,97.50507,27372.03
POL,1969,28931.9,82.552284,29014.455
POL,1970,30246.518,167.01587,30413.533
POL,1971,31004.541,151.69109,31156.232
POL,1972,32440.979,152.66843,32593.646
POL,1973,32763.639,150.80362,32914.445
POL,1974,33480.51,209.2071,33689.72
POL,1975,35802.94,193.45158,35996.395
POL,1976,37396.56,159.17224,37555.727
POL,1977,38591.48,191.91144,38783.395
POL,1978,40170.027,189.42677,40359.46
POL,1979,40415.152,173.62015,40588.773
POL,1980,41887.17,217.83002,42105.008
POL,1981,37412.926,200.2111,37613.137
POL,1982,37791.887,149.80771,37941.69
POL,1983,37586.496,167.19159,37753.69
POL,1984,38741.465,142.76688,38884.234
POL,1985,39261.2,181.38248,39442.586
POL,1986,40121.08,153.72859,40274.805
POL,1987,41193.23,146.79967,41340.03
POL,1988,40233.258,148.15234,40381.41
POL,1989,38599.75,134.07286,38733.824
POL,1990,31682.328,114.690926,31797.018
POL,1991,30908.197,117.34267,31025.543
POL,1992,29477.613,125.75765,29603.373
POL,1993,29417.365,119.906265,29537.271
POL,1994,28088.07,137.7772,28225.85
POL,1995,28720.547,150.94693,28871.494
POL,1996,30150.334,159.74698,30310.086
POL,1997,29851.887,165.22646,30017.113
POL,1998,28573.68,196.5036,28770.186
POL,1999,28046.484,182.51205,28228.996
POL,2000,26245.729,180.43831,26426.166
POL,2001,25920.68,214.38725,26135.066
POL,2002,25652.027,211.99687,25864.025
POL,2003,26597.102,180.8766,26777.979
POL,2004,26736.91,240.43353,26977.344
POL,2005,27277.645,313.2887,27590.934
POL,2006,28615.188,361.80127,28976.988
POL,2007,28462.107,451.73392,28913.844
POL,2008,28769.727,649.4613,29419.186
POL,2009,27495.275,869.61694,28364.893
POL,2010,29170.363,1043.4899,30213.855
POL,2011,29142.645,1227.7501,30370.395
POL,2012,27952.143,1542.1097,29494.252
POL,2013,28049.154,1529.3765,29578.533
POL,2014,26807.17,1728.0856,28535.256
POL,2015,26958.367,1893.0917,28851.459
POL,2016,28300.041,1822.5667,30122.605
POL,2017,29357.922,1937.4983,31295.422
POL,2018,29808.742,1852.4308,31661.17
POL,2019,28626.648,2151.1484,30777.797
POL,2020,27220.96,2293.1719,29514.135
POL,2021,29710.016,2500.0437,32210.059
PRT,1965,4204.3022,1395.0658,5599.368
PRT,1966,4314.087,1828.3942,6142.481
PRT,1967,4687.2974,1899.1571,6586.454
PRT,1968,4911.6914,1821.5289,6733.22
PRT,1969,5109.385,2230.2703,7339.6553
PRT,1970,6808.9414,2044.7809,8853.724
PRT,1971,7580.0044,2149.4246,9729.43
PRT,1972,8005.325,2412.9182,10418.244
PRT,1973,8866.435,2489.226,11355.66
PRT,1974,9114.964,2612.6575,11727.622
PRT,1975,9358.056,2141.5068,11499.563
PRT,1976,9629.042,1595.8186,11224.86
PRT,1977,9356.849,3194.4521,12551.302
PRT,1978,9639.457,3414.878,13054.335
PRT,1979,10182.355,3508.1223,13690.478
PRT,1980,10636.751,2526.3958,13163.147
PRT,1981,11223.598,1606.4023,12830.0
PRT,1982,11637.964,2180.0527,13818.017
PRT,1983,11735.017,2516.701,14251.718
PRT,1984,11785.87,3014.053,14799.923
PRT,1985,11730.339,3337.737,15068.077
PRT,1986,13217.992,2707.9705,15925.963
PRT,1987,13386.664,2896.6445,16283.309
PRT,1988,14245.222,3816.7683,18061.99
PRT,1989,17579.203,1928.3531,19507.557
PRT,1990,16904.924,2926.9258,19831.854
PRT,1991,17685.65,2937.6272,20623.28
PRT,1992,19195.078,1661.4559,20856.533
PRT,1993,18615.006,2818.777,21433.785
PRT,1994,18693.787,3457.8428,22151.63
PRT,1995,21411.906,2784.7825,24196.69
PRT,1996,20210.48,4650.5884,24861.07
PRT,1997,20935.016,4177.3154,25112.332
PRT,1998,23128.006,4134.0137,27262.021
PRT,1999,25210.768,2524.6296,27735.396
PRT,2000,24753.348,3722.7812,28476.13
PRT,2001,24208.828,4490.555,28699.385
PRT,2002,25560.006,2761.0027,28321.012
PRT,2003,24024.828,4940.641,28965.473
PRT,2004,24906.387,3425.1636,28331.553
PRT,2005,25928.887,2290.148,28219.035
PRT,2006,23604.215,4353.776,27957.992
PRT,2007,23577.633,4539.068,28116.701
PRT,2008,22995.55,4104.837,27100.387
PRT,2009,22160.496,5147.358,27307.855
PRT,2010,20920.482,7892.914,28813.4
PRT,2011,20795.34,6752.275,27547.613
PRT,2012,19777.5,5481.6187,25259.12
PRT,2013,19768.184,8115.8535,27884.04
PRT,2014,19936.414,8663.698,28600.113
PRT,2015,21223.951,6872.1245,28096.076
PRT,2016,21320.664,8825.809,30146.473
PRT,2017,23007.438,6279.6885,29287.129
PRT,2018,21858.621,8043.7773,29902.4
PRT,2019,20959.32,7518.719,28478.04
PRT,2020,17560.484,8159.3315,25719.816
PRT,2021,17376.104,8444.289,25820.395
QAT,1965,21756.164,0.0,21756.164
QAT,1966,19430.736,0.0,19430.738
QAT,1967,24661.672,0.0,24661.674
QAT,1968,69216.57,0.0,69216.58
QAT,1969,96804.08,0.0,96804.08
QAT,1970,97659.6,0.0,97659.59
QAT,1971,86251.24,0.0,86251.234
QAT,1972,85614.086,0.0,85614.086
QAT,1973,110058.05,0.0,110058.05
QAT,1974,87624.805,0.0,87624.805
QAT,1975,120199.27,0.0,120199.266
QAT,1976,71373.04,0.0,71373.05
QAT,1977,92358.93,0.0,92358.92
QAT,1978,82619.99,0.0,82619.99
QAT,1979,193431.44,0.0,193431.44
QAT,1980,192352.05,0.0,192352.05
QAT,1981,173140.17,0.0,173140.17
QAT,1982,189790.95,0.0,189790.95
QAT,1983,187175.95,0.0,187175.97
QAT,1984,202180.11,0.0,202180.12
QAT,1985,180687.2,0.0,180687.2
QAT,1986,188500.67,0.0,188500.67
QAT,1987,175773.95,0.0,175773.95
QAT,1988,178426.86,0.0,178426.89
QAT,1989,182110.92,0.0,182110.92
QAT,1990,178492.95,0.0,178492.95
QAT,1991,198934.97,0.0,198934.97
QAT,1992,306146.3,0.0,306146.34
QAT,1993,317440.5,0.0,317440.5
QAT,1994,312624.97,0.0,312625.0
QAT,1995,302813.4,0.0,302813.4
QAT,1996,217083.5,0.0,217083.5
QAT,1997,227695.77,0.0,227695.78
QAT,1998,232336.03,0.0,232336.03
QAT,1999,245009.36,0.0,245009.36
QAT,2000,207755.62,0.0,207755.62
QAT,2001,189988.27,0.0,189988.27
QAT,2002,199144.0,0.0,199144.0
QAT,2003,217673.23,0.0,217673.23
QAT,2004,253062.58,0.0,253062.6
QAT,2005,262585.7,0.0,262585.7
QAT,2006,230796.0,0.0,230796.02
QAT,2007,207280.52,0.0,207280.52
QAT,2008,196001.0,0.0,196001.0
QAT,2009,178237.72,0.0,178237.73
QAT,2010,194851.39,0.0,194851.4
QAT,2011,216365.69,204.87665,216570.58
QAT,2012,232299.0,193.95044,232492.97
QAT,2013,236060.86,185.12704,236246.0
QAT,2014,234383.64,173.51523,234557.17
QAT,2015,245106.8,159.0891,245265.89
QAT,2016,223088.94,149.89142,223238.83
QAT,2017,206729.17,143.3958,206872.58
QAT,2018,202410.94,140.50616,202551.47
QAT,2019,208309.58,138.44945,208448.0
QAT,2020,186331.03,141.15315,186472.19
ROU,1965,14424.233,155.45132,14579.687
ROU,1966,15306.275,159.222,15465.497
ROU,1967,16919.57,225.5734,17145.143
ROU,1968,17850.654,236.67668,18087.332
ROU,1969,20254.764,332.576,20587.338
ROU,1970,21272.86,411.57895,21684.44
ROU,1971,22103.174,659.7919,22762.967
ROU,1972,22645.404,1065.3018,23710.707
ROU,1973,24408.629,1081.8364,25490.465
ROU,1974,24147.434,1199.8009,25347.236
ROU,1975,25975.502,1307.697,27283.2
ROU,1976,27896.514,1117.6089,29014.125
ROU,1977,29167.219,1274.6643,30441.885
ROU,1978,31100.877,1436.7992,32537.676
ROU,1979,31431.432,1524.5098,32955.94
ROU,1980,31388.566,1688.908,33077.473
ROU,1981,31295.1,1693.6804,32988.78
ROU,1982,30998.148,1569.6589,32567.805
ROU,1983,30910.947,1324.8783,32235.824
ROU,1984,30425.389,1490.7991,31916.19
ROU,1985,30068.85,1668.8832,31737.732
ROU,1986,30907.504,1415.1768,32322.682
ROU,1987,31958.07,1463.1046,33421.176
ROU,1988,32019.012,1923.161,33942.176
ROU,1989,32123.492,1774.865,33898.363
ROU,1990,30717.281,1477.8358,32195.12
ROU,1991,25448.525,1888.4352,27336.96
ROU,1992,22633.723,1517.6185,24151.342
ROU,1993,21893.812,1661.7637,23555.578
ROU,1994,20601.713,1704.4697,22306.184
ROU,1995,22431.035,2190.5967,24621.635
ROU,1996,22342.947,2078.135,24596.516
ROU,1997,20466.715,2324.3655,23478.516
ROU,1998,18407.2,2520.622,21607.326
ROU,1999,15987.029,2453.9824,19110.252
ROU,2000,16476.002,1993.5503,19175.828
ROU,2001,16786.797,2011.2598,19502.389
ROU,2002,17503.854,2163.398,20380.363
ROU,2003,18114.762,1790.5009,20540.846
ROU,2004,18525.066,2235.7483,21481.434
ROU,2005,18260.35,2744.1418,21728.15
ROU,2006,19130.098,2498.6775,22364.225
ROU,2007,18536.723,2182.1008,21750.252
ROU,2008,18086.021,2350.2646,21966.107
ROU,2009,15563.855,2122.6038,19314.918
ROU,2010,15257.044,2773.323,19617.842
ROU,2011,16336.224,2229.965,20211.152
ROU,2012,15878.566,2037.1141,19514.236
ROU,2013,13947.099,2720.2717,18270.229
ROU,2014,14028.519,3405.7002,19029.295
ROU,2015,14052.33,3557.851,19213.441
ROU,2016,14054.06,3660.533,19323.846
ROU,2017,14798.8545,3294.6443,19747.193
ROU,2018,15025.045,3546.791,20218.59
ROU,2019,14816.7,3340.4885,19839.049
ROU,2020,13912.653,3339.6787,18997.426
ROU,2021,14952.089,3525.5051,20167.602
RUS,1985,61590.2,3305.2476,66867.6
RUS,1986,62063.043,3373.3896,67509.16
RUS,1987,63368.383,3307.3184,69110.766
RUS,1988,63904.1,3248.9084,69764.82
RUS,1989,63774.69,3205.5322,69605.836
RUS,1990,62475.945,3334.7244,68079.164
RUS,1991,61304.184,3349.486,66946.99
RUS,1992,58608.8,3432.8281,64323.965
RUS,1993,54167.45,3462.4697,59901.234
RUS,1994,49321.42,3496.594,54683.01
RUS,1995,46434.875,3509.5002,51845.484
RUS,1996,44843.99,3079.3467,50010.332
RUS,1997,42161.953,3147.914,47390.88
RUS,1998,42220.35,3174.9158,47388.215
RUS,1999,42528.324,3222.2068,48097.676
RUS,2000,43295.87,3305.5898,49127.297
RUS,2001,43977.125,3495.8523,50112.773
RUS,2002,44150.668,3254.8167,50130.188
RUS,2003,45379.094,3121.9917,51387.62
RUS,2004,45765.516,3515.823,52053.332
RUS,2005,45881.293,3445.9963,52182.89
RUS,2006,48244.59,3449.745,54674.266
RUS,2007,48506.113,3507.2976,55047.945
RUS,2008,48994.688,3245.4927,55313.56
RUS,2009,46072.875,3407.6267,52542.598
RUS,2010,48150.062,3236.1147,54554.848
RUS,2011,50022.793,3148.0967,56364.215
RUS,2012,50004.56,3129.9695,56386.773
RUS,2013,48974.895,3438.7722,55547.664
RUS,2014,49026.71,3270.5881,55554.08
RUS,2015,47833.594,3144.8884,54470.105
RUS,2016,48592.586,3425.2024,55501.18
RUS,2017,48722.902,3409.8389,55704.78
RUS,2018,50616.04,3487.637,57677.75
RUS,2019,50036.53,3548.5632,57223.547
RUS,2020,47447.633,3894.8606,55091.668
RUS,2021,52079.637,3966.4514,59913.562
SAU,1965,47226.98,0.0,47226.984
SAU,1966,46068.15,0.0,46068.15
SAU,1967,44929.09,0.0,44929.094
SAU,1968,43806.656,0.0,43806.656
SAU,1969,42714.965,0.0,42714.965
SAU,1970,43047.36,0.0,43047.36
SAU,1971,41157.68,0.0,41157.684
SAU,1972,41962.848,0.0,41962.848
SAU,1973,42461.61,0.0,42461.61
SAU,1974,42674.32,0.0,42674.32
SAU,1975,32068.314,0.0,32068.316
SAU,1976,35193.49,0.0,35193.492
SAU,1977,39492.14,0.0,39492.14
SAU,1978,41836.26,0.0,41836.26
SAU,1979,48217.637,0.0,48217.64
SAU,1980,41282.754,0.0,41282.758
SAU,1981,46940.11,0.0,46940.113
SAU,1982,49267.5,0.0,49267.504
SAU,1983,50909.34,0.0,50909.332
SAU,1984,58105.355,0.0,58105.363
SAU,1985,56611.297,0.0,56611.3
SAU,1986,58194.633,0.0,58194.637
SAU,1987,59031.215,0.0,59031.215
SAU,1988,59147.156,0.0,59147.16
SAU,1989,55789.254,0.0,55789.254
SAU,1990,58003.78,0.0,58003.78
SAU,1991,58390.523,0.0,58390.523
SAU,1992,56810.156,0.0,56810.156
SAU,1993,56193.19,0.0,56193.2
SAU,1994,63132.09,0.0,63132.098
SAU,1995,59823.926,0.0,59823.926
SAU,1996,60202.79,0.0,60202.79
SAU,1997,59696.375,0.0,59696.375
SAU,1998,61183.16,0.0,61183.168
SAU,1999,60706.84,0.0,60706.84
SAU,2000,61950.85,0.0,61950.85
SAU,2001,64399.92,0.0,64399.926
SAU,2002,65480.074,0.0,65480.074
SAU,2003,67781.13,0.0,67781.14
SAU,2004,71949.19,0.0,71949.19
SAU,2005,72097.35,0.0,72097.35
SAU,2006,72123.87,0.0,72123.86
SAU,2007,72369.45,0.0,72369.45
SAU,2008,76374.37,0.06236429,76374.43
SAU,2009,77067.47,0.059683044,77067.54
SAU,2010,82507.71,0.38627556,82508.1
SAU,2011,84609.41,0.49289027,84609.9
SAU,2012,87768.89,2.280709,87771.18
SAU,2013,86304.23,3.6770337,86307.91
SAU,2014,91065.37,3.869071,91069.234
SAU,2015,92153.516,3.772733,92157.3
SAU,2016,92735.12,3.6756127,92738.79
SAU,2017,89983.54,5.0618286,89988.6
SAU,2018,86788.484,12.04982,86800.54
SAU,2019,83647.62,15.210494,83662.83
SAU,2020,81898.734,15.124486,81913.86
SGP,1965,25737.217,0.0,25737.217
SGP,1966,28708.967,0.0,28708.969
SGP,1967,33716.09,0.0,33716.09
SGP,1968,41058.598,0.0,41058.6
SGP,1969,39616.273,0.0,39616.277
SGP,1970,42295.07,0.0,42295.07
SGP,1971,36117.0,0.0,36117.0
SGP,1972,44468.348,0.0,44468.355
SGP,1973,41195.285,0.0,41195.285
SGP,1974,39984.215,0.0,39984.215
SGP,1975,38516.684,0.0,38516.688
SGP,1976,45090.348,0.0,45090.348
SGP,1977,44662.777,0.0,44662.777
SGP,1978,45356.02,0.0,45356.02
SGP,1979,47634.465,0.0,47634.47
SGP,1980,46473.77,0.0,46473.77
SGP,1981,52354.79,0.0,52354.79
SGP,1982,49813.56,0.0,49813.56
SGP,1983,51587.984,0.0,51587.984
SGP,1984,53004.06,0.0,53004.062
SGP,1985,52827.375,0.0,52827.375
SGP,1986,59818.344,98.67762,59917.02
SGP,1987,61449.652,96.398476,61546.06
SGP,1988,69487.12,94.19776,69581.32
SGP,1989,77491.41,92.113174,77583.52
SGP,1990,90275.51,89.78092,90365.29
SGP,1991,88934.97,250.6195,89185.586
SGP,1992,92250.25,242.2656,92492.51
SGP,1993,97605.51,234.57066,97840.086
SGP,1994,108270.72,227.44325,108498.164
SGP,1995,109529.38,220.68762,109750.08
SGP,1996,107257.73,214.15945,107471.89
SGP,1997,109560.49,207.96677,109768.46
SGP,1998,108043.25,202.28404,108245.53
SGP,1999,104259.586,197.17458,104456.766
SGP,2000,109096.14,192.93704,109289.08
SGP,2001,121702.5,366.36438,122068.87
SGP,2002,117966.2,361.4999,118327.71
SGP,2003,110119.34,373.8725,110493.23
SGP,2004,122044.38,358.0609,122402.445
SGP,2005,126065.98,350.9572,126416.93
SGP,2006,134360.8,337.0839,134697.89
SGP,2007,138807.38,337.89682,139145.3
SGP,2008,142330.34,343.83167,142674.17
SGP,2009,147824.86,336.6787,148161.55
SGP,2010,154155.2,364.6467,154519.84
SGP,2011,156706.27,368.34766,157074.64
SGP,2012,154443.08,381.30426,154824.39
SGP,2013,155018.28,417.4834,155435.77
SGP,2014,156856.89,438.08725,157294.98
SGP,2015,164431.48,482.16104,164913.64
SGP,2016,168778.52,489.41788,169267.94
SGP,2017,172507.27,485.7857,172993.06
SGP,2018,171960.48,480.1132,172440.6
SGP,2019,166804.84,501.15323,167306.0
SGP,2020,161160.48,501.05188,161661.55
SVK,1965,22977.555,1506.4142,24483.97
SVK,1966,23699.17,1431.4375,25130.607
SVK,1967,23853.74,1217.2252,25070.965
SVK,1968,26374.088,1109.518,27483.607
SVK,1969,27661.455,858.172,28519.625
SVK,1970,30051.303,1285.7566,31337.059
SVK,1971,32376.387,957.6544,33334.043
SVK,1972,33756.926,994.41907,34753.195
SVK,1973,34828.387,842.25244,35812.48
SVK,1974,35616.19,1402.0311,37312.36
SVK,1975,37287.848,1249.6957,38649.555
SVK,1976,38173.9,1247.332,39683.26
SVK,1977,39747.22,1472.5469,41286.664
SVK,1978,41511.633,1367.8743,42890.543
SVK,1979,41336.258,1129.7905,43701.535
SVK,1980,40118.15,1341.7928,44040.234
SVK,1981,39300.715,1159.9695,43366.867
SVK,1982,38299.797,1011.0167,42593.418
SVK,1983,37928.97,1065.8679,42428.37
SVK,1984,40499.805,898.93945,45414.504
SVK,1985,40179.293,1216.3329,46568.31
SVK,1986,38527.594,957.01697,45908.13
SVK,1987,39332.65,1098.3871,46711.984
SVK,1988,39507.68,993.2257,46732.137
SVK,1989,39537.465,1106.0973,47220.273
SVK,1990,39655.953,1056.6074,47203.785
SVK,1991,35009.32,788.4961,42079.31
SVK,1992,33320.156,1080.3092,40314.3
SVK,1993,31404.893,1926.3708,39455.38
SVK,1994,29637.12,2412.0876,38743.297
SVK,1995,30442.346,2697.2168,39205.48
SVK,1996,31126.365,2332.684,39416.027
SVK,1997,30542.227,2239.58,38637.348
SVK,1998,30640.504,2349.1475,39009.043
SVK,1999,29926.613,2461.4907,39313.19
SVK,2000,29348.623,2538.0818,40591.293
SVK,2001,29952.443,2783.6328,41766.94
SVK,2002,29812.766,2950.889,42124.305
SVK,2003,29721.3,1834.1539,40809.566
SVK,2004,28822.2,2155.852,39739.27
SVK,2005,30373.893,2430.1016,41885.02
SVK,2006,28691.33,2504.2427,40428.516
SVK,2007,27490.422,2557.8438,37912.65
SVK,2008,28240.445,2441.7634,39207.855
SVK,2009,25864.896,2614.897,35663.957
