Code,Year,Fossil fuels per capita (kWh),Renewables per capita (kWh - equivalent),Primary energy consumption per capita (kWh/person)
JPN,2019,35596.84,3909.469,40868.69
JPN,2020,32847.19,4238.642,37996.54
JPN,2021,33749.74,4519.643,39545.414
KAZ,1985,50645.824,999.6104,51645.434
KAZ,1986,50893.465,899.39844,51792.863
KAZ,1987,50747.973,1054.5575,51802.53
KAZ,1988,51263.14,1258.2485,52521.395
KAZ,1989,49544.77,1290.7753,50852.816
KAZ,1990,49662.973,1291.3815,50954.355
KAZ,1991,49177.78,1252.8291,50520.637
KAZ,1992,48456.004,1191.2332,49724.492
KAZ,1993,42658.484,1328.5789,44061.656
KAZ,1994,38108.0,1620.7056,39793.1
KAZ,1995,34918.117,1498.9773,36430.83
KAZ,1996,30925.791,1342.7499,32284.078
KAZ,1997,27781.037,1214.7246,29049.664
KAZ,1998,26792.451,1173.489,27982.148
KAZ,1999,25486.498,1188.513,26675.014
KAZ,2000,22806.006,1461.5948,24267.604
KAZ,2001,25681.8,1553.578,27235.379
KAZ,2002,25946.77,1691.5814,27638.352
KAZ,2003,28519.605,1622.4109,30142.021
KAZ,2004,30317.518,1495.7239,31813.24
KAZ,2005,30978.934,1436.799,32415.734
KAZ,2006,33120.566,1396.9316,34517.5
KAZ,2007,36363.75,1443.5486,37807.3
KAZ,2008,38105.965,1294.2626,39400.227
KAZ,2009,33742.246,1171.2554,34913.5
KAZ,2010,35610.27,1339.065,36949.332
KAZ,2011,40053.465,1289.527,41342.99
KAZ,2012,41643.395,1224.8385,42868.234
KAZ,2013,41242.39,1215.5205,42457.914
KAZ,2014,41463.85,1274.6555,42738.51
KAZ,2015,38570.5,1426.4625,39996.96
KAZ,2016,38526.453,1774.9178,40301.367
KAZ,2017,40164.773,1692.1354,41856.91
KAZ,2018,44372.67,1556.4642,45929.137
KAZ,2019,43406.89,1559.8643,44966.754
KAZ,2020,40690.547,1651.3494,42341.9
KAZ,2021,39590.438,1644.6937,41235.133
KWT,1965,154173.44,0.0,154173.44
KWT,1966,146570.11,0.0,146570.11
KWT,1967,135788.0,0.0,135788.0
KWT,1968,130337.305,0.0,130337.305
KWT,1969,122382.67,0.0,122382.69
KWT,1970,91440.39,0.0,91440.39
KWT,1971,85190.84,0.0,85190.85
KWT,1972,88595.766,0.0,88595.766
KWT,1973,83112.734,0.0,83112.74
KWT,1974,75114.875,0.0,75114.875
KWT,1975,62962.21,0.0,62962.21
KWT,1976,70412.84,0.0,70412.836
KWT,1977,67460.586,0.0,67460.586
KWT,1978,69531.44,0.0,69531.44
KWT,1979,79819.484,0.0,79819.484
KWT,1980,56714.03,0.0,56714.03
KWT,1981,69107.875,0.0,69107.875
KWT,1982,64686.598,0.0,64686.594
KWT,1983,67990.11,0.0,67990.11
KWT,1984,69339.76,0.0,69339.766
KWT,1985,63820.133,0.0,63820.133
KWT,1986,70143.23,0.0,70143.23
KWT,1987,62249.03,0.0,62249.035
KWT,1988,67629.33,0.0,67629.33
KWT,1989,70157.95,0.0,70157.95
KWT,1990,54624.38,0.0,54624.38
KWT,1991,34431.15,0.0,34431.15
KWT,1992,50396.95,0.0,50396.95
KWT,1993,60576.81,0.0,60576.812
KWT,1994,71253.164,0.0,71253.17
KWT,1995,90954.09,0.0,90954.09
KWT,1996,87488.125,0.0,87488.125
KWT,1997,88023.63,0.0,88023.63
KWT,1998,104961.88,0.0,104961.88
KWT,1999,105604.36,0.0,105604.37
KWT,2000,109536.44,0.0,109536.44
KWT,2001,107600.5,0.0,107600.51
KWT,2002,110790.81,0.0,110790.81
KWT,2003,128997.93,0.0,128997.93
KWT,2004,140627.27,0.0,140627.27
KWT,2005,149455.02,0.0,149455.02
KWT,2006,135875.56,0.0,135875.58
KWT,2007,124446.914,0.0,124446.914
KWT,2008,127302.05,0.0,127302.05
KWT,2009,124978.22,0.0,124978.234
KWT,2010,133508.61,0.0,133508.61
KWT,2011,128367.73,0.0,128367.734
KWT,2012,123815.99,0.0,123815.99
KWT,2013,117800.13,0.13635528,117800.27
KWT,2014,116071.28,2.363067,116073.66
KWT,2015,116071.33,3.50354,116074.836
KWT,2016,110794.69,32.281136,110826.97
KWT,2017,110803.27,44.371334,110847.65
KWT,2018,107882.63,33.814625,107916.445
KWT,2019,107933.27,36.90873,107970.18
KWT,2020,102788.89,37.55167,102826.445
LVA,1985,36714.54,3317.3572,40031.895
LVA,1986,33682.977,3324.7288,37007.707
LVA,1987,29526.426,4078.564,33604.99
LVA,1988,28316.03,3298.0244,31614.053
LVA,1989,27613.287,3959.1714,31572.459
LVA,1990,27207.44,4943.345,32150.787
LVA,1991,26127.73,3614.874,29742.604
LVA,1992,18618.945,2799.4336,21418.38
LVA,1993,15404.687,3222.6824,18627.367
LVA,1994,14521.672,3749.4663,18271.139
LVA,1995,13961.649,3379.0547,17340.705
LVA,1996,14190.277,2171.3967,16361.681
LVA,1997,13219.672,3496.7278,16716.4
LVA,1998,13277.543,5185.441,18462.982
LVA,1999,12543.885,3362.3806,15906.265
LVA,2000,12289.738,3490.2424,15779.984
LVA,2001,13700.639,3535.498,17236.137
LVA,2002,14516.004,3119.3335,17635.336
LVA,2003,14701.956,2958.3643,17660.322
LVA,2004,16052.498,4074.1118,20126.611
LVA,2005,16628.648,4384.972,21027.428
LVA,2006,16589.967,3604.97,20211.02
LVA,2007,17413.95,3681.805,21105.2
LVA,2008,17285.906,4205.29,21500.756
LVA,2009,15911.109,4675.648,20610.43
LVA,2010,18674.502,4813.9653,23637.219
LVA,2011,17097.943,4113.541,21348.516
LVA,2012,16710.514,5532.2363,22364.078
LVA,2013,16810.225,4855.435,21788.31
LVA,2014,16237.21,3884.4016,20260.842
LVA,2015,16854.027,3956.7654,20953.67
LVA,2016,17535.312,4938.7197,22549.11
LVA,2017,17294.39,7688.1475,25046.834
LVA,2018,17228.967,5048.5005,22505.133
LVA,2019,18502.938,4659.5044,23379.492
LVA,2020,15843.223,5313.32,21451.516
LVA,2021,16711.945,5387.555,22525.7
LTU,1985,41556.668,316.66458,49196.94
LTU,1986,37147.98,307.04315,45027.54
LTU,1987,39533.145,287.1337,46802.67
LTU,1988,38830.31,302.7329,48813.08
LTU,1989,39803.137,301.31775,52627.348
LTU,1990,40237.188,323.3602,53326.875
LTU,1991,43283.137,263.472,56262.742
LTU,1992,23257.012,242.27731,34441.94
LTU,1993,17496.41,306.7406,26985.582
LTU,1994,17249.775,354.4816,23403.52
LTU,1995,17064.408,294.33618,26310.625
LTU,1996,17937.207,258.9932,28824.998
LTU,1997,17308.654,236.08559,26778.635
LTU,1998,18132.455,336.39606,28961.152
LTU,1999,16254.482,336.87692,24291.955
LTU,2000,14763.155,278.72418,21678.389
LTU,2001,16361.872,270.39316,25629.229
LTU,2002,16134.338,296.86288,27697.586
LTU,2003,16732.297,278.17053,29429.807
LTU,2004,17522.402,360.6464,30087.059
LTU,2005,18888.262,390.69998,27709.902
LTU,2006,19388.984,375.78122,26940.82
LTU,2007,21084.91,507.78604,29935.234
LTU,2008,21087.178,532.8221,30115.121
LTU,2009,18118.33,613.4174,28054.828
LTU,2010,19946.396,825.03314,20938.2
LTU,2011,20836.37,1011.57855,22015.879
LTU,2012,21058.479,1090.6543,22378.55
LTU,2013,19267.045,1428.1835,20920.365
LTU,2014,18732.695,1430.47,20413.016
LTU,2015,19685.941,1601.4409,21552.203
LTU,2016,19962.824,1989.4197,22176.008
LTU,2017,20999.572,2417.3892,23660.977
LTU,2018,21989.434,2132.0862,24498.47
LTU,2019,21840.28,2388.5098,24628.977
LTU,2020,21806.293,2517.195,24812.756
LTU,2021,22282.982,2390.3284,25186.934
LUX,1965,125983.69,774.7873,126758.46
LUX,1966,119552.98,690.2082,120243.195
LUX,1967,116793.19,773.3071,117566.5
LUX,1968,125805.98,786.3383,126592.32
LUX,1969,135060.73,681.7773,135742.5
LUX,1970,139754.66,751.2329,140505.88
LUX,1971,133634.83,421.35257,134056.19
LUX,1972,136108.36,490.96448,136599.33
LUX,1973,143086.84,429.603,143516.44
LUX,1974,144202.52,630.60834,144833.14
LUX,1975,118992.51,541.31696,119533.82
LUX,1976,118635.125,338.9365,118974.055
LUX,1977,109548.14,764.7595,110312.9
LUX,1978,113130.2,745.22064,113875.44
LUX,1979,115644.01,806.004,116450.01
LUX,1980,106278.6,832.72546,107111.32
LUX,1981,90518.49,905.6639,91424.16
LUX,1982,84708.266,820.6196,85528.89
LUX,1983,79058.81,801.7396,79860.55
LUX,1984,85102.38,860.28503,85962.67
LUX,1985,87387.02,718.4705,88105.51
LUX,1986,84891.53,838.8251,85730.36
LUX,1987,79520.61,988.20874,80508.82
LUX,1988,80941.64,924.85736,81866.49
LUX,1989,92447.875,710.5012,93158.38
LUX,1990,96791.94,647.5845,97439.53
LUX,1991,102575.625,758.2753,103333.91
LUX,1992,101649.63,624.6396,102274.26
LUX,1993,101646.734,617.7939,102264.53
LUX,1994,96276.445,752.2452,97028.69
LUX,1995,82455.7,790.99536,83246.71
LUX,1996,83911.87,548.7207,84460.58
LUX,1997,80901.58,736.83185,81638.43
LUX,1998,76870.375,1008.23047,77878.61
LUX,1999,80341.79,849.5198,81191.31
LUX,2000,84232.09,1170.3293,85402.43
LUX,2001,89217.24,1131.3735,90348.625
LUX,2002,96728.55,1006.81366,97735.35
LUX,2003,100331.24,928.9684,101260.22
LUX,2004,111848.38,1257.7623,113106.18
LUX,2005,111728.9,1320.3258,113049.234
LUX,2006,107765.38,1520.0189,109285.39
LUX,2007,101783.08,1606.4764,104455.21
LUX,2008,99120.56,1678.3737,101834.57
LUX,2009,93077.45,1564.9596,95591.984
LUX,2010,96361.93,1536.2596,98832.99
LUX,2011,91805.05,1386.153,94211.61
LUX,2012,87676.82,1671.7043,90375.62
LUX,2013,81055.984,1938.7025,84137.46
LUX,2014,76148.305,2037.2877,79619.14
LUX,2015,71774.78,2147.7832,75576.625
LUX,2016,68829.23,2221.7732,72784.555
LUX,2017,69403.664,2831.845,74384.38
LUX,2018,70922.484,3174.3528,76382.305
LUX,2019,70234.88,3634.593,76271.39
LUX,2020,57251.797,4399.644,64239.957
LUX,2021,58532.64,4670.767,65830.28
MYS,1965,3448.531,190.93054,3639.4614
MYS,1966,3878.513,219.0774,4097.59
MYS,1967,4065.7363,223.73164,4289.4683
MYS,1968,4085.5354,242.06747,4327.6025
MYS,1969,4336.8696,298.00055,4634.87
MYS,1970,3949.8076,344.85983,4294.6675
MYS,1971,4392.2227,293.1051,4685.3276
MYS,1972,4782.5903,315.91208,5098.5034
MYS,1973,4949.1387,296.16223,5245.301
MYS,1974,4927.4478,262.43304,5189.881
MYS,1975,4966.6523,255.79146,5222.444
MYS,1976,5453.083,235.3658,5688.449
MYS,1977,6299.744,186.0986,6485.843
MYS,1978,8178.9736,213.0895,8392.0625
MYS,1979,9150.046,253.445,9403.491
MYS,1980,9265.178,315.206,9580.384
MYS,1981,9309.121,340.36783,9649.489
MYS,1982,9749.091,319.18478,10068.276
MYS,1983,10899.81,361.88516,11261.694
MYS,1984,11116.755,694.91864,11811.673
MYS,1985,10639.337,737.5606,11376.897
MYS,1986,11342.441,783.1342,12125.577
MYS,1987,11217.115,915.85425,12132.97
MYS,1988,11356.526,1025.1613,12381.6875
MYS,1989,12534.345,919.85004,13454.195
MYS,1990,13077.46,679.7302,13757.189
MYS,1991,16023.865,730.2122,16754.078
MYS,1992,17697.732,684.0749,18381.809
MYS,1993,17226.408,753.29205,17979.701
MYS,1994,17590.086,978.6334,18568.719
MYS,1995,18849.223,913.07855,19762.299
MYS,1996,20732.895,740.9245,21473.818
MYS,1997,23676.77,580.70557,24257.473
MYS,1998,22111.412,604.2629,22715.674
MYS,1999,22670.0,998.3249,23668.324
MYS,2000,25660.818,980.75714,26641.578
MYS,2001,25751.271,834.7978,26586.07
MYS,2002,26593.85,708.1476,27301.998
MYS,2003,28216.21,650.42694,28866.639
MYS,2004,29752.03,706.55383,30458.582
MYS,2005,31477.154,736.4699,32213.627
MYS,2006,31110.602,753.8194,31867.139
MYS,2007,32535.176,711.2453,33259.7
MYS,2008,32815.227,884.95074,33718.01
MYS,2009,31169.691,839.54803,32011.06
MYS,2010,31718.057,755.1804,32475.027
MYS,2011,31574.139,929.6778,32513.375
MYS,2012,33936.547,1017.47235,34999.082
MYS,2013,34782.01,1196.7408,36051.26
MYS,2014,34460.21,1277.3961,35851.527
MYS,2015,34413.79,1307.7244,35867.03
MYS,2016,35253.773,1803.5974,37200.777
MYS,2017,34688.133,2338.1816,37164.074
MYS,2018,34839.504,2334.4211,37330.33
MYS,2019,35279.062,2338.3413,37846.984
MYS,2020,31681.52,2458.5151,34321.6
MYS,2021,31630.014,2794.6606,34673.914
MEX,1965,6250.115,613.22003,6863.336
MEX,1966,6352.682,677.1959,7029.8784
MEX,1967,6219.693,713.51984,6933.2124
MEX,1968,6516.4336,792.49493,7308.9287
MEX,1969,6954.5337,813.75116,7768.2856
MEX,1970,7151.8633,882.2874,8034.151
MEX,1971,7355.6255,830.27313,8185.8984
MEX,1972,7912.351,857.71484,8770.066
MEX,1973,8285.694,884.7964,9170.492
MEX,1974,8902.519,890.65515,9793.173
MEX,1975,9357.678,789.9362,10147.614
MEX,1976,9614.422,871.1919,10485.613
MEX,1977,9801.593,938.49896,10740.091
MEX,1978,10960.942,774.28613,11735.2295
MEX,1979,11760.889,850.9688,12611.857
MEX,1980,12609.443,776.88306,13386.325
MEX,1981,13382.935,1090.9492,14473.884
MEX,1982,13768.683,1011.41644,14780.1
MEX,1983,13422.527,903.80316,14326.33
MEX,1984,13702.497,1004.6917,14707.189
MEX,1985,13966.241,1184.8962,15151.138
MEX,1986,13487.386,952.5433,14439.931
MEX,1987,13762.588,896.95825,14659.548
MEX,1988,13534.314,985.0851,14519.401
MEX,1989,13965.897,1099.7549,15078.81
MEX,1990,14407.87,1063.8125,15573.662
MEX,1991,14711.415,1003.0083,15858.832
MEX,1992,14551.742,1147.8693,15830.448
MEX,1993,14320.792,1125.204,15607.474
MEX,1994,15159.798,881.3614,16177.357
MEX,1995,14268.734,1112.7067,15647.723
MEX,1996,14409.636,1205.4921,15859.203
MEX,1997,14509.431,1017.8612,15845.688
MEX,1998,15037.311,953.6552,16268.38
MEX,1999,14740.25,1184.9432,16219.799
MEX,2000,15282.31,1195.3435,16715.994
MEX,2001,14974.587,1030.2874,16252.367
MEX,2002,15339.525,899.61755,16509.656
MEX,2003,15345.357,762.6944,16393.373
MEX,2004,15882.575,903.1589,17030.314
MEX,2005,16609.426,978.03174,17869.021
MEX,2006,16893.797,1015.96045,18187.338
MEX,2007,16837.342,939.7044,18038.123
MEX,2008,16741.693,1218.7946,18201.512
MEX,2009,16680.223,883.10065,17816.738
MEX,2010,16832.049,1137.8114,18109.01
MEX,2011,17372.637,1101.3076,18707.916
MEX,2012,17340.824,1013.4107,18553.57
MEX,2013,17193.113,930.37463,18386.596
MEX,2014,16651.635,1216.2408,18079.717
MEX,2015,16517.48,1080.1234,17846.604
MEX,2016,16552.91,1095.828,17872.127
MEX,2017,16567.764,1143.0814,17937.098
MEX,2018,16184.805,1227.5637,17689.867
MEX,2019,15422.463,1187.0533,16835.797
MEX,2020,12609.325,1343.2426,14176.1455
MEX,2021,13082.374,1564.9777,14883.635
MAR,1965,1057.0975,268.0361,1325.1337
MAR,1966,1473.2548,226.85628,1700.1112
MAR,1967,1548.9747,195.31969,1744.2943
MAR,1968,1607.6958,215.90599,1823.6018
MAR,1969,1676.1245,271.90738,1948.032
MAR,1970,1726.2137,260.57446,1986.7882
MAR,1971,1772.3291,286.6962,2059.0254
MAR,1972,1876.1157,293.46582,2169.5815
MAR,1973,2136.605,213.75658,2350.3616
MAR,1974,2217.27,233.90157,2451.1714
MAR,1975,2257.148,173.40515,2430.553
MAR,1976,2404.0864,166.19678,2570.283
MAR,1977,2589.9695,221.69525,2811.6648
MAR,1978,2684.7168,224.15027,2908.8674
MAR,1979,2917.6675,244.05466,3161.7222
MAR,1980,2860.7783,227.65204,3088.4304
MAR,1981,2767.2976,149.83751,2917.1355
MAR,1982,2846.6152,81.52582,2928.141
MAR,1983,2863.1436,66.81479,2929.9585
MAR,1984,2847.3623,49.605576,2896.968
MAR,1985,2859.4333,64.34259,2923.7764
MAR,1986,2875.592,83.30297,2958.8955
MAR,1987,2883.4077,104.790504,2988.1982
MAR,1988,2981.3367,116.68094,3098.0178
MAR,1989,3206.29,141.67725,3347.9675
MAR,1990,3221.2292,146.82161,3368.051
MAR,1991,3208.6702,145.07988,3353.7505
MAR,1992,3579.7783,112.2229,3692.0007
MAR,1993,3621.3716,50.75976,3672.1313
MAR,1994,3891.775,94.798615,3986.5737
MAR,1995,3783.7856,67.92424,3851.7097
MAR,1996,3752.968,214.33415,3967.3022
MAR,1997,3839.615,224.81956,4064.4346
MAR,1998,3920.4734,189.0689,4109.5425
MAR,1999,4118.6973,86.5783,4205.276
MAR,2000,4032.686,80.981,4113.667
MAR,2001,4278.1597,108.4632,4386.623
MAR,2002,4335.479,103.198875,4438.6777
MAR,2003,4236.2046,160.80157,4397.0063
MAR,2004,4773.6074,171.77785,4945.385
MAR,2005,5183.186,110.19182,5293.378
MAR,2006,5223.0312,107.58511,5330.616
MAR,2007,5108.249,106.920975,5215.1694
MAR,2008,5575.425,107.84556,5683.2705
MAR,2009,5216.4634,257.93674,5474.4004
MAR,2010,5639.891,352.81168,5992.7026
MAR,2011,5980.9053,226.17586,6207.081
MAR,2012,6034.668,193.94553,6228.6133
MAR,2013,5987.9604,322.50104,6310.462
MAR,2014,6036.2837,281.70233,6317.9863
MAR,2015,6012.3228,342.44904,6354.772
MAR,2016,5991.993,355.13345,6347.127
MAR,2017,6219.8066,347.18546,6566.992
MAR,2018,6241.439,477.51138,6718.951
MAR,2019,6709.564,547.70984,7257.274
MAR,2020,6044.8857,499.60312,6544.4883
MAR,2021,6611.628,546.6156,7158.2437
NLD,1965,33721.645,0.0,33721.645
NLD,1966,35679.16,0.0,35679.16
NLD,1967,37274.477,0.0,37274.477
NLD,1968,41196.305,0.0,41202.55
NLD,1969,45328.902,0.0,45398.29
NLD,1970,50526.875,0.0,50606.965
NLD,1971,52675.934,0.0,52763.08
NLD,1972,60582.566,0.0,60651.992
NLD,1973,63694.586,0.0,63928.387
NLD,1974,59485.777,0.0,60171.484
NLD,1975,59339.926,187.59848,60220.086
NLD,1976,64218.42,202.29498,65219.18
NLD,1977,62647.73,199.7495,63607.266
NLD,1978,63357.105,277.12698,64460.094
NLD,1979,65201.08,251.46056,66157.664
NLD,1980,60650.074,231.33252,61724.81
NLD,1981,57201.82,243.61418,58175.508
NLD,1982,52635.984,59.170574,53468.62
NLD,1983,52690.6,51.31643,53450.625
NLD,1984,54479.19,3.7576349,55212.08
NLD,1985,55826.984,97.59246,56686.754
NLD,1986,58242.152,121.781136,59183.734
NLD,1987,59221.56,153.3044,60062.426
NLD,1988,59016.72,184.16609,59907.27
NLD,1989,58854.543,205.41118,59827.883
NLD,1990,60104.992,171.01303,60940.926
NLD,1991,60854.72,196.84843,61679.36
NLD,1992,61062.695,210.74937,61985.133
NLD,1993,61124.77,232.40149,62091.715
NLD,1994,60038.215,260.39783,61031.957
NLD,1995,62091.938,287.89355,63117.93
NLD,1996,64328.18,369.1204,65456.96
NLD,1997,63062.74,406.44662,63906.344
NLD,1998,62828.176,465.02707,63980.645
NLD,1999,61661.11,499.5068,62847.582
NLD,2000,62039.64,586.30414,63325.41
NLD,2001,64075.08,646.62,65422.44
NLD,2002,63691.043,772.86395,65146.566
NLD,2003,63843.56,759.7322,65296.625
NLD,2004,65559.89,1010.444,67222.88
NLD,2005,66299.11,1421.3,68395.85
NLD,2006,64614.66,1545.087,66740.0
NLD,2007,65239.363,1633.4072,67568.08
NLD,2008,63864.88,1936.8414,66484.65
NLD,2009,62341.004,2238.8867,65268.383
NLD,2010,65913.375,2209.5332,68759.1
NLD,2011,62408.766,2498.83,65563.91
NLD,2012,59983.68,2500.9844,63098.31
NLD,2013,58060.125,2403.4514,60911.81
NLD,2014,54288.984,2275.3313,57191.656
NLD,2015,54495.758,2599.4102,57713.58
NLD,2016,55164.645,2735.427,58494.16
NLD,2017,53684.207,3147.7888,57336.97
NLD,2018,53127.336,3418.756,57062.312
NLD,2019,52045.594,4145.2026,56760.367
NLD,2020,47533.258,5801.871,53925.96
NLD,2021,47773.535,6823.6714,55146.145
NZL,1965,19621.404,12678.677,32300.084
NZL,1966,20392.732,13339.384,33732.117
NZL,1967,20161.184,13355.975,33517.16
NZL,1968,19948.781,13963.057,33911.84
NZL,1969,20422.137,13700.222,34122.36
NZL,1970,22920.904,14545.844,37466.75
NZL,1971,22543.393,16078.261,38621.656
NZL,1972,23805.973,16674.404,40480.38
NZL,1973,25098.098,16160.178,41258.273
NZL,1974,24382.809,16775.023,41157.83
NZL,1975,23170.947,17927.521,41098.47
NZL,1976,25402.135,16595.656,41997.79
NZL,1977,26842.984,15722.57,42565.555
NZL,1978,25371.797,16616.527,41988.33
NZL,1979,23471.773,19128.906,42600.68
NZL,1980,22724.402,20051.102,42775.504
NZL,1981,22458.76,20235.043,42693.81
NZL,1982,24885.484,18826.426,43711.91
NZL,1983,24984.418,19972.48,44956.9
NZL,1984,26429.09,20489.256,46918.348
NZL,1985,27518.25,19660.656,47178.906
NZL,1986,28884.178,21797.258,50681.438
NZL,1987,29345.984,21523.877,50869.863
NZL,1988,30664.152,22346.605,53010.758
NZL,1989,24994.7,22287.035,47281.74
NZL,1990,32103.826,22733.436,54837.26
NZL,1991,32479.764,22075.588,54555.348
NZL,1992,33653.812,20204.879,53858.69
NZL,1993,32715.115,22079.121,54794.234
NZL,1994,33601.188,23594.572,57195.76
NZL,1995,33803.81,24583.354,58387.16
NZL,1996,35311.137,23094.744,58405.883
NZL,1997,37236.0,20589.725,57825.73
NZL,1998,35087.33,22205.273,57292.6
NZL,1999,36858.58,20413.795,57272.375
NZL,2000,37895.395,21664.412,59559.81
NZL,2001,39269.605,19107.164,58376.77
NZL,2002,38684.594,20946.447,59631.043
NZL,2003,37203.06,19471.9,56674.96
NZL,2004,35968.08,21853.275,57821.355
NZL,2005,36143.227,19191.807,55335.03
NZL,2006,35974.023,19210.275,55184.297
NZL,2007,35169.21,19279.56,54451.832
NZL,2008,35507.223,18621.371,54135.9
NZL,2009,33166.273,20244.898,53418.586
NZL,2010,33057.105,20980.314,54048.617
NZL,2011,32610.016,21329.912,53953.49
NZL,2012,34021.996,19917.963,53956.47
NZL,2013,33991.953,19900.008,53897.797
NZL,2014,34691.906,20852.04,55550.793
NZL,2015,33984.7,20948.13,54939.535
NZL,2016,33286.188,21277.863,54571.4
NZL,2017,34383.16,20268.504,54657.13
NZL,2018,32909.465,20313.902,53230.34
NZL,2019,33635.613,19559.182,53204.344
NZL,2020,28786.074,18464.74,47267.7
NZL,2021,27225.47,18325.025,45563.5
MKD,1990,13799.017,710.25104,14509.268
MKD,1991,13227.287,1231.1769,14458.465
MKD,1992,13740.877,1242.5654,14983.443
MKD,1993,14390.295,772.97375,15163.269
MKD,1994,13310.097,1036.6461,14346.741
MKD,1995,13247.466,1193.8423,14441.308
MKD,1996,15427.947,1260.3566,16688.305
MKD,1997,13647.232,1327.8301,14975.063
MKD,1998,15262.767,1590.9923,16853.76
MKD,1999,14031.511,2029.4972,16061.009
MKD,2000,13439.079,1697.6346,15136.714
MKD,2001,13239.325,895.6186,14134.944
MKD,2002,12665.978,1070.139,13736.117
MKD,2003,13514.634,1923.9409,15438.575
MKD,2004,13154.17,2057.253,15211.423
MKD,2005,13602.289,2055.2656,15657.556
MKD,2006,13644.068,2255.9995,15900.067
MKD,2007,14391.559,1370.725,15762.283
MKD,2008,14071.311,1131.4434,15209.801
MKD,2009,13250.798,1697.1749,14958.486
MKD,2010,12961.001,3222.5686,16185.997
MKD,2011,14232.851,1886.5839,16121.038
MKD,2012,13577.407,1363.2539,14941.913
MKD,2013,12258.943,2065.2637,14329.199
MKD,2014,11619.04,1662.1199,13282.879
MKD,2015,11388.199,2596.5986,13986.548
MKD,2016,11865.316,2630.4805,14496.193
MKD,2017,12289.772,1646.1143,13936.576
MKD,2018,11436.721,2474.4912,13911.693
MKD,2019,12998.72,1689.9717,14689.193
MKD,2020,10961.122,1850.1648,12811.619
MKD,2021,11765.647,2047.6143,13813.597
NOR,1965,18582.988,39271.824,57854.812
NOR,1966,20318.846,38404.617,58723.46
NOR,1967,20894.385,41648.008,62542.395
NOR,1968,22833.914,46648.74,69482.65
NOR,1969,24930.574,44092.07,69022.65
NOR,1970,27599.701,44106.676,71706.38
NOR,1971,26992.367,47916.73,74909.1
NOR,1972,28146.633,50686.23,78832.87
NOR,1973,28549.965,54401.156,82951.125
NOR,1974,26360.096,56831.832,83191.93
NOR,1975,26883.504,57059.42,83942.92
NOR,1976,29192.627,60172.855,89365.484
NOR,1977,29283.516,52671.047,81954.56
NOR,1978,32818.312,58797.312,91615.63
NOR,1979,33376.31,64400.06,97776.37
NOR,1980,32223.73,60513.01,92736.75
NOR,1981,30650.398,66955.734,97606.13
NOR,1982,29638.092,66469.69,96107.79
NOR,1983,29609.66,75696.38,105306.05
NOR,1984,30689.754,75636.83,106326.586
NOR,1985,31951.639,72908.17,104859.81
NOR,1986,33664.242,68278.516,101942.766
NOR,1987,33653.043,72950.01,106603.055
NOR,1988,32810.723,76484.94,109295.66
NOR,1989,33116.934,82846.97,115963.91
NOR,1990,32179.389,84614.59,116793.99
NOR,1991,30610.74,76569.91,107180.65
NOR,1992,31574.213,80651.97,112226.19
NOR,1993,33181.793,81942.28,115124.07
NOR,1994,34239.12,76321.99,110561.125
NOR,1995,34066.082,82647.03,116713.12
NOR,1996,36203.14,70315.02,106518.164
NOR,1997,37517.83,73858.83,111376.664
NOR,1998,37744.535,77396.16,115140.7
NOR,1999,36698.05,80688.93,117386.984
NOR,2000,35677.03,93577.69,129254.71
NOR,2001,37703.1,78601.54,116304.64
NOR,2002,36932.87,83408.16,120341.04
NOR,2003,38206.355,67382.836,105589.195
NOR,2004,38231.527,68676.2,106907.74
NOR,2005,36705.156,84578.195,121283.36
NOR,2006,36646.41,73528.34,110179.18
NOR,2007,35937.055,81048.17,117053.125
NOR,2008,35447.023,82743.555,118381.945
NOR,2009,34542.85,73170.35,107938.016
NOR,2010,35060.73,66999.2,102335.43
NOR,2011,34246.63,67928.1,102455.48
NOR,2012,33166.45,78490.03,111976.48
NOR,2013,33395.99,70008.625,103703.21
NOR,2014,32575.709,72748.92,105605.75
NOR,2015,32555.488,72707.25,105563.78
NOR,2016,31281.186,74042.4,105977.29
NOR,2017,31421.98,73171.6,105646.18
NOR,2018,31468.357,71306.55,103555.87
NOR,2019,30721.66,64605.684,96304.086
NOR,2020,29350.205,73746.31,103922.11
NOR,2021,29056.621,75242.4,105148.3
OMN,1965,163.99112,0.0,163.99113
OMN,1966,200.5812,0.0,200.5812
OMN,1967,869.68097,0.0,869.68097
OMN,1968,1022.7858,0.0,1022.7858
OMN,1969,1420.6041,0.0,1420.6041
OMN,1970,1395.4224,0.0,1395.4224
OMN,1971,22461.205,0.0,22461.205
OMN,1972,24965.809,0.0,24965.81
OMN,1973,21103.252,0.0,21103.252
OMN,1974,18720.264,0.0,18720.264
OMN,1975,16393.078,0.0,16393.078
OMN,1976,18027.662,0.0,18027.662
OMN,1977,16524.197,0.0,16524.197
OMN,1978,18233.145,0.0,18233.145
OMN,1979,19902.557,0.0,19902.557
OMN,1980,16765.434,0.0,16765.436
OMN,1981,16760.375,0.0,16760.377
OMN,1982,20980.31,0.0,20980.31
OMN,1983,18553.486,0.0,18553.486
OMN,1984,25518.938,0.0,25518.938
OMN,1985,24806.822,0.0,24806.822
OMN,1986,21794.719,0.0,21794.72
OMN,1987,23109.654,0.0,23109.654
