iso_code;year_of_data;renewables_percentage;fossil_fuels_percentage
ARE;1981;0;100
ARE;1982;0;100
ARE;1983;0;100
ARE;1984;0;100
ARE;1985;0;100
ARE;1986;0;100
ARE;1987;0;100
ARE;1988;0;100
ARE;1989;0;100
ARE;1990;0;100
ARE;1991;0;100
ARE;1992;0;100
ARE;1993;0;100
ARE;1994;0;100
ARE;1995;0;100
ARE;1996;0;100
ARE;1997;0;100
ARE;1998;0;100
ARE;1999;0;100
ARE;2000;0;100
ARE;2001;0;100
ARE;2002;0;100
ARE;2003;0;100
ARE;2004;0;100
ARE;2005;0;100
ARE;2006;0;100
ARE;2007;0;100
ARE;2008;0;100
ARE;2009;0.0019;99.9981
ARE;2010;0.0053;99.9947
ARE;2011;0.0056;99.9944
ARE;2012;0.0062;99.9938
ARE;2013;0.0209;99.9791
ARE;2014;0.0769;99.9231
ARE;2015;0.0695;99.9305
ARE;2016;0.067;99.933
ARE;2017;0.1541;99.8459
ARE;2018;0.2738;99.7262
ARE;2019;0.7918;99.2082
ARE;2020;1.015;98.6391
GBR;1965;0.5888;97.5571
GBR;1966;0.5763;96.959
GBR;1967;0.6204;96.5427
GBR;1968;0.4564;96.4618
GBR;1969;0.3853;96.3073
GBR;1970;0.5258;96.5809
GBR;1971;0.3983;96.4797
GBR;1972;0.3926;96.3264
GBR;1973;0.4255;96.5959
GBR;1974;0.4752;95.7592
GBR;1975;0.4752;95.9203
GBR;1976;0.5503;95.2406
GBR;1977;0.4709;94.9555
GBR;1978;0.4821;95.2883
GBR;1979;0.4868;95.355
GBR;1980;0.491;95.0971
GBR;1981;0.5644;94.7821
GBR;1982;0.587;93.953
GBR;1983;0.5846;93.2408
GBR;1984;0.585;92.7365
GBR;1985;0.4892;92.2595
GBR;1986;0.574;92.6033
GBR;1987;0.5047;93.1054
GBR;1988;0.5812;92.175
GBR;1989;0.5676;91.2535
GBR;1990;0.6801;91.8823
GBR;1991;0.6104;91.5743
GBR;1992;0.7425;90.6951
GBR;1993;0.6676;89.4851
GBR;1994;0.8254;89.3272
GBR;1995;0.7896;89.3208
GBR;1996;0.6444;89.3182
GBR;1997;0.8253;88.5857
GBR;1998;0.9856;88.3946
GBR;1999;1.1056;88.6881
GBR;2000;1.1346;89.8068
GBR;2001;1.0857;89.4714
GBR;2002;1.2876;89.3644
GBR;2003;1.2342;89.5355
GBR;2004;1.6084;90.1627
GBR;2005;1.9247;89.826
GBR;2006;2.1163;90.2121
GBR;2007;2.4221;91.0133
GBR;2008;2.912;91.5545
GBR;2009;3.5454;88.8413
GBR;2010;3.6591;89.6925
GBR;2011;4.8911;87.3584
GBR;2012;5.4538;86.7807
GBR;2013;6.9547;85.2774
GBR;2014;8.8772;83.7398
GBR;2015;10.9766;81.0394
GBR;2016;11.0376;80.7834
GBR;2017;12.9482;79.0581
GBR;2018;14.5265;78.0914
GBR;2019;16.2415;77.2554
GBR;2020;20.079;73.4601
GBR;2021;17.9465;76.2784
USA;1965;4.3689;95.5555
USA;1966;4.1714;95.7205
USA;1967;4.5422;95.3129
USA;1968;4.331;95.4452
USA;1969;4.5989;95.1645
USA;1970;4.4008;95.2415
USA;1971;4.6145;94.7733
USA;1972;4.526;94.646
USA;1973;4.3548;94.4194
USA;1974;4.9029;93.3815
USA;1975;5.007;92.326
USA;1976;4.5527;92.646
USA;1977;3.5493;92.8645
USA;1978;4.3276;91.8072
USA;1979;4.2914;92.1778
USA;1980;4.4192;91.9664
USA;1981;4.3367;91.619
USA;1982;5.2567;90.3712
USA;1983;5.6848;89.7586
USA;1984;5.3344;89.8297
USA;1985;4.7658;89.5564
USA;1986;4.8984;89.0311
USA;1987;4.2148;89.3271
USA;1988;3.665;89.1853
USA;1989;4.3015;88.6863
USA;1990;4.7247;87.6537
USA;1991;4.7243;87.1714
USA;1992;4.2612;87.6713
USA;1993;4.5714;87.6353
USA;1994;4.2548;87.7147
USA;1995;4.7621;86.9746
USA;1996;5.0186;86.9719
USA;1997;5.1152;87.4779
USA;1998;4.6958;87.4169
USA;1999;4.5835;87.0392
USA;2000;4.0274;87.4899
USA;2001;3.4214;87.7742
USA;2002;4.0155;87.239
USA;2003;4.18;87.339
USA;2004;4.1015;87.3653
USA;2005;4.2192;87.3759
USA;2006;4.6789;86.8465
USA;2007;4.373;87.1164
USA;2008;5.0046;86.3292
USA;2009;5.8;85.2239
USA;2010;5.8406;85.4417
USA;2011;6.8973;84.5436
USA;2012;6.8863;84.6069
USA;2013;7.1346;84.4227
USA;2014;7.2629;84.3458
USA;2015;7.4687;84.1091
USA;2016;8.2851;83.2453
USA;2017;9.082;82.5371
USA;2018;8.9649;82.9757
USA;2019;9.3153;82.5741
USA;2020;10.5322;80.9475
USA;2021;10.656;81.38
UZB;1985;3.4389;96.5611
UZB;1986;2.9812;97.0188
UZB;1987;4.197;95.803
UZB;1988;4.4142;95.5858
UZB;1989;3.2772;96.7228
UZB;1990;3.7738;96.2262
UZB;1991;3.4651;96.5349
UZB;1992;3.8065;96.1935
UZB;1993;4.1461;95.8539
UZB;1994;4.1099;95.8901
UZB;1995;3.5992;96.4008
UZB;1996;3.6788;96.3212
UZB;1997;3.2915;96.7085
UZB;1998;3.2869;96.7131
UZB;1999;2.8664;97.1336
UZB;2000;2.8995;97.1005
UZB;2001;2.9386;97.0614
UZB;2002;2.9276;97.0724
UZB;2003;3.6697;96.3303
UZB;2004;3.3196;96.6804
UZB;2005;3.4995;96.5005
UZB;2006;3.1593;96.8407
UZB;2007;3.2355;96.7645
UZB;2008;2.329;97.671
UZB;2009;3.4479;96.5522
UZB;2010;4.2805;95.7195
UZB;2011;2.8236;97.1764
UZB;2012;3.2086;96.7914
UZB;2013;3.1335;96.8665
UZB;2014;2.9718;97.0282
UZB;2015;3.013;96.987
UZB;2016;3.5679;96.4321
UZB;2017;3.9723;96.0277
UZB;2018;2.927;97.073
UZB;2019;3.197;96.803
UZB;2020;2.5234;97.4766
UZB;2021;2.6507;97.3493
VEN;1965;2.1141;97.8859
VEN;1966;2.1339;97.8661
VEN;1967;2.3735;97.6265
VEN;1968;3.6947;96.3053
VEN;1969;4.2419;95.7581
VEN;1970;5.4062;94.5939
VEN;1971;6.9839;93.0161
VEN;1972;7.3789;92.6211
VEN;1973;6.6689;93.3311
VEN;1974;7.9817;92.0184
VEN;1975;8.8934;91.1066
VEN;1976;9.6335;90.3665
VEN;1977;9.9391;90.0609
VEN;1978;9.7823;90.2177
VEN;1979;10.3292;89.6708
VEN;1980;9.4545;90.5455
VEN;1981;9.4267;90.5733
VEN;1982;9.6881;90.3119
VEN;1983;11.1052;88.8948
VEN;1984;12.2057;87.7943
VEN;1985;13.2937;86.7063
VEN;1986;13.7451;86.2549
VEN;1987;16.8638;83.1362
VEN;1988;17.9538;82.0462
VEN;1989;18.0451;81.9549
VEN;1990;18.119;81.881
VEN;1991;21.6757;78.3244
VEN;1992;21.2556;78.7444
VEN;1993;21.5769;78.4231
VEN;1994;21.4697;78.5304
VEN;1995;20.9153;79.0847
VEN;1996;22.462;77.538
VEN;1997;22.5982;77.4018
VEN;1998;21.5517;78.4483
VEN;1999;22.5295;77.4705
VEN;2000;22.7238;77.2762
VEN;2001;20.8849;79.1151
VEN;2002;20.2037;79.7963
VEN;2003;21.8407;78.1593
VEN;2004;23.1304;76.8696
VEN;2005;24.5337;75.4663
VEN;2006;24.402;75.598
VEN;2007;23.4134;76.5866
VEN;2008;24.7594;75.2406
VEN;2009;24.4157;75.5843
VEN;2010;22.4845;77.5155
VEN;2011;23.652;76.348
VEN;2012;22.0791;77.9209
VEN;2013;21.7205;78.2795
VEN;2014;22.1821;77.8179
VEN;2015;20.7983;79.2017
VEN;2016;19.9467;80.0533
VEN;2017;21.94;78.06
VEN;2018;22.0389;77.9611
VEN;2019;22.6081;77.3919
VEN;2020;30.1394;69.8606
VEN;2021;28.4342;71.5658
VNM;1965;3.4133;96.5867
VNM;1966;2.2401;97.7599
VNM;1967;1.7923;98.2077
VNM;1968;1.9294;98.0707
VNM;1969;1.8377;98.1623
VNM;1970;1.9573;98.0427
VNM;1971;2.2463;97.7537
VNM;1972;1.593;98.407
VNM;1973;1.5022;98.4978
VNM;1974;2.0197;97.9803
VNM;1975;2.1631;97.8369
VNM;1976;4.1627;95.8373
VNM;1977;4.1918;95.8082
VNM;1978;5.388;94.612
VNM;1979;6.2493;93.7507
VNM;1980;8.1256;91.8744
VNM;1981;8.2105;91.7895
VNM;1982;7.9572;92.0428
VNM;1983;5.9675;94.0325
VNM;1984;7.7337;92.2663
VNM;1985;7.0842;92.9158
VNM;1986;6.2253;93.7747
VNM;1987;5.4386;94.5614
VNM;1988;7.041;92.959
VNM;1989;15.8312;84.1688
VNM;1990;20.5841;79.4159
VNM;1991;23.791;76.209
VNM;1992;24.9125;75.0875
VNM;1993;24.0399;75.9601
VNM;1994;24.9727;75.0273
VNM;1995;24.6089;75.3911
VNM;1996;24.3581;75.6419
VNM;1997;20.5276;79.4724
VNM;1998;18.065;81.935
VNM;1999;21.659;78.341
VNM;2000;20.0922;79.9078
VNM;2001;22.1021;77.8979
VNM;2002;20.0627;79.9374
VNM;2003;19.2977;80.7024
VNM;2004;14.764;85.236
VNM;2005;12.8467;87.1533
VNM;2006;16.6072;83.3928
VNM;2007;17.2023;82.7977
VNM;2008;16.0095;83.9905
VNM;2009;17.948;82.052
VNM;2010;14.7117;85.2883
VNM;2011;19.0275;80.9726
VNM;2012;23.3888;76.6111
VNM;2013;23.8775;76.1225
VNM;2014;23.074;76.926
VNM;2015;18.5845;81.4155
VNM;2016;19.1819;80.8181
VNM;2017;24.2083;75.7917
VNM;2018;20.7618;79.2382
VNM;2019;15.8911;84.1089
VNM;2020;19.1367;80.8633
VNM;2021;22.7344;77.2656
