iso_code;year_of_data;renewables_percentage;fossil_fuels_percentage
CZE;1972;0.6712;99.3288
CZE;1973;0.5706;99.4294
CZE;1974;0.95;99.05
CZE;1975;0.9102;99.0898
CZE;1976;0.7059;99.2941
CZE;1977;0.9297;99.0703
CZE;1978;0.853;99.147
CZE;1979;1.0576;98.9424
CZE;1980;1.1426;98.8574
CZE;1981;0.989;99.011
CZE;1982;0.8109;99.1891
CZE;1983;0.8023;99.1047
CZE;1984;0.6089;98.8333
CZE;1985;0.7824;98.1405
CZE;1986;0.8687;96.3989
CZE;1987;1.1158;94.2361
CZE;1988;0.946;93.9439
CZE;1989;0.7639;93.6958
CZE;1990;0.6279;92.8407
CZE;1991;0.6471;92.4353
CZE;1992;0.8584;91.9406
CZE;1993;0.9921;91.5208
CZE;1994;1.1369;90.9519
CZE;1995;1.4834;91.3413
CZE;1996;1.343;91.3562
CZE;1997;1.3686;91.2035
CZE;1998;1.2817;90.646
CZE;1999;1.5926;89.8526
CZE;2000;1.4434;90.2828
CZE;2001;1.5818;89.7412
CZE;2002;1.8194;87.2472
CZE;2003;1.0857;84.7846
CZE;2004;1.4602;84.6693
CZE;2005;1.7224;85.1895
CZE;2006;1.9476;84.5799
CZE;2007;1.9151;84.4822
CZE;2008;2.1536;83.6593
CZE;2009;2.7963;81.9489
CZE;2010;3.3555;81.6016
CZE;2011;4.2727;80.1274
CZE;2012;4.7927;78.6025
CZE;2013;5.6041;77.3446
CZE;2014;5.6454;77.1615
CZE;2015;5.8992;78.6338
CZE;2016;5.9458;79.9647
CZE;2017;5.8156;78.5261
CZE;2018;5.6855;77.8763
CZE;2019;6.1152;77.0476
CZE;2020;6.691;75.2043
CZE;2021;6.4978;76.0435
DNK;1965;0.0445;99.9555
DNK;1966;0.0407;99.9593
DNK;1967;0.0389;99.9611
DNK;1968;0.0313;99.9688
DNK;1969;0.0285;99.9715
DNK;1970;0.0292;99.9708
DNK;1971;0.0309;99.9691
DNK;1972;0.0293;99.9707
DNK;1973;0.0303;99.9697
DNK;1974;0.0333;99.9667
DNK;1975;0.0295;99.9705
DNK;1976;0.0243;99.9757
DNK;1977;0.0326;99.9675
DNK;1978;0.037;99.963
DNK;1979;0.0433;99.9567
DNK;1980;0.0566;99.9434
DNK;1981;0.065;99.935
DNK;1982;0.0722;99.9278
DNK;1983;0.1497;99.8503
DNK;1984;0.1515;99.8485
DNK;1985;0.1629;99.8371
DNK;1986;0.2779;99.7221
DNK;1987;0.3707;99.6293
DNK;1988;0.5722;99.4278
DNK;1989;0.8869;99.1131
DNK;1990;1.2665;98.7335
DNK;1991;1.4588;98.5412
DNK;1992;2.0409;97.9591
DNK;1993;2.362;97.638
DNK;1994;2.1321;97.8679
DNK;1995;2.3133;97.6867
DNK;1996;2.1877;97.8123
DNK;1997;3.3809;96.6191
DNK;1998;4.6758;95.3242
DNK;1999;5.3891;94.6109
DNK;2000;7.0957;92.9043
DNK;2001;7.4025;92.5975
DNK;2002;8.587;91.4131
DNK;2003;9.4628;90.5372
DNK;2004;11.7291;88.2709
DNK;2005;12.4888;87.5112
DNK;2006;10.6108;89.3716
DNK;2007;12.4225;87.5499
DNK;2008;12.6056;87.3644
DNK;2009;13.3284;86.6214
DNK;2010;15.6511;84.2107
DNK;2011;18.6467;80.6718
DNK;2012;20.9341;77.852
DNK;2013;21.3783;77.4509
DNK;2014;24.6337;74.1091
DNK;2015;26.6599;72.0506
DNK;2016;25.7135;72.9995
DNK;2017;30.3011;68.4044
DNK;2018;29.1544;69.5465
DNK;2019;32.7957;65.8094
DNK;2020;37.2725;61.0269
DNK;2021;39.2496;59.0656
ECU;1965;8.5052;91.4948
ECU;1966;9.2482;90.7518
ECU;1967;9.4171;90.5829
ECU;1968;8.331;91.669
ECU;1969;8.7017;91.2983
ECU;1970;8.1065;91.8935
ECU;1971;8.0158;91.9842
ECU;1972;7.759;92.241
ECU;1973;7.0862;92.9138
ECU;1974;6.9781;93.0219
ECU;1975;8.6539;91.3461
ECU;1976;7.5725;92.4275
ECU;1977;5.8733;94.1267
ECU;1978;7.9601;92.04
ECU;1979;6.8518;93.1482
ECU;1980;6.6425;93.3575
ECU;1981;5.3501;94.6499
ECU;1982;5.5937;94.4063
ECU;1983;10.9821;89.0179
ECU;1984;18.5375;81.4625
ECU;1985;15.9033;84.0967
ECU;1986;18.5639;81.4361
ECU;1987;20.5168;79.4833
ECU;1988;18.7593;81.2407
ECU;1989;18.6735;81.3265
ECU;1990;18.2084;81.7916
ECU;1991;16.7818;83.2182
ECU;1992;16.5283;83.4716
ECU;1993;18.6276;81.3724
ECU;1994;19.351;80.649
ECU;1995;16.0936;83.9064
ECU;1996;17.3819;82.6181
ECU;1997;16.0716;83.9284
ECU;1998;15.9201;84.0799
ECU;1999;19.2519;80.7481
ECU;2000;21.6139;78.3861
ECU;2001;19.6924;80.3077
ECU;2002;21.0952;78.9048
ECU;2003;19.5334;80.4666
ECU;2004;18.7349;81.2651
ECU;2005;16.5966;83.4034
ECU;2006;16.2516;83.7484
ECU;2007;19.5573;80.4427
ECU;2008;22.6175;77.3825
ECU;2009;18.9292;81.0708
ECU;2010;15.9365;84.0442
ECU;2011;19.1988;80.7874
ECU;2012;19.8401;80.1421
ECU;2013;17.3775;82.6053
ECU;2014;17.2761;82.6951
ECU;2015;19.6402;80.3103
ECU;2016;23.628;76.3016
ECU;2017;28.3359;71.544
ECU;2018;27.3869;72.5132
ECU;2019;31.769;68.1038
ECU;2020;36.0358;63.7672
ECU;2021;32.3542;67.4402
EGY;1965;5.5879;94.4121
EGY;1966;5.595;94.405
EGY;1967;7.0416;92.9584
EGY;1968;9.9568;90.0432
EGY;1969;16.0824;83.9176
EGY;1970;15.1646;84.8354
EGY;1971;15.878;84.122
EGY;1972;14.6357;85.3643
EGY;1973;15.4581;84.542
EGY;1974;16.1431;83.8569
EGY;1975;16.1606;83.8394
EGY;1976;15.9236;84.0764
EGY;1977;16.571;83.429
EGY;1978;17.2371;82.7629
EGY;1979;15.2675;84.7325
EGY;1980;13.694;86.306
EGY;1981;12.5263;87.4737
EGY;1982;11.533;88.467
EGY;1983;9.9804;90.0196
EGY;1984;8.9796;91.0204
EGY;1985;8.2258;91.7742
EGY;1986;7.8884;92.1116
EGY;1987;7.437;92.563
EGY;1988;7.2144;92.7856
EGY;1989;7.354;92.646
EGY;1990;7.5209;92.4791
EGY;1991;7.3963;92.6037
EGY;1992;7.3807;92.6193
EGY;1993;7.5954;92.4046
EGY;1994;7.6768;92.3232
EGY;1995;7.5589;92.4411
EGY;1996;7.3618;92.6382
EGY;1997;7.2438;92.7562
EGY;1998;7.1542;92.8458
EGY;1999;7.4092;92.5909
EGY;2000;7.4161;92.5839
EGY;2001;7.2259;92.7741
EGY;2002;6.7958;93.2042
EGY;2003;5.9377;94.0623
EGY;2004;5.6346;94.3654
EGY;2005;5.3857;94.6143
EGY;2006;5.1723;94.8277
EGY;2007;5.3632;94.6368
EGY;2008;5.4142;94.5858
EGY;2009;4.8006;95.1994
EGY;2010;4.4617;95.5383
EGY;2011;4.3315;95.6685
EGY;2012;4.1803;95.8197
EGY;2013;4.1772;95.8228
EGY;2014;4.1817;95.8183
EGY;2015;4.3289;95.6711
EGY;2016;4.1315;95.8685
EGY;2017;3.87;96.13
EGY;2018;4.0554;95.9446
EGY;2019;5.1699;94.8301
EGY;2020;6.5646;93.4354
EGY;2021;6.2306;93.7694
EST;1985;0;100
EST;1986;0;100
EST;1987;0;100
EST;1988;0;100
EST;1989;0;100
EST;1990;0;100
EST;1991;0;100
EST;1992;0;100
EST;1993;0;100
EST;1994;0;100
EST;1995;0.0308;99.9692
EST;1996;0.0242;99.9758
EST;1997;0.0393;99.9607
EST;1998;0.0657;99.9343
EST;1999;0.0933;99.9067
EST;2000;0.1017;99.8983
EST;2001;0.0963;99.9037
EST;2002;0.1871;99.8129
EST;2003;0.2203;99.7797
EST;2004;0.2874;99.7126
EST;2005;0.5005;99.4968
EST;2006;0.594;99.3863
EST;2007;0.589;99.4031
EST;2008;0.8455;99.0849
EST;2009;2.7872;97.179
EST;2010;4.392;95.4867
EST;2011;4.9312;94.9974
EST;2012;6.1258;93.8134
EST;2013;4.712;95.2399
EST;2014;5.5141;94.4054
EST;2015;6.579;93.3775
EST;2016;6.4272;93.5411
EST;2017;6.8303;93.133
EST;2018;7.5073;92.2359
EST;2019;9.913;89.606
EST;2020;14.1384;85.1436
EST;2021;14.325;85.0279
FIN;1965;23.9666;76.0334
FIN;1966;23.3669;76.6331
FIN;1967;24.8732;75.1268
FIN;1968;20.6728;79.3272
FIN;1969;15.6804;84.3196
FIN;1970;15.499;84.501
FIN;1971;16.9272;83.0728
FIN;1972;15.6031;84.3969
FIN;1973;14.4315;85.5685
FIN;1974;18.0643;81.9357
FIN;1975;17.0897;82.9103
FIN;1976;12.5146;87.4854
FIN;1977;15.2027;81.6333
FIN;1978;11.7824;84.4779
FIN;1979;12.0914;80.763
FIN;1980;11.4153;81.108
FIN;1981;15.1092;69.4273
FIN;1982;14.6664;67.4211
FIN;1983;15.3647;65.5313
FIN;1984;14.3837;66.0954
FIN;1985;12.7642;68.4413
FIN;1986;12.6759;68.7246
FIN;1987;13.406;68.4019
FIN;1988;13.0705;68.7036
FIN;1989;12.6906;69.5917
FIN;1990;15.0446;68.1854
FIN;1991;16.6437;66.715
FIN;1992;18.3676;65.1516
FIN;1993;17.7277;65.3645
FIN;1994;15.9166;68.3821
FIN;1995;17.8513;65.8556
FIN;1996;15.4621;68.501
FIN;1997;17.179;65.8076
FIN;1998;20.3008;62.5115
FIN;1999;17.99;63.581
FIN;2000;19.7028;62.3679
FIN;2001;17.7167;64.6219
FIN;2002;16.2649;66.6445
FIN;2003;14.5937;69.2257
FIN;2004;19.5092;64.3572
FIN;2005;19.4637;62.4504
FIN;2006;17.5349;65.9887
FIN;2007;18.8691;64.3373
FIN;2008;22.4278;60.613
FIN;2009;19.1805;62.1813
FIN;2010;19.6471;63.8477
FIN;2011;20.9555;61.3315
FIN;2012;24.9755;57.0892
FIN;2013;22.6479;59.1096
FIN;2014;24.7282;56.5082
FIN;2015;28.1377;53.417
FIN;2016;26.5867;55.4005
FIN;2017;28.7075;53.6012
FIN;2018;28.6416;53.864
FIN;2019;29.2146;52.1476
FIN;2020;33.1685;47.9249
FIN;2021;34.6113;46.7897
FRA;1965;10.585;89.2207
FRA;1966;11.6024;88.1025
FRA;1967;9.5372;90.05
FRA;1968;10.0929;89.3261
FRA;1969;9.6342;89.7506
FRA;1970;9.5374;89.5639
FRA;1971;7.9428;90.6452
FRA;1972;7.4463;90.4878
FRA;1973;6.7091;91.3674
FRA;1974;8.0162;90.0306
FRA;1975;9.0531;88.375
FRA;1976;6.8997;91.0112
FRA;1977;10.5951;87.0605
FRA;1978;9.1095;87.0818
FRA;1979;8.6117;86.5337
FRA;1980;9.1144;83.3526
FRA;1981;9.5518;77.368
FRA;1982;9.7052;76.2501
FRA;1983;9.3256;72.5239
FRA;1984;8.5545;68.1688
FRA;1985;7.8878;65.7063
FRA;1986;7.7648;63.0137
FRA;1987;8.5846;61.4431
FRA;1988;9.1743;60.1343
FRA;1989;5.5997;60.9544
FRA;1990;6.2226;60.2462
FRA;1991;6.2665;60.4546
FRA;1992;7.3992;58.8908
FRA;1993;6.9689;56.3655
FRA;1994;8.5635;55.1398
FRA;1995;7.8239;55.0221
FRA;1996;6.8829;55.3843
FRA;1997;6.8039;55.1224
FRA;1998;6.4702;57.0139
FRA;1999;7.3889;56.151
FRA;2000;6.7446;55.3439
FRA;2001;7.4054;54.8556
FRA;2002;6.1756;54.5286
FRA;2003;5.9622;55.0105
FRA;2004;5.9703;54.9411
FRA;2005;5.3653;55.2781
FRA;2006;5.9697;54.7221
FRA;2007;6.6387;54.5262
FRA;2008;7.6323;53.9183
FRA;2009;7.7065;54.5598
FRA;2010;8.2203;53.7064
FRA;2011;7.1855;52.1702
FRA;2012;9.1374;52.039
FRA;2013;10.4594;51.5137
FRA;2014;10.4593;48.8951
FRA;2015;10.1474;49.5991
FRA;2016;10.9752;51.5101
FRA;2017;10.4373;52.4417
FRA;2018;12.1325;50.306
FRA;2019;12.3849;50.6737
FRA;2020;14.7887;48.9667
FRA;2021;13.671;49.8715
DEU;1965;1.6145;98.3743
DEU;1966;1.7416;98.2331
DEU;1967;1.6583;98.2247
DEU;1968;1.5761;98.2658
DEU;1969;1.1858;98.4046
DEU;1970;1.5171;97.9726
DEU;1971;1.1797;98.3362
DEU;1972;1.122;98.1614
DEU;1973;1.2137;97.9248
DEU;1974;1.4189;97.534
DEU;1975;1.4353;96.7453
DEU;1976;1.1209;96.793
DEU;1977;1.3967;95.682
DEU;1978;1.409;95.5929
DEU;1979;1.3454;95.284
DEU;1980;1.4782;94.801
DEU;1981;1.574;93.8986
DEU;1982;1.6179;93.0526
DEU;1983;1.4993;92.9886
DEU;1984;1.4372;91.4593
DEU;1985;1.3216;89.509
DEU;1986;1.4105;89.887
DEU;1987;1.5095;89.119
DEU;1988;1.5009;88.1646
DEU;1989;1.3992;87.8327
DEU;1990;1.3369;88.3421
DEU;1991;1.271;88.5045
DEU;1992;1.5205;87.2408
DEU;1993;1.5835;87.5044
DEU;1994;1.7396;87.4103
DEU;1995;1.8892;87.11
DEU;1996;1.6824;87.1487
DEU;1997;1.8035;86.2723
DEU;1998;1.9706;86.6219
DEU;1999;2.2276;85.6018
DEU;2000;2.8871;85.0457
DEU;2001;2.9412;85.1723
DEU;2002;3.5386;84.9524
DEU;2003;3.642;84.9042
DEU;2004;4.5166;83.9626
DEU;2005;5.2084;83.4863
DEU;2006;6.0263;82.7252
DEU;2007;7.6538;82.5522
DEU;2008;7.8176;81.9863
DEU;2009;8.4543;81.752
DEU;2010;8.7925;81.4766
DEU;2011;10.567;81.7302
DEU;2012;11.8997;81.1439
DEU;2013;12.0633;81.3594
DEU;2014;13.2788;79.9116
DEU;2015;14.8235;78.8989
DEU;2016;14.6073;79.7316
DEU;2017;16.1962;78.7936
DEU;2018;17.085;77.8275
DEU;2019;18.7683;76.0929
DEU;2020;21.1228;74.15
DEU;2021;19.4531;75.6131
GRC;1965;2.9926;97.0074
GRC;1966;5.9037;94.0963
GRC;1967;5.1454;94.8546
GRC;1968;4.0803;95.9197
GRC;1969;5.8026;94.1974
GRC;1970;6.6986;93.3014
GRC;1971;5.6566;94.3434
GRC;1972;5.09;94.91
GRC;1973;3.6736;96.3264
GRC;1974;3.9672;96.0329
GRC;1975;3.0049;96.9951
GRC;1976;2.5362;97.4638
GRC;1977;2.5016;97.4984
GRC;1978;3.8219;96.1781
GRC;1979;5.1935;94.8065
GRC;1980;5.0065;94.9935
GRC;1981;5.1265;94.8735
GRC;1982;5.2865;94.7135
GRC;1983;3.4545;96.5455
GRC;1984;4.0466;95.9534
GRC;1985;3.7546;96.2454
GRC;1986;4.321;95.679
GRC;1987;3.397;96.603
GRC;1988;2.7383;97.2617
GRC;1989;2.0288;97.9712
GRC;1990;1.8227;98.1773
GRC;1991;3.1459;96.8541
GRC;1992;2.2052;97.7948
GRC;1993;2.2926;97.7074
GRC;1994;2.5513;97.4487
GRC;1995;3.3268;96.6732
GRC;1996;3.9913;96.0087
GRC;1997;3.4691;96.5309
GRC;1998;3.1588;96.8412
GRC;1999;3.9641;96.0359
GRC;2000;3.2847;96.7153
GRC;2001;2.296;97.704
GRC;2002;2.7832;97.2168
GRC;2003;4.2976;95.7024
GRC;2004;4.2912;95.7088
GRC;2005;4.6003;95.3997
GRC;2006;5.322;94.5506
GRC;2007;3.1137;96.6559
GRC;2008;3.9871;95.821
GRC;2009;5.8433;93.9316
GRC;2010;7.8246;91.7882
GRC;2011;6.1592;93.5124
GRC;2012;8.1029;91.4766
GRC;2013;12.0955;87.406
GRC;2014;10.8598;88.5634
GRC;2015;13.0083;86.3916
GRC;2016;13.2252;86.1361
GRC;2017;14.0156;85.247
GRC;2018;13.4552;85.9314
GRC;2019;13.6942;85.5802
GRC;2020;16.7077;82.4291
GRC;2021;19.3917;79.8361
HKG;1965;0;100
HKG;1966;0;100
HKG;1967;0;100
HKG;1968;0;100
HKG;1969;0;100
HKG;1970;0;100
HKG;1971;0;100
HKG;1972;0;100
HKG;1973;0;100
HKG;1974;0;100
HKG;1975;0;100
HKG;1976;0;100
HKG;1977;0;100
HKG;1978;0;100
HKG;1979;0;100
HKG;1980;0;100
HKG;1981;0;100
HKG;1982;0;100
HKG;1983;0;100
HKG;1984;0;100
HKG;1985;0;100
HKG;1986;0;100
HKG;1987;0;100
HKG;1988;0;100
HKG;1989;0;100
HKG;1990;0;100
HKG;1991;0;100
HKG;1992;0;100
HKG;1993;0;100
HKG;1994;0;100
HKG;1995;0;100
HKG;1996;0;100
HKG;1997;0;100
HKG;1998;0;100
HKG;1999;0;100
HKG;2000;0;100
HKG;2001;0;100
HKG;2002;0;100
HKG;2003;0;100
HKG;2004;0;100
HKG;2005;0;100
HKG;2006;0.0007;99.9993
HKG;2007;0.0008;99.9992
HKG;2008;0.0008;99.9992
HKG;2009;0.001;99.999
HKG;2010;0.0405;99.9462
HKG;2011;0.0449;99.8623
HKG;2012;0.0449;99.9383
HKG;2013;0.0386;99.914
HKG;2014;0.0466;99.9275
HKG;2015;0.0597;99.9151
HKG;2016;0.0655;99.8977
HKG;2017;0.0627;99.8859
HKG;2018;0.0641;99.8765
HKG;2019;0.0746;99.8509
HKG;2020;0.1007;99.7798
HKG;2021;0.1087;99.735
HUN;1965;0.1199;99.8801
HUN;1966;0.1577;99.8423
HUN;1967;0.1355;99.8645
HUN;1968;0.1418;99.8582
HUN;1969;0.1413;99.8587
HUN;1970;0.1215;99.8785
HUN;1971;0.1284;99.8716
HUN;1972;0.1425;99.8575
HUN;1973;0.1208;99.8792
HUN;1974;0.094;99.906
HUN;1975;0.1787;99.8213
HUN;1976;0.1693;99.8307
HUN;1977;0.1454;99.8546
HUN;1978;0.1259;99.8741
HUN;1979;0.1345;99.8655
HUN;1980;0.1029;99.8971
HUN;1981;0.1559;99.8441
HUN;1982;0.1469;99.8531
HUN;1983;0.1457;97.6229
HUN;1984;0.1657;96.5261
HUN;1985;0.1375;94.3472
HUN;1986;0.1372;93.5143
HUN;1987;0.1442;90.8633
HUN;1988;0.1476;88.5872
HUN;1989;0.1416;87.9107
HUN;1990;0.1797;87.7636
HUN;1991;0.2155;86.8785
HUN;1992;0.2121;86.102
HUN;1993;0.2188;85.861
HUN;1994;0.2186;85.7225
HUN;1995;0.2304;85.8911
HUN;1996;0.2641;85.9656
HUN;1997;0.2834;85.8156
HUN;1998;0.2245;86.0997
HUN;1999;0.2573;85.8857
HUN;2000;0.2619;85.3789
HUN;2001;0.2693;85.8557
HUN;2002;0.2477;85.9863
HUN;2003;0.3592;88.8638
HUN;2004;1.0115;87.5846
HUN;2005;1.9107;85.7694
HUN;2006;1.5408;86.3337
HUN;2007;1.9637;84.6576
HUN;2008;2.4882;83.3688
HUN;2009;3.3081;80.8107
HUN;2010;3.3563;80.799
HUN;2011;3.0737;80.8218
HUN;2012;3.1865;79.5578
HUN;2013;3.5506;78.9037
HUN;2014;4.0122;78.0049
HUN;2015;3.8928;79.0061
HUN;2016;3.8304;79.1876
HUN;2017;3.8642;80.1725
HUN;2018;4.1346;80.325
HUN;2019;4.9455;79.2232
HUN;2020;5.8162;78.04
HUN;2021;6.8196;77.7909
ISL;1965;24.984;75.016
ISL;1966;23.2;76.8
ISL;1967;24.9372;75.0628
ISL;1968;24.3706;75.6294
ISL;1969;30.6254;69.3743
ISL;1970;41.6893;58.3106
ISL;1971;41.7073;58.2927
ISL;1972;42.6058;57.3942
ISL;1973;45.067;54.9329
ISL;1974;47.4472;52.5527
ISL;1975;48.5628;51.4372
ISL;1976;50.0199;49.9801
ISL;1977;50.6087;49.3913
ISL;1978;50.1491;49.8509
ISL;1979;52.4778;47.5222
ISL;1980;55.9543;44.0457
ISL;1981;56.7724;43.2276
ISL;1982;61.4704;38.5296
ISL;1983;62.7485;37.2515
ISL;1984;62.0473;37.9527
ISL;1985;61.4718;38.5282
ISL;1986;62.1456;37.8544
ISL;1987;61.6326;38.3674
ISL;1988;62.109;37.891
ISL;1989;60.8405;39.1595
ISL;1990;60.3336;39.6664
ISL;1991;61.5458;38.4542
ISL;1992;60.9995;39.0005
ISL;1993;61.0594;38.9406
ISL;1994;61.0549;38.9451
ISL;1995;61.593;38.407
ISL;1996;59.8211;40.1789
ISL;1997;62.2605;37.7395
ISL;1998;64.603;35.397
ISL;1999;67.3735;32.6265
ISL;2000;67.8052;32.1948
ISL;2001;69.6402;30.3598
ISL;2002;69.7559;30.2441
ISL;2003;69.6816;30.3184
ISL;2004;68.8962;31.1038
ISL;2005;68.6493;31.3507
ISL;2006;70.9183;29.0817
ISL;2007;74.3017;25.6983
ISL;2008;81.1516;18.8484
ISL;2009;82.5026;17.4974
ISL;2010;83.0763;16.9237
ISL;2011;83.274;16.7235
ISL;2012;83.5405;16.4564
ISL;2013;83.0919;16.865
ISL;2014;82.7479;17.1713
ISL;2015;81.8025;17.9717
ISL;2016;79.914;19.8352
ISL;2017;78.8193;20.9172
ISL;2018;77.965;21.7291
ISL;2019;80.0972;19.5863
ISL;2020;86.8366;12.8047
ISL;2021;86.8745;\N
IND;1965;9.1495;90.8506
IND;1966;9.2707;90.7293
IND;1967;10.0586;89.9414
IND;1968;10.8575;89.1425
IND;1969;10.874;88.8625
IND;1970;11.7841;87.7299
IND;1971;12.4268;87.226
IND;1972;11.4631;88.2233
IND;1973;11.9575;87.393
IND;1974;10.8609;88.5746
IND;1975;12.0677;87.3066
IND;1976;12.0368;87.2239
IND;1977;12.4159;87.0969
IND;1978;14.8183;84.609
IND;1979;13.5403;85.8968
IND;1980;13.4531;85.9768
IND;1981;12.9482;86.5332
IND;1982;11.0351;88.5069
IND;1983;10.1109;89.2679
IND;1984;10.5761;88.6603
IND;1985;9.6708;89.5218
IND;1986;9.1676;89.9922
IND;1987;8.0307;91.1318
IND;1988;8.2299;90.8914
IND;1989;8.7423;90.7253
IND;1990;8.5428;90.6685
IND;1991;9.0299;90.3374
IND;1992;8.1406;91.1476
IND;1993;8.0359;91.2887
IND;1994;8.6672;90.8238
IND;1995;7.6868;91.584
IND;1996;6.7896;92.4368
IND;1997;6.5709;92.5503
IND;1998;7.3818;91.6828
IND;1999;7.1246;91.8579
IND;2000;6.3763;92.4237
IND;2001;5.9925;92.5852
IND;2002;5.7318;92.866
IND;2003;5.6241;93.1151
IND;2004;7.4608;91.1872
IND;2005;6.8943;92.0476
IND;2006;7.7062;91.3011
IND;2007;7.8556;91.225
IND;2008;7.2571;92.0057
IND;2009;6.4736;92.7758
IND;2010;6.5837;92.4357
IND;2011;7.5013;91.2161
IND;2012;6.7273;92.0356
IND;2013;7.3297;91.4761
IND;2014;7.3443;91.4996
IND;2015;7.1846;91.5826
IND;2016;7.0114;91.8267
IND;2017;7.5119;91.39
IND;2018;7.9128;91.0166
IND;2019;8.8496;89.9461
IND;2020;9.73;89.0126
IND;2021;9.3109;89.5686
IDN;1965;6.3859;93.6141
IDN;1966;8.3646;91.6354
IDN;1967;9.5058;90.4942
IDN;1968;11.0101;88.9899
IDN;1969;10.2019;89.7981
IDN;1970;11.5707;88.4293
IDN;1971;4.0012;95.9989
IDN;1972;3.3738;96.6262
IDN;1973;3.7744;96.2256
IDN;1974;3.9023;96.0977
IDN;1975;3.3421;96.6579
IDN;1976;1.8672;98.1328
IDN;1977;2.3478;97.6522
IDN;1978;1.4906;98.5094
IDN;1979;1.4563;98.5437
IDN;1980;1.2272;98.7728
IDN;1981;1.1407;98.8593
IDN;1982;1.2205;98.7796
IDN;1983;1.7324;98.2676
IDN;1984;1.7181;98.2819
IDN;1985;1.9809;98.0191
IDN;1986;2.9868;97.0132
IDN;1987;2.9112;97.0888
IDN;1988;3.029;96.971
IDN;1989;3.4081;96.5919
IDN;1990;3.7319;96.2681
IDN;1991;3.8125;96.1875
IDN;1992;4.4085;95.5915
IDN;1993;3.8477;96.1523
IDN;1994;3.5212;96.4788
IDN;1995;3.5393;96.4607
IDN;1996;3.5088;96.4912
IDN;1997;2.4773;97.5227
IDN;1998;4.0149;95.9851
IDN;1999;3.8525;96.1475
IDN;2000;3.7336;96.2664
IDN;2001;4.1124;95.8876
IDN;2002;3.6838;96.3162
IDN;2003;3.2211;96.7789
IDN;2004;3.426;96.574
IDN;2005;3.5274;96.4726
IDN;2006;3.2203;96.7797
IDN;2007;3.3706;96.6294
IDN;2008;3.5865;96.4135
IDN;2009;3.6552;96.3448
IDN;2010;4.3262;95.6738
IDN;2011;3.3886;96.6114
IDN;2012;3.4714;96.5286
IDN;2013;4.3306;95.6694
IDN;2014;4.4786;95.5214
IDN;2015;3.793;96.207
IDN;2016;5.479;94.521
IDN;2017;5.2838;94.7162
IDN;2018;7.3935;92.6065
IDN;2019;7.8703;92.1297
IDN;2020;9.8601;90.1399
IDN;2021;10.3857;89.6143
IRN;1965;5.2251;94.7749
IRN;1966;5.1515;94.8485
IRN;1967;5.0412;94.9588
IRN;1968;4.9317;95.0683
IRN;1969;4.8371;95.1629
IRN;1970;4.4153;95.5847
IRN;1971;4.3326;95.6674
IRN;1972;5.0189;94.9811
IRN;1973;3.5577;96.4423
IRN;1974;3.4556;96.5444
IRN;1975;3.114;96.886
IRN;1976;3.0952;96.9048
IRN;1977;2.825;97.175
IRN;1978;4.526;95.474
IRN;1979;3.6343;96.3657
IRN;1980;4.0647;95.9353
IRN;1981;4.4219;95.5781
IRN;1982;4.1112;95.8888
IRN;1983;3.3885;96.6115
IRN;1984;2.9318;97.0682
IRN;1985;2.7088;97.2912
IRN;1986;3.4556;96.5444
IRN;1987;3.5735;96.4265
IRN;1988;3.6968;96.3032
IRN;1989;2.761;97.239
IRN;1990;2.6902;97.3098
IRN;1991;1.8836;98.1164
IRN;1992;2.7959;97.2041
IRN;1993;3.4578;96.5422
IRN;1994;2.0215;97.9785
IRN;1995;2.3263;97.6737
IRN;1996;2.2646;97.7354
IRN;1997;1.4811;98.5189
IRN;1998;1.7921;98.2079
IRN;1999;1.1499;98.8501
IRN;2000;0.8083;99.1917
IRN;2001;0.8182;99.1818
IRN;2002;1.4433;98.5567
IRN;2003;1.6838;98.3162
IRN;2004;1.8843;98.1157
IRN;2005;2.1426;97.8574
IRN;2006;2.5007;97.4993
IRN;2007;2.2706;97.7294
IRN;2008;0.9236;99.0764
IRN;2009;0.8137;99.1863
IRN;2010;1.1951;98.8049
IRN;2011;1.1898;98.799
IRN;2012;1.3723;98.4785
IRN;2013;1.5257;98.0552
IRN;2014;1.4402;98.1787
IRN;2015;1.3088;98.3639
IRN;2016;1.4465;97.9778
IRN;2017;1.5621;97.8475
IRN;2018;0.9227;98.5148
IRN;2019;2.8368;96.6661
IRN;2020;1.9644;97.558
IRN;2021;1.2904;98.4474
IRQ;1965;0.9089;99.0911
IRQ;1966;1.0816;98.9184
IRQ;1967;1.2242;98.7759
IRQ;1968;1.3923;98.6077
IRQ;1969;1.3289;98.6711
IRQ;1970;1.3016;98.6984
IRQ;1971;1.3799;98.6201
IRQ;1972;1.178;98.822
IRQ;1973;1.7372;98.2628
IRQ;1974;2.4466;97.5534
IRQ;1975;2.5799;97.4201
IRQ;1976;2.0428;97.9572
IRQ;1977;2.4061;97.5939
IRQ;1978;3.0568;96.9432
IRQ;1979;3.528;96.472
IRQ;1980;2.0129;97.9871
IRQ;1981;1.9037;98.0963
IRQ;1982;1.808;98.192
IRQ;1983;1.574;98.426
IRQ;1984;1.4442;98.5558
IRQ;1985;1.2591;98.7409
IRQ;1986;1.0752;98.9248
IRQ;1987;3.9494;96.0506
IRQ;1988;3.4106;96.5894
IRQ;1989;3.0039;96.9961
