isoCode;date;Generation from Renewables (TWh);Generation from Fossil Fuels (TWh);Total Generation (TWh)
TUR;2005;39,74;121,81;161,55
TUR;2006;44,52;131,65;176,17
TUR;2007;36,46;154,95;191,41
TUR;2008;34,42;163,89;198,31
TUR;2009;38,15;156,58;194,73
TUR;2010;55,72;155,34;211,06
TUR;2011;58,09;171,19;229,28
TUR;2012;65,21;174,17;239,38
TUR;2013;69,22;170,65;239,87
TUR;2014;52,62;199;251,62
TUR;2015;83,65;177,64;261,29
TUR;2016;90,24;183,45;273,69
TUR;2017;87,24;209,19;296,43
TUR;2018;97,77;206,09;303,86
TUR;2019;132,26;170,53;302,79
TUR;2020;128,34;177,08;305,42
TUR;2021;117,04;214,24;331,28
TKM;1990;0,003;;14,61
TKM;1991;0,003;;14,9535
TKM;1992;0,0042;;13,1828
TKM;1993;0,005;;12,6368
TKM;1994;0,004;;10,52
TKM;1995;0,004;;9,905
TKM;1996;0,005;;10,13
TKM;1997;0,005;;9,498
TKM;1998;0,006;;9,416
TKM;1999;0,005;;8,86
TKM;2000;0;9,25;9,25
TKM;2001;0;9,97;9,97
TKM;2002;0;10,05;10,05
TKM;2003;0;10,15;10,15
TKM;2004;0;11,2;11,2
TKM;2005;0;12,05;12,05
TKM;2006;0;12,83;12,83
TKM;2007;0;13,98;13,98
TKM;2008;0;14,13;14,13
TKM;2009;0;15,03;15,03
TKM;2010;0;15,66;15,66
TKM;2011;0;16,19;16,19
TKM;2012;0;16,69;16,69
TKM;2013;0;17,73;17,73
TKM;2014;0;19,18;19,18
TKM;2015;0;21,18;21,18
TKM;2016;0;21,18;21,18
TKM;2017;0;21,18;21,18
TKM;2018;0;21,18;21,18
TKM;2019;0;21,18;21,18
TKM;2020;0;20,12;20,12
TKM;2021;0;21,4;21,4
TCA;2000;0;0,07;0,07
TCA;2001;0;0,08;0,08
TCA;2002;0;0,1;0,1
TCA;2003;0;0,1;0,1
TCA;2004;0;0,11;0,11
TCA;2005;0;0,12;0,12
TCA;2006;0;0,15;0,15
TCA;2007;0;0,17;0,17
TCA;2008;0;0,19;0,19
TCA;2009;0;0,2;0,2
TCA;2010;0;0,2;0,2
TCA;2011;0;0,19;0,19
TCA;2012;0;0,2;0,2
TCA;2013;0;0,2;0,2
TCA;2014;0;0,21;0,21
TCA;2015;0;0,22;0,22
TCA;2016;0;0,23;0,23
TCA;2017;0;0,23;0,23
TCA;2018;0;0,24;0,24
TCA;2019;0;0,24;0,24
TCA;2020;0;0,25;0,25
TCA;2021;0;0,27;0,27
UGA;2000;1,55;0,04;1,59
UGA;2001;1,55;0,04;1,59
UGA;2002;1,67;0,04;1,71
UGA;2003;1,75;0,05;1,8
UGA;2004;1,89;0,05;1,94
UGA;2005;1,84;0,11;1,95
UGA;2006;1,17;0,4;1,57
UGA;2007;1,41;0,56;1,97
UGA;2008;1,7;0,62;2,32
UGA;2009;1,51;0,89;2,4
UGA;2010;1,59;1,1;2,69
UGA;2011;1,61;1;2,61
UGA;2012;1,58;0,38;1,96
UGA;2013;2,45;0,14;2,59
UGA;2014;2,52;0,29;2,81
UGA;2015;2,58;0,29;2,87
UGA;2016;3,48;0,29;3,77
UGA;2017;3,65;0,26;3,91
UGA;2018;4,01;0,31;4,32
UGA;2019;4,24;0,08;4,32
UGA;2020;4,32;0,13;4,45
UGA;2021;4,27;0,13;4,4
UKR;1990;10,51;211,93;298,62
UKR;1991;11,71;191,63;278,47
UKR;1992;7,88;170,69;252,32
UKR;1993;11,04;143,43;229,71
UKR;1994;12,12;121,759995;202,73
UKR;1995;9,95;113,35;193,82
UKR;1996;8,63;94,59;182,8
UKR;1997;9,86;88,53;177,82
UKR;1998;15,74;81,67;172,65
UKR;1999;14,32;85,55;171,94
UKR;2000;11,28;82,65;171,27
UKR;2001;12,05;84,59;172,81
UKR;2002;9,65;85,93;173,57
UKR;2003;9,27;89,52;180,2
UKR;2004;11,78;83,22;182,02
UKR;2005;12,4;84,75;185,91
UKR;2006;12,92;90,09;193,23
UKR;2007;10,47;93,13;196,14
UKR;2008;11,82;90,92;192,58
UKR;2009;12,12;78,58;173,62
UKR;2010;13,39;86,28;188,82
UKR;2011;11,2;93,5;194,95
UKR;2012;11,23;96,99;198,36
UKR;2013;15,11;95,39;193,71
UKR;2014;10,17;83,42;181,98
UKR;2015;7,1;66,91;161,64
UKR;2016;9,25;72,66;162,86
UKR;2017;10,88;57,96;154,42
UKR;2018;13,02;60,81;158,23
UKR;2019;11,87;57,79;152,66
UKR;2020;17,56;54,5;148,26
UKR;2021;21,86;47,57;155,72
ARE;1985;0;12,185;12,185
ARE;1986;0;12,815001;12,815
ARE;1987;0;13,658;13,658
ARE;1988;0;14,84;14,84
ARE;1989;0;15,612;15,612
ARE;1990;0;17,081001;17,081
ARE;1991;0;17,222;17,222
ARE;1992;0;18,689001;18,689
ARE;1993;0;21,73;21,73
ARE;1994;0;23,736;23,736
ARE;1995;0;24,982;24,982
ARE;1996;0;26,571999;26,572
ARE;1997;0;28,463999;28,464
ARE;1998;0;33,392;33,392
ARE;1999;0;37,126;37,126
ARE;2000;0;37,54;37,54
ARE;2001;0;40,58;40,58
ARE;2002;0;44,04;44,04
ARE;2003;0;46,48;46,48
ARE;2004;0;49,27;49,27
ARE;2005;0;57,05;57,05
ARE;2006;0;62,76;62,76
ARE;2007;0;74,03;74,03
ARE;2008;0;77,06;77,06
ARE;2009;0,01;82,9;82,91
ARE;2010;0,02;88,31;88,33
ARE;2011;0,03;93,19;93,22
ARE;2012;0,02;99,83;99,85
ARE;2013;0,08;103,33;103,41
ARE;2014;0,31;109,26;109,57
ARE;2015;0,31;119,45;119,76
ARE;2016;0,32;121,53;121,85
ARE;2017;0,75;125,79;126,54
ARE;2018;1,32;126,61;127,93
ARE;2019;3,8;125,85;129,65
ARE;2020;5,5;119,49;126,55
ARE;2021;6,7;127,14;135,63
GBR;1985;3,9552102;228,366;298,089
GBR;1986;4,76931;234,33899;301,071
GBR;1987;4,1868;240,724;302,112
GBR;1988;4,88561;236,545;308,825
GBR;1989;4,7773;234,32901;314,585
GBR;1990;5,82;246,19;317,76
GBR;1991;5,32;245,48;321,34
GBR;1992;6,3999996;236,13;319,34
GBR;1993;5,72;226,6;321,67
GBR;1994;6,9500003;229,79;325,02
GBR;1995;6,87;236,65;332,48
GBR;1996;5,6800003;248,97;349,32
GBR;1997;6,95;244,09;349,19
GBR;1998;8,65;252,94;361,08
GBR;1999;9,620001;260,5;365,25
GBR;2000;9,98;279,34;374,38
GBR;2001;9,56;282,72;382,37
GBR;2002;11,13;285,62;384,6
GBR;2003;10,62;296,15;395,46
GBR;2004;14,14;297,15;391,29
GBR;2005;16,93;296,87;395,42
GBR;2006;18,11;299,88;393,44
GBR;2007;19,69;310,26;392,98
GBR;2008;21,85;310,5;384,84
GBR;2009;25,25;278,73;373,08
GBR;2010;26,18;290,59;378,91
GBR;2011;35,2;260,88;365,06
GBR;2012;41,24;249,25;360,89
GBR;2013;53,21;231,56;355,38
GBR;2014;64,52;206,94;335,21
GBR;2015;82,57;182,43;335,34
GBR;2016;82,99;181,56;336,28
GBR;2017;98,85;165,91;335,1
GBR;2018;110,03;155,41;330,5
GBR;2019;120,48;144,99;321,65
GBR;2020;131,74;124,78;307,37
GBR;2021;122,2;138,08;307,16
USA;1985;323,59183;1929,3295;2657,1501
USA;1986;335,69504;1904,2202;2676,113
USA;1987;298,0898;1994,5104;2772,2053
USA;1988;270,7888;2088,5515;2914,4458
USA;1989;325,96497;2267,343;3155,4497
USA;1990;352,9278;2261,9565;3232,7795
USA;1991;351,3368;2261,573;3270,7244
USA;1992;319,56662;2299,6826;3284,39
USA;1993;349,687;2398,6462;3404,678
USA;1994;329,67996;2441,003;3458,5261
USA;1995;378,1956;2466,5684;3567,3313
USA;1996;416,1835;2522,6;3663,3862
USA;1997;425,64716;2613,2473;3716,3774
USA;1998;391,2873;2738,7798;3855,8083
USA;1999;388,13458;2763,0857;3936,0977
USA;2000;350,93;2697,28;3802,1
USA;2001;280,06;2678,68;3727,57
USA;2002;336,34;2727,83;3844,23
USA;2003;349,18;2756,03;3868,94
USA;2004;345,14;2818,28;3951,95
USA;2005;353,04;2899,96;4034,99
USA;2006;381,16;2878,56;4046,94
USA;2007;347,91;2988,24;4142,57
USA;2008;377,11;2924,21;4107,53
USA;2009;415,56;2725,41;3939,82
USA;2010;424,48;2882,49;4113,94
USA;2011;509,74;2788,93;4088,87
USA;2012;492,32;2779,02;4040,67
USA;2013;520,38;2746,21;4055,61
USA;2014;546,83;2752,01;4096,01
USA;2015;556,49;2730,32;4083,99
USA;2016;624,91;2656,96;4087,56
USA;2017;707,19;2540,17;4052,31
USA;2018;733,17;2661,3;4201,55
USA;2019;760,76;2588,21;4158,38
USA;2020;821,4;2431,9;4043,18
USA;2021;861,58;2512,45;4152,22
VIR;2000;0;1,02;1,02
VIR;2001;0;0,97;0,97
VIR;2002;0;0,98;0,98
VIR;2003;0;0,98;0,98
VIR;2004;0;0,99;0,99
VIR;2005;0;0,85;0,85
VIR;2006;0;0,86;0,86
VIR;2007;0;0,87;0,87
VIR;2008;0;0,84;0,84
VIR;2009;0;0,87;0,87
VIR;2010;0;0,82;0,82
VIR;2011;0;0,79;0,79
VIR;2012;0;0,78;0,78
VIR;2013;0;0,73;0,73
VIR;2014;0,01;0,69;0,7
VIR;2015;0,01;0,68;0,69
VIR;2016;0,01;0,67;0,68
VIR;2017;0,01;0,52;0,53
VIR;2018;0,01;0,6;0,61
VIR;2019;0,01;0,61;0,62
VIR;2020;0,01;0,63;0,64
VIR;2021;0,02;0,68;0,7
URY;2000;7;0,49;7,49
URY;2001;9,1;0,06;9,16
URY;2002;9,44;0,07;9,51
URY;2003;8,45;0,08;8,53
URY;2004;4,77;1,01;5,78
URY;2005;6,66;0,9;7,56
URY;2006;3,6;1,87;5,47
URY;2007;8,31;0,97;9,28
URY;2008;5,49;3,01;8,5
URY;2009;6,11;2,68;8,79
URY;2010;9,29;1,75;11,04
URY;2011;7,58;2,79;10,37
URY;2012;6,75;3,87;10,62
URY;2013;9,41;2,05;11,46
URY;2014;11,2;1,65;12,85
URY;2015;11,68;1,92;13,6
URY;2016;12,4;1,36;13,76
URY;2017;12,93;1,32;14,25
URY;2018;13,15;1,36;14,51
URY;2019;14,16;1,88;16,04
URY;2020;11,15;2,4;13,55
URY;2021;12,35;3,47;15,82
UZB;1990;6,648;;56,325
UZB;1991;6,031;;54,165
UZB;1992;6,281;;50,911
UZB;1993;7,358;;49,149
UZB;1994;7,156;;47,8
UZB;1995;6,188;;47,453
UZB;1996;6,525;;45,419
UZB;1997;5,777;;46,054
UZB;1998;5,758;;45,9
UZB;1999;5,692;;45,372
UZB;2000;5,82;38,51;44,33
UZB;2001;5,9;39,05;44,95
UZB;2002;6,12;40,55;46,67
UZB;2003;7,54;39,27;46,81
UZB;2004;8,92;38,48;47,4
UZB;2005;8,84;38,13;46,97
UZB;2006;4,65;39,25;43,9
UZB;2007;4,61;40;44,61
UZB;2008;4,44;35,76;40,2
UZB;2009;6,42;38,18;44,6
UZB;2010;8,11;41,16;49,27
UZB;2011;5,65;44,28;49,93
UZB;2012;6,59;43,56;50,15
UZB;2013;5,65;45,97;51,62
UZB;2014;6,01;46,7;52,71
UZB;2015;7;47,55;54,55
UZB;2016;7,25;48,75;56
UZB;2017;8,35;49,71;58,06
UZB;2018;5,85;53,58;59,43
UZB;2019;6,47;53,64;60,11
UZB;2020;5,01;50,94;55,95
UZB;2021;5,01;54,2;59,21
VUT;2000;0;0,04;0,04
VUT;2001;0;0,04;0,04
VUT;2002;0;0,04;0,04
VUT;2003;0;0,04;0,04
VUT;2004;0;0,04;0,04
VUT;2005;0;0,04;0,04
VUT;2006;0;0,04;0,04
VUT;2007;0;0,05;0,05
VUT;2008;0;0,05;0,05
VUT;2009;0;0,05;0,05
VUT;2010;0;0,05;0,05
VUT;2011;0,01;0,05;0,06
VUT;2012;0,01;0,05;0,06
VUT;2013;0,02;0,05;0,07
VUT;2014;0,02;0,05;0,07
VUT;2015;0,02;0,05;0,07
VUT;2016;0,02;0,05;0,07
VUT;2017;0,01;0,05;0,06
VUT;2018;0,02;0,05;0,07
VUT;2019;0,02;0,05;0,07
VUT;2020;0,02;0,05;0,07
VUT;2021;0,02;0,05;0,07
VEN;1985;22,648;;47,29
VEN;1986;25,159;;50,112
VEN;1987;30,843;;54,132
VEN;1988;34,203;;58,245
VEN;1989;34,666;;57,62
VEN;1990;36,983;;59,321
VEN;1991;44,542;;63,337
VEN;1992;47,271;;67,44
VEN;1993;47,478;;69,382
VEN;1994;51,284;;71,221
VEN;1995;51,45;;73,446
VEN;1996;53,847;;75,588
VEN;1997;57,268;;78,066
VEN;1998;57,923;;80,904
VEN;1999;60,6;;80,585
VEN;2000;62,2;21,04;83,24
VEN;2001;59,85;27,89;87,74
VEN;2002;58,94;27,71;86,65
VEN;2003;59,93;29,34;89,27
VEN;2004;69,37;26,84;96,21
VEN;2005;76,46;24,93;101,39
VEN;2006;80,78;27,12;107,9
VEN;2007;82,23;29,61;111,84
VEN;2008;85,97;30,51;116,48
VEN;2009;85,1;31,6;116,7
VEN;2010;76,01;34,77;110,78
VEN;2011;82,83;32,23;115,06
VEN;2012;81,24;37,27;118,51
VEN;2013;82,8;37,24;120,04
VEN;2014;63,74;36,61;100,35
VEN;2015;74,25;44,95;119,2
VEN;2016;62,43;42,25;104,68
VEN;2017;60,61;40,6;101,21
VEN;2018;58,25;39,02;97,27
VEN;2019;49,74;33,31;83,05
VEN;2020;62,61;31,62;94,23
VEN;2021;61,1;33,65;94,75
VNM;1985;1,477;3,592;5,069
VNM;1986;1,407;4,12;5,527
VNM;1987;1,384;4,667;6,051
VNM;1988;1,791;4,9940004;6,785
VNM;1989;3,838;3,946;7,784
VNM;1990;5,369;3,3119998;8,681
VNM;1991;6,317;2,8930001;9,21
VNM;1992;7,228;2,477;9,705
VNM;1993;7,965;2,697;10,662
VNM;1994;9,243;3,0449998;12,288
VNM;1995;10,582;4,066;14,648
VNM;1996;12,008;4,936;16,944
VNM;1997;11,657;7,475;19,132
VNM;1998;11,095;10,593;21,688
VNM;1999;13,774;9,785;23,559
VNM;2000;14,55;12,01;26,56
VNM;2001;18,21;12,4;30,61
VNM;2002;18,2;17,6;35,8
VNM;2003;18,99;21,94;40,93
VNM;2004;17,82;28,38;46,2
VNM;2005;16,58;35,5;52,08
VNM;2006;19,77;38,13;57,9
VNM;2007;22,52;41,64;64,16
VNM;2008;26,03;44,92;70,95
VNM;2009;30,05;50,59;80,64
VNM;2010;28,62;63,1;91,72
VNM;2011;41,19;60,32;101,51
VNM;2012;53,42;61,73;115,15
VNM;2013;57,96;66,5;124,46
VNM;2014;62,3;78,95;141,25
VNM;2015;57,43;100,52;157,95
VNM;2016;64,45;111,3;175,75
VNM;2017;88,04;103,56;191,6
VNM;2018;85,21;123,98;209,19
VNM;2019;72,64;154,78;227,42
VNM;2020;85,44;149,96;235,4
VNM;2021;104,22;140,55;244,77
ESH;2000;0;0,08;0,08
ESH;2001;0;0,08;0,08
ESH;2002;0;0,09;0,09
ESH;2003;0;0,09;0,09
ESH;2004;0;0,09;0,09
ESH;2005;0;0,09;0,09
ESH;2006;0;0,09;0,09
ESH;2007;0;0,09;0,09
ESH;2008;0;0,09;0,09
ESH;2009;0;0,09;0,09
ESH;2010;0;0;0
ESH;2011;0;0;0
ESH;2012;0;0;0
ESH;2013;0;0;0
ESH;2014;0;0;0
ESH;2015;0;0;0
ESH;2016;0;0;0
ESH;2017;0;0;0
ESH;2018;0;0;0
ESH;2019;0;0;0
ESH;2020;0;0;0
ESH;2021;0;0;0
OWID_WRL;1985;2058,9294;6283,4756;9883,152
OWID_WRL;1986;2092,662;6437,9185;10178,033
OWID_WRL;1987;2125,944;6755,492;10667,898
OWID_WRL;1988;2193,8906;6995,7;11137,956
OWID_WRL;1989;2195,2354;7452,1406;11656,966
OWID_WRL;1990;2279,9607;7614,444;11961,082
OWID_WRL;1991;2335,8848;7721,793;12222,666
OWID_WRL;1992;2344,7974;7806,1973;12335,899
OWID_WRL;1993;2483,231;7855,173;12599,419
OWID_WRL;1994;2504,5596;8117,606;12923,792
OWID_WRL;1995;2639,1965;8334,27;13382,48
OWID_WRL;1996;2677,612;8624,887;13797,107
OWID_WRL;1997;2735,188;8909,424;14128,893
OWID_WRL;1998;2765,918;9207,504;14511,115
OWID_WRL;1999;2799,2844;9489,559;14925,67
OWID_WRL;2000;2854,49;9609,98;14971,9
OWID_WRL;2001;2796,16;9826,59;15196,46
OWID_WRL;2002;2865,52;10265,9;15733,31
OWID_WRL;2003;2891,33;10822,91;16291,95
OWID_WRL;2004;3127,3;11283,25;17093,28
OWID_WRL;2005;3270,14;11806,89;17763,98
OWID_WRL;2006;3421,74;12328,66;18471,82
OWID_WRL;2007;3531,15;13159,64;19357,71
OWID_WRL;2008;3788,33;13215,76;19660,13
OWID_WRL;2009;3873,81;13068,67;19561,48
OWID_WRL;2010;4182,39;14069,71;20938,54
OWID_WRL;2011;4395,87;14683,43;21654,65
OWID_WRL;2012;4713,45;15053,58;22170,24
OWID_WRL;2013;5027,55;15362,53;22808,52
OWID_WRL;2014;5299,04;15651,45;23423,19
OWID_WRL;2015;5515,29;15642,83;23660,57
OWID_WRL;2016;5857,75;15896,58;24294,81
OWID_WRL;2017;6239,71;16220,92;25026,85
OWID_WRL;2018;6649,75;16753,02;26022,34
OWID_WRL;2019;7010,58;16631,55;26366,21
OWID_WRL;2020;7478,99;16161,55;26275,23
OWID_WRL;2021;7885,04;17188,38;27812,74
YEM;2000;0;3,21;3,21
YEM;2001;0;3,42;3,42
YEM;2002;0;3,54;3,54
YEM;2003;0;3,85;3,85
YEM;2004;0;4,1;4,1
YEM;2005;0;4,48;4,48
YEM;2006;0;5,06;5,06
YEM;2007;0;5,67;5,67
YEM;2008;0;6,15;6,15
YEM;2009;0;6,34;6,34
YEM;2010;0;7,29;7,29
YEM;2011;0;5,83;5,83
YEM;2012;0;6,64;6,64
YEM;2013;0;7,99;7,99
YEM;2014;0,01;7,19;7,2
YEM;2015;0,12;5,81;5,93
YEM;2016;0,16;4,36;4,52
YEM;2017;0,19;3,63;3,82
YEM;2018;0,48;2,82;3,3
YEM;2019;0,48;2,94;3,42
YEM;2020;0,49;2,75;3,24
YEM;2021;0,6;2,92;3,52
ZMB;2000;7,69;0,07;7,76
ZMB;2001;7,83;0,07;7,9
ZMB;2002;8,03;0,08;8,11
ZMB;2003;8,18;0,08;8,26
ZMB;2004;8,39;0,07;8,46
ZMB;2005;8,8;0,08;8,88
ZMB;2006;9,58;0,08;9,66
ZMB;2007;9,54;0,06;9,6
ZMB;2008;9,45;0,04;9,49
ZMB;2009;9,81;0,05;9,86
ZMB;2010;10,36;0,05;10,41
ZMB;2011;11,4;0,05;11,45
ZMB;2012;12,26;0,05;12,31
ZMB;2013;13,18;0,05;13,23
ZMB;2014;14,01;0,34;14,35
ZMB;2015;13,01;0,36;13,37
ZMB;2016;10,97;0,64;11,61
ZMB;2017;12,64;1,8;14,44
ZMB;2018;13,89;2,24;16,13
ZMB;2019;12,62;2,05;14,67
ZMB;2020;13,1;2;15,1
ZMB;2021;16,33;1,38;17,71
ZWE;2000;3,44;3,3;6,74
ZWE;2001;3,25;4,33;7,58
ZWE;2002;4,14;4,12;8,26
ZWE;2003;5,56;2,98;8,54
ZWE;2004;5,78;3,63;9,41
ZWE;2005;5,2;3,84;9,04
ZWE;2006;5,45;2,23;7,68
ZWE;2007;5,49;1,86;7,35
ZWE;2008;5,79;1,6;7,39
ZWE;2009;5,54;1,57;7,11
ZWE;2010;5,95;2,49;8,44
ZWE;2011;5,51;3,43;8,94
ZWE;2012;5,68;3,25;8,93
ZWE;2013;5,36;3,9;9,26
ZWE;2014;5,79;3,92;9,71
ZWE;2015;5,37;4,02;9,39
ZWE;2016;3,32;3,5;6,82
ZWE;2017;4,3;3,05;7,35
ZWE;2018;5,46;3,73;9,19
ZWE;2019;4,58;3,66;8,24
ZWE;2020;4,19;3,41;7,6
ZWE;2021;4,42;3,62;8,04
AZE;1985;;;20,702
AZE;1986;;;21,542
AZE;1987;;;22,909
AZE;1988;;;23,572
AZE;1989;;;23,3
BLR;1985;;;33,175
BLR;1986;;;36,282
BLR;1987;;;37,453
BLR;1988;;;38,15
BLR;1989;;;38,489
EST;1985;;;17,827
EST;1986;;;17,951
EST;1987;;;17,9
EST;1988;;;17,627
EST;1989;;;17,611
KAZ;1985;;;81,263
KAZ;1986;;;85,094
KAZ;1987;;;88,49
KAZ;1988;;;88,417
KAZ;1989;;;89,657
LVA;1985;;;4,961
LVA;1986;;;5,184
LVA;1987;;;5,937
LVA;1988;;;5,11
LVA;1989;;;5,801
LTU;1985;;;20,962
LTU;1986;;;22,416
LTU;1987;;;22,755
LTU;1988;;;26
LTU;1989;;;29,158
RUS;1985;;;962
RUS;1986;;;1001,4
RUS;1987;;;1047,3
RUS;1988;;;1065,5
RUS;1989;;;1076,5
TKM;1985;;;10,987
TKM;1986;;;12,396
TKM;1987;;;13,267
TKM;1988;;;12,891
TKM;1989;;;14,508
UKR;1985;;;272
UKR;1986;;;272,7
UKR;1987;;;281,5
UKR;1988;;;297,2
UKR;1989;;;295,3
UZB;1985;;;47,939
UZB;1986;;;52,171
UZB;1987;;;54,755
UZB;1988;;;50,59
UZB;1989;;;55,874
